Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2018-04-11,20:45,Sudamericana,First stage,Wed,Away,L,0,1,bo Blooming,53,,Nílton,4-2-3-1,4-2-3-1,Luis Quiroz,Match Report,Leg 1 of 2
2018-04-15,16:00,Série A,Matchweek 1,Sun,Away,L,0,2,Internacional,55,16663.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2018-04-21,16:00,Série A,Matchweek 2,Sat,Home,W,1,0,Santos,54,15588.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,
2018-04-29,16:00,Série A,Matchweek 3,Sun,Home,D,0,0,Ath Paranaense,35,16235.0,Lucas Fonseca,4-2-3-1,3-4-3,Ricardo Marques Ribeiro,Match Report,
2018-05-06,19:00,Série A,Matchweek 4,Sun,Away,L,0,2,Sport Recife,53,15165.0,Lucas Fonseca,4-2-3-1,4-1-4-1,Grazianni Maciel Rocha,Match Report,
2018-05-13,16:00,Série A,Matchweek 5,Sun,Home,D,2,2,São Paulo,48,20847.0,Lucas Fonseca,4-2-3-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,
2018-05-19,21:00,Série A,Matchweek 6,Sat,Away,L,0,3,Palmeiras,47,26351.0,Lucas Fonseca,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,
2018-05-23,21:45,Sudamericana,First stage,Wed,Home,W,4,0,bo Blooming,59,,Tiago Pagnussat,4-2-3-1,4-2-3-1,Juan Soto,Match Report,Leg 2 of 2; Bahia won
2018-05-27,16:00,Série A,Matchweek 7,Sun,Home,W,3,0,Vasco da Gama,51,15031.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2018-05-31,16:00,Série A,Matchweek 8,Thu,Away,L,0,2,Flamengo,44,55382.0,Tiago Pagnussat,4-2-4-0,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,
2018-06-03,16:00,Série A,Matchweek 9,Sun,Home,L,0,2,Grêmio,57,15623.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2018-06-07,20:00,Série A,Matchweek 10,Thu,Away,L,0,1,Paraná,53,4153.0,Tiago Pagnussat,4-1-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2018-06-10,16:00,Série A,Matchweek 11,Sun,Home,D,3,3,Botafogo (RJ),59,12478.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,
2018-06-13,21:45,Série A,Matchweek 12,Wed,Home,W,1,0,Corinthians,40,15041.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2018-07-19,19:30,Série A,Matchweek 13,Thu,Away,D,1,1,Chapecoense,50,7534.0,Tiago Pagnussat,4-2-3-1,4-1-4-1,Rodolpho Toski Marques,Match Report,
2018-07-22,16:00,Série A,Matchweek 14,Sun,Home,W,4,1,Vitória,54,24312.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2018-07-25,21:45,Sudamericana,Second stage,Wed,Home,W,2,0,uy Cerro,56,,Lucas Fonseca,4-2-3-1,4-1-4-1,Michael Espinoza,Match Report,Leg 1 of 2
2018-07-30,20:00,Série A,Matchweek 16,Mon,Home,D,2,2,Atlético Mineiro,57,15993.0,Tiago Pagnussat,4-2-3-1,4-1-4-1,Wilton Sampaio,Match Report,
2018-08-05,19:00,Série A,Matchweek 17,Sun,Away,D,1,1,Fluminense,53,16548.0,Lucas Fonseca,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2018-08-08,21:45,Sudamericana,Second stage,Wed,Away,D,1,1,uy Cerro,35,,Nílton,4-2-3-1,4-4-2,José Argote,Match Report,Leg 2 of 2; Bahia won
2018-08-11,19:00,Série A,Matchweek 18,Sat,Home,W,1,0,América (MG),49,19100.0,Elton,4-2-3-1,3-5-2,Péricles Bassols Pegado Cortez,Match Report,
2018-08-19,16:00,Série A,Matchweek 19,Sun,Away,D,1,1,Cruzeiro,46,28807.0,Gilberto,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2018-08-22,19:30,Série A,Matchweek 20,Wed,Home,L,0,1,Internacional,61,18671.0,Lucas Fonseca,4-2-3-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,
2018-08-25,16:00,Série A,Matchweek 21,Sat,Away,L,0,2,Santos,51,11564.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2018-08-29,19:30,Série A,Matchweek 15,Wed,Away,W,2,0,Ceará,32,11395.0,Nílton,4-3-3,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,
2018-09-02,16:00,Série A,Matchweek 22,Sun,Away,L,0,2,Ath Paranaense,40,13433.0,Lucas Fonseca,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2018-09-05,19:30,Série A,Matchweek 23,Wed,Home,W,2,0,Sport Recife,49,13816.0,Tiago Pagnussat,4-2-3-1,4-4-2,Marcelo Aparecido Ribeiro De Souza,Match Report,
2018-09-08,19:00,Série A,Matchweek 24,Sat,Away,L,0,1,São Paulo,47,43555.0,Lucas Fonseca,4-3-2-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2018-09-16,16:00,Série A,Matchweek 25,Sun,Home,D,1,1,Palmeiras,42,24495.0,Zé Rafael,4-2-3-1,4-4-1-1,Heber Roberto Lopes,Match Report,
2018-09-20,21:45,Sudamericana,Round of 16,Thu,Home,W,2,1,br Botafogo (RJ),43,,Douglas Grolli,4-2-3-1,4-1-4-1,Piero Maza,Match Report,Leg 1 of 2
2018-09-24,20:00,Série A,Matchweek 26,Mon,Away,L,1,2,Vasco da Gama,39,13293.0,Nílton,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2018-09-29,21:00,Série A,Matchweek 27,Sat,Home,D,0,0,Flamengo,33,31059.0,Lucas Fonseca,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
2018-10-03,21:45,Sudamericana,Round of 16,Wed,Away,L,1 (5),2 (4),br Botafogo (RJ),47,,Nílton,4-2-3-1,4-1-4-1,Germán Delfino,Match Report,Leg 2 of 2; Bahia won; Bahia won on penalty kicks following extra time
2018-10-06,21:00,Série A,Matchweek 28,Sat,Away,D,2,2,Grêmio,25,29612.0,Nílton,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2018-10-13,21:00,Série A,Matchweek 29,Sat,Home,W,2,0,Paraná,68,29215.0,Lucas Fonseca,4-2-3-1,5-4-1,Jean Pierre Goncalves Lima,Match Report,
2018-10-20,16:00,Série A,Matchweek 30,Sat,Away,W,1,0,Botafogo (RJ),35,8180.0,Nílton,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,
2018-10-24,21:45,Sudamericana,Quarter-finals,Wed,Home,L,0,1,br Ath Paranaense,52,,Lucas Fonseca,4-2-3-1,4-2-3-1,Fernando Rapallini,Match Report,Leg 1 of 2
2018-10-27,20:00,Série A,Matchweek 31,Sat,Away,L,1,2,Corinthians,45,35382.0,Nílton,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2018-10-31,22:45,Sudamericana,Quarter-finals,Wed,Away,W,1 (1),0 (4),br Ath Paranaense,33,,Lucas Fonseca,4-2-3-1,4-2-3-1,Diego Haro,Match Report,Leg 2 of 2; Ath Paranaense won; Ath Paranaense won on penalty kicks following extra time
2018-11-04,18:00,Série A,Matchweek 32,Sun,Home,W,1,0,Chapecoense,60,17448.0,Nílton,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2018-11-11,16:00,Série A,Matchweek 33,Sun,Away,D,2,2,Vitória,50,21714.0,Lucas Fonseca,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2018-11-14,20:00,Série A,Matchweek 34,Wed,Home,W,2,1,Ceará,62,17825.0,Lucas Fonseca,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2018-11-17,21:00,Série A,Matchweek 35,Sat,Away,L,0,1,Atlético Mineiro,50,17313.0,Nílton,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2018-11-22,20:00,Série A,Matchweek 36,Thu,Home,W,2,0,Fluminense,55,16784.0,Lucas Fonseca,4-2-3-1,3-4-3,Flavio Rodrigues De Souza,Match Report,
2018-11-25,19:00,Série A,Matchweek 37,Sun,Away,L,0,1,América (MG),53,7409.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2018-12-02,16:00,Série A,Matchweek 38,Sun,Home,D,0,0,Cruzeiro,47,27776.0,Lucas Fonseca,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
