Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Douglas Friedrich,br BRA,GK,31.0,29.1,39,4,2,7,0,38.4,0.3,-0.6,-0.02,67,214,31.3,485,147,26.0,31.6,211,41.7,37.0,489,13,2.7,22,0.76,12.2,Matches
Anderson,br BRA,GK,36.0,5.9,15,0,0,2,0,14.0,0.36,-1.0,-0.18,16,68,23.5,102,30,42.2,37.3,51,49.0,40.1,77,1,1.3,3,0.51,11.3,Matches
Mateus Claus,br BRA,GK,25.0,3.0,5,1,0,0,0,3.4,0.16,-1.6,-0.52,5,8,62.5,29,8,13.8,25.6,25,16.0,22.7,62,0,0.0,0,0.0,7.6,Matches
Squad Total,,,27.3,38.0,59,5,2,9,0,55.8,0.3,-3.2,-0.08,88,290,30.3,607,185,27.7,,296,41.2,36.6,628,14,2.2,25,0.66,,
Opponent Total,,,26.3,38.0,48,5,0,8,0,56.3,0.27,8.3,0.22,155,373,41.6,803,157,31.4,32.5,279,43.4,37.5,594,18,3.0,34,0.89,14.7,
