Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Nino Paraíba,br BRA,DF,35.0,31.7,83,2.62,62,5,1,3,10,2,6,0.19,5,0,0,0,1,0,Matches
Luiz Otávio,br BRA,DF,28.0,29.7,11,0.37,8,0,0,2,1,0,1,0.03,0,0,0,0,1,0,Matches
Gilberto,br BRA,FW,31.0,28.3,61,2.15,45,0,4,4,7,1,9,0.32,5,0,1,0,2,1,Matches
Patrick de Lucca,br BRA,MF,20.0,27.5,53,1.92,48,1,0,2,1,1,7,0.25,6,0,0,0,0,1,Matches
Germán Conti,ar ARG,DF,26.0,27.2,10,0.37,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matheus Bahia,br BRA,DF,21.0,25.4,55,2.16,46,6,1,1,1,0,7,0.28,6,0,0,1,0,0,Matches
Danielzinho,br BRA,MF,25.0,23.8,83,3.5,73,3,0,1,6,0,6,0.25,5,0,0,0,1,0,Matches
Rodriguinho Marinho,br BRA,"FW,MF",32.0,21.0,58,2.76,41,13,1,1,1,1,4,0.19,1,2,1,0,0,0,Matches
Juninho Capixaba,br BRA,"DF,FW",23.0,21.0,86,4.1,54,18,4,4,5,1,4,0.19,3,1,0,0,0,0,Matches
Rossi,br BRA,"FW,MF",27.0,18.8,65,3.46,35,13,4,4,9,0,9,0.48,5,1,1,0,2,0,Matches
Lucas Mugni,ar ARG,"MF,FW",29.0,17.8,45,2.53,34,6,2,1,0,2,2,0.11,0,2,0,0,0,0,Matches
Danilo Fernandes,br BRA,GK,32.0,16.0,2,0.12,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matheus Teixeira,br BRA,GK,21.0,16.0,1,0.06,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Raí Nascimento,br BRA,"FW,MF",22.0,12.2,41,3.36,26,11,4,0,0,0,2,0.16,0,1,1,0,0,0,Matches
Thaciano,br BRA,"MF,FW",25.0,7.8,17,2.17,13,0,1,2,0,1,4,0.51,3,0,1,0,0,0,Matches
Juninho,br BRA,DF,25.0,9.0,9,1.0,6,0,1,2,0,0,1,0.11,0,0,0,1,0,0,Matches
Jonas,br BRA,MF,29.0,6.2,3,0.49,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hugo Rodallega,co COL,FW,35.0,10.1,26,2.57,22,0,2,2,0,0,3,0.3,2,0,0,1,0,0,Matches
Renan Guedes,br BRA,DF,23.0,6.4,6,0.94,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Mateus Claus,br BRA,GK,26.0,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Thonny Anderson,br BRA,"MF,FW",23.0,5.2,10,1.93,10,0,0,0,0,0,2,0.39,2,0,0,0,0,0,Matches
Edson,br BRA,MF,22.0,5.2,7,1.36,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Araujo,br BRA,MF,21.0,5.1,4,0.78,4,0,0,0,0,0,1,0.2,1,0,0,0,0,0,Matches
Maycon Douglas,br BRA,"FW,MF",24.0,6.5,14,2.13,8,1,2,1,2,0,2,0.3,1,0,1,0,0,0,Matches
Óscar Ruiz,py PAR,"FW,MF",29.0,5.5,8,1.46,7,0,0,0,1,0,1,0.18,1,0,0,0,0,0,Matches
Gustavo Henrique,br BRA,DF,21.0,4.2,1,0.24,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ligger,br BRA,DF,32.0,3.0,2,0.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Fonseca,br BRA,DF,35.0,2.9,4,1.4,4,0,0,0,0,0,1,0.35,1,0,0,0,0,0,Matches
Eugenio Isnaldo,ar ARG,"MF,FW",27.0,2.8,6,2.13,2,0,2,0,0,2,0,0.0,0,0,0,0,0,0,Matches
Matheus Galdezani,br BRA,MF,28.0,3.5,13,3.67,8,2,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Ronaldo Cesar,br BRA,"FW,MF",20.0,4.0,7,1.75,4,0,1,1,1,0,1,0.25,1,0,0,0,0,0,Matches
Raniele,br BRA,MF,24.0,3.2,13,4.05,9,0,1,1,1,1,0,0.0,0,0,0,0,0,0,Matches
Luizão,br BRA,MF,22.0,1.2,4,3.4,3,0,0,0,1,0,1,0.85,0,0,0,0,1,0,Matches
Juan Pablo Ramírez,co COL,"MF,FW",23.0,0.7,1,1.38,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Roberto,br BRA,"FW,MF",21.0,0.5,1,2.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Raí Soares,br BRA,MF,19.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Douglas Borel,br BRA,"DF,MF",18.0,0.3,2,6.43,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Alesson,br BRA,MF,21.0,0.2,3,15.0,0,2,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.2,38.0,815,21.45,602,85,31,34,51,12,74,1.95,48,7,6,3,8,2,
Opponent Total,,,27.1,38.0,862,22.68,643,68,46,33,58,14,90,2.37,53,6,8,10,11,2,
