Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Douglas Friedrich,br BRA,GK,30.0,37.0,566,897,63.1,20447,17418,68,68,100.0,210,214,98.1,284,611,46.5,0,0.1,0.0,-0.1,2,8,0,0,0,Matches
Lucas Fonseca,br BRA,DF,33.0,34.6,1095,1303,84.0,21862,8969,327,355,92.1,611,686,89.1,134,228,58.8,1,0.1,0.2,0.9,3,65,2,0,72,Matches
Gregore,br BRA,MF,24.0,33.5,1723,2038,84.5,31904,9434,670,762,87.9,832,944,88.1,187,254,73.6,4,2.6,1.2,1.4,29,261,12,1,300,Matches
Artur,br BRA,"FW,MF",20.0,31.3,773,1145,67.5,12727,4267,392,475,82.5,272,387,70.3,77,186,41.4,3,6.1,5.1,-3.1,60,59,40,9,142,Matches
Moisés,br BRA,DF,23.0,28.5,1108,1441,76.9,16843,6119,603,668,90.3,402,520,77.3,64,165,38.8,2,3.7,2.6,-1.7,29,88,21,16,90,Matches
Nino Paraíba,br BRA,DF,33.0,27.8,919,1354,67.9,15501,6985,432,528,81.8,387,546,70.9,72,182,39.6,4,2.7,2.9,1.3,35,74,39,26,123,Matches
Juninho,br BRA,DF,23.0,27.0,957,1191,80.4,18784,7700,302,338,89.3,543,608,89.3,102,220,46.4,0,0.1,0.2,-0.1,3,57,1,0,68,Matches
Gilberto,br BRA,FW,29.0,26.0,311,457,68.1,4109,705,197,265,74.3,84,120,70.0,12,20,60.0,3,2.1,1.5,0.9,18,24,5,1,37,Matches
Flávio,br BRA,MF,22.0,25.9,1081,1243,87.0,19013,4816,430,489,87.9,540,584,92.5,82,109,75.2,1,1.0,0.9,0.0,26,128,15,5,145,Matches
Élber,br BRA,"FW,MF",26.0,20.6,572,755,75.8,8842,2524,314,386,81.3,197,256,77.0,43,66,65.2,2,4.9,4.4,-2.9,36,61,31,4,101,Matches
Fernandão,br BRA,FW,31.0,12.2,171,286,59.8,2218,503,112,172,65.1,43,78,55.1,6,8,75.0,0,1.0,0.3,-1.0,14,15,3,0,23,Matches
João Pedro,br BRA,"MF,DF",22.0,9.9,277,348,79.6,4207,1329,146,164,89.0,113,136,83.1,11,21,52.4,0,1.3,1.1,-1.3,12,22,10,2,33,Matches
Lucca,br BRA,"FW,MF",28.0,9.6,290,391,74.2,5302,1206,130,147,88.4,100,139,71.9,46,73,63.0,0,0.6,0.6,-0.6,15,21,6,2,35,Matches
Ronaldo,br BRA,MF,22.0,9.3,348,405,85.9,5711,1368,163,180,90.6,133,148,89.9,33,43,76.7,0,0.9,0.4,-0.9,8,39,4,1,40,Matches
Arthur,br BRA,"MF,FW",26.0,12.5,216,324,66.7,2801,678,136,171,79.5,50,80,62.5,10,25,40.0,1,1.4,1.2,-0.4,12,17,9,2,26,Matches
Eric Ramires,br BRA,"MF,FW",18.0,8.4,236,278,84.9,3541,864,134,148,90.5,69,77,89.6,16,24,66.7,0,0.8,0.4,-0.8,11,19,1,0,29,Matches
Giovanni Palmieri,br BRA,"DF,MF",29.0,8.4,357,447,79.9,5596,2225,184,210,87.6,146,176,83.0,13,30,43.3,0,0.9,0.8,-0.9,8,28,9,4,40,Matches
