Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Bruno Vieira,br BRA,DF,32.0,16,15,1259.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Eric Ramires,br BRA,MF,17.0,15,15,1254.0,13.9,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.07,0.22,0.29,0.07,0.29,Matches
Anderson,br BRA,GK,34.0,14,12,1128.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Douglas Grolli,br BRA,DF,28.0,12,11,994.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
Nílton,br BRA,MF,30.0,11,9,760.0,8.4,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches
Flávio,br BRA,MF,21.0,19,8,863.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Everson,br BRA,DF,20.0,10,6,633.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Paulinho,br BRA,"DF,MF",23.0,7,6,481.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Antônio,br BRA,MF,20.0,10,5,433.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jackson de Souza,br BRA,DF,27.0,6,5,421.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Régis,br BRA,MF,25.0,18,4,582.0,6.5,3.0,2.0,5.0,2.0,1.0,1.0,3.0,0.0,0.46,0.31,0.77,0.31,0.62,Matches
Júnior Brumado,br BRA,FW,18.0,14,4,443.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches
João Pedro,br BRA,DF,21.0,3,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,Matches
Eugenio Mena,cl CHI,"DF,MF",29.0,5,2,243.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches
Edson,br BRA,"DF,MF",26.0,5,2,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kayke Rodrigues,br BRA,FW,29.0,3,2,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Clayton,br BRA,"FW,MF",22.0,9,1,217.0,2.4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.41,0.0,0.41,0.0,0.0,Matches
Agustín Allione,ar ARG,MF,23.0,10,1,196.0,2.2,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.46,0.46,0.92,0.46,0.92,Matches
Rodrigo Becão,br BRA,DF,22.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Castro,br BRA,GK,20.0,2,0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernandinho,br BRA,"FW,MF",20.0,2,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Italo,br BRA,MF,20.0,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Luiz Henrique,br BRA,MF,20.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Geovane Itinga,br BRA,FW,19.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Alves,br BRA,FW,22.0,0,0,,,,,,,,,,,,,,,,Matches
Felipe Araújo,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,Matches
Kodai Dohi,jp JPN,DF,16.0,0,0,,,,,,,,,,,,,,,,Matches
Joilson Evangelista,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Ignácio,br BRA,DF,21.0,0,0,,,,,,,,,,,,,,,,Matches
Willean Lepo,br BRA,"DF,MF",21.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.7,38,418,3420.0,38.0,39.0,28.0,67.0,36.0,3.0,4.0,87.0,4.0,1.03,0.74,1.76,0.95,1.68,
Opponent Total,,,26.9,38,418,3420.0,38.0,40.0,29.0,69.0,38.0,2.0,3.0,100.0,4.0,1.05,0.76,1.82,1.0,1.76,
