Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Gregore,br BRA,MF,24.0,35,35,3109.0,34.5,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Lucas Fonseca,br BRA,DF,32.0,33,33,2925.0,32.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Zé Rafael,br BRA,MF,24.0,33,33,2814.0,31.3,4.0,3.0,7.0,4.0,0.0,0.0,6.0,0.0,0.13,0.1,0.22,0.13,0.22,Matches
Léo Pelé,br BRA,DF,21.0,32,32,2859.0,31.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
Elton,br BRA,MF,27.0,28,27,2334.0,25.9,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches
Douglas Friedrich,br BRA,GK,29.0,26,26,2185.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Élber,br BRA,"FW,MF",25.0,29,23,1993.0,22.1,4.0,5.0,9.0,4.0,0.0,0.0,8.0,0.0,0.18,0.23,0.41,0.18,0.41,Matches
Tiago Pagnussat,br BRA,DF,27.0,20,20,1759.0,19.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,0.1,0.0,0.1,0.1,0.1,Matches
Vinícius,br BRA,"FW,MF",26.0,29,20,1752.0,19.5,4.0,1.0,5.0,4.0,0.0,1.0,3.0,0.0,0.21,0.05,0.26,0.21,0.26,Matches
Edigar Junio,br BRA,FW,26.0,27,20,1731.0,19.2,6.0,1.0,7.0,5.0,1.0,1.0,0.0,0.0,0.31,0.05,0.36,0.26,0.31,Matches
Nino Paraíba,br BRA,DF,32.0,22,19,1712.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Gilberto,br BRA,FW,28.0,21,18,1528.0,17.0,8.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,0.47,0.0,0.47,0.47,0.47,Matches
