Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
12,Corinthians,38,13,12,13,45,45,0,51,1.34,44.1,54.4,-10.3,-0.27,,Jô - 6,Cássio,→ Copa Sudamericana via league finish
13,Atl Goianiense,38,12,14,12,40,45,-5,50,1.32,44.3,54.5,-10.2,-0.27,,Jean - 5,Jean,→ Copa Sudamericana via league finish
14,Bahia,38,12,8,18,48,59,-11,44,1.16,55.9,57.7,-1.9,-0.05,,Gilberto - 9,Douglas Friedrich,→ Copa Sudamericana via league finish
15,Sport Recife,38,12,6,20,31,50,-19,42,1.11,34.7,58.0,-23.3,-0.61,,"Thiago Neves, Iago Maidana - 6",Luan Polli,
16,Fortaleza,38,10,11,17,34,44,-10,41,1.08,43.2,47.8,-4.6,-0.12,,Wellington Paulista - 9,Felipe Alves Raymundo,
