Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Douglas Friedrich,br BRA,GK,30.0,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Fonseca,br BRA,DF,33.0,34.6,0,10,2,20.0,0.29,0.06,0.0,0.0,18.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Gregore,br BRA,MF,24.0,33.5,0,28,3,10.7,0.84,0.09,0.0,0.0,27.3,0,0,0,0.9,0.9,0.03,-0.9,-0.9,Matches
Artur,br BRA,"FW,MF",20.0,31.3,7,63,18,28.6,2.01,0.57,0.11,0.39,22.5,9,0,1,5.6,4.8,0.08,1.4,2.2,Matches
Moisés,br BRA,DF,23.0,28.5,0,25,5,20.0,0.88,0.18,0.0,0.0,26.8,5,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
Nino Paraíba,br BRA,DF,33.0,27.8,2,22,11,50.0,0.79,0.4,0.09,0.18,21.9,0,0,0,2.3,2.3,0.1,-0.3,-0.3,Matches
Juninho,br BRA,DF,23.0,27.0,1,15,3,20.0,0.56,0.11,0.07,0.33,11.8,0,0,0,1.7,1.7,0.12,-0.7,-0.7,Matches
Gilberto,br BRA,FW,29.0,26.0,14,74,25,33.8,2.85,0.96,0.11,0.32,17.6,3,6,6,15.6,10.9,0.15,-1.6,-2.9,Matches
Flávio,br BRA,MF,22.0,25.9,0,13,3,23.1,0.5,0.12,0.0,0.0,28.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Élber,br BRA,"FW,MF",26.0,20.6,3,27,15,55.6,1.31,0.73,0.11,0.2,19.2,0,0,0,3.9,3.9,0.14,-0.9,-0.9,Matches
Fernandão,br BRA,FW,31.0,12.2,5,43,11,25.6,3.53,0.9,0.07,0.27,14.7,0,2,2,5.7,4.1,0.1,-0.7,-1.1,Matches
João Pedro,br BRA,"MF,DF",22.0,9.9,1,14,4,28.6,1.42,0.41,0.07,0.25,22.2,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
Lucca,br BRA,"FW,MF",28.0,9.6,0,22,8,36.4,2.28,0.83,0.0,0.0,25.1,5,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches
Ronaldo,br BRA,MF,22.0,9.3,0,7,1,14.3,0.75,0.11,0.0,0.0,26.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Arthur,br BRA,"MF,FW",26.0,12.5,6,43,13,30.2,3.44,1.04,0.12,0.38,16.0,5,1,1,6.5,5.7,0.13,-0.5,-0.7,Matches
Eric Ramires,br BRA,"MF,FW",18.0,8.4,0,9,3,33.3,1.07,0.36,0.0,0.0,20.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Giovanni Palmieri,br BRA,"DF,MF",29.0,8.4,0,1,0,0.0,0.12,0.0,0.0,,8.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Ernando,br BRA,DF,30.0,8.0,1,1,1,100.0,0.12,0.12,1.0,1.0,4.6,0,0,0,0.6,0.6,0.65,0.4,0.4,Matches
Alejandro Guerra,ve VEN,"MF,FW",33.0,7.7,1,14,4,28.6,1.81,0.52,0.07,0.25,17.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
Elton,br BRA,MF,28.0,6.7,0,10,1,10.0,1.48,0.15,0.0,0.0,23.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Douglas,br BRA,MF,22.0,6.6,0,10,3,30.0,1.52,0.46,0.0,0.0,24.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Wanderson,br BRA,DF,27.0,5.4,0,1,0,0.0,0.18,0.0,0.0,,34.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Ezequiel,br BRA,DF,25.0,4.9,0,1,0,0.0,0.2,0.0,0.0,,19.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Marco Antônio,br BRA,"MF,FW",21.0,3.8,1,6,3,50.0,1.57,0.78,0.17,0.33,29.9,1,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Paulinho,br BRA,DF,24.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,32.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Rogério,br BRA,"FW,MF",28.0,4.0,1,21,9,42.9,5.28,2.26,0.05,0.11,18.4,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
Shaylon,br BRA,"MF,FW",21.0,2.1,0,4,1,25.0,1.89,0.47,0.0,0.0,22.6,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Anderson,br BRA,GK,35.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jackson de Souza,br BRA,DF,28.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Clayton,br BRA,FW,23.0,0.2,0,1,1,100.0,5.29,5.29,0.0,0.0,12.2,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
Nílton,br BRA,FW,31.0,0.1,0,1,0,0.0,18.0,0.0,0.0,,8.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
Squad Total,,,27.0,38.0,43,487,148,30.4,12.82,3.89,0.07,0.23,20.4,29,9,10,51.7,43.9,0.09,-8.7,-9.9,
Opponent Total,,,27.2,38.0,43,504,154,30.6,13.26,4.05,0.08,0.25,20.7,41,4,5,47.4,43.4,0.09,-4.4,-4.4,
