Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2024-04-13,18:30,Série A,Matchweek 1,Sat,Away,L,1,2,Internacional,0.7,1.9,48,19103,Everton Ribeiro,4-4-2,4-4-2,,Match Report,
2024-04-16,21:30,Série A,Matchweek 2,Tue,Home,W,2,1,Fluminense,1.1,0.4,40,23080,Everton Ribeiro,4-2-3-1,4-2-3-1,,Match Report,
2024-04-21,16:00,Série A,Matchweek 3,Sun,Away,D,2,2,Vitória,2.5,1.6,58,27609,Everton Ribeiro,4-3-3,4-4-1-1,,Match Report,
2024-04-27,21:00,Série A,Matchweek 4,Sat,Home,W,1,0,Grêmio,1.1,0.1,60,35836,Everton Ribeiro,4-2-3-1,4-3-3,,Match Report,
2024-05-05,18:30,Série A,Matchweek 5,Sun,Away,W,2,1,Botafogo (RJ),2.8,0.8,44,22685,Everton Ribeiro,4-1-2-1-2◆,4-2-3-1,,Match Report,
2024-05-12,18:30,Série A,Matchweek 6,Sun,Home,W,1,0,RB Bragantino,0.8,0.5,49,36820,Everton Ribeiro,4-1-2-1-2◆,4-3-3,,Match Report,
2024-06-02,16:00,Série A,Matchweek 7,Sun,Away,D,1,1,Atlético Mineiro,0.4,1.0,36,37994,Everton Ribeiro,4-1-2-1-2◆,3-5-2,,Match Report,
2024-06-13,21:30,Série A,Matchweek 8,Thu,Home,W,1,0,Fortaleza,1.4,1.2,53,29889,Everton Ribeiro,4-1-2-1-2◆,4-3-3,,Match Report,
2024-06-16,18:30,Série A,Matchweek 9,Sun,Away,D,2,2,Criciúma,0.8,1.9,67,8661,Everton Ribeiro,4-1-3-2,4-3-1-2,,Match Report,
2024-06-20,20:00,Série A,Matchweek 10,Thu,Away,L,1,2,Flamengo,0.8,1.1,65,49909,Everton Ribeiro,4-1-3-2,4-2-3-1,,Match Report,
2024-06-23,16:00,Série A,Matchweek 11,Sun,Home,W,4,1,Cruzeiro,2.5,0.7,64,35541,Kanu,4-1-3-2,4-3-2-1,,Match Report,
2024-06-26,21:30,Série A,Matchweek 12,Wed,Home,W,2,1,Vasco da Gama,2.5,1.5,63,38318,Everton Ribeiro,4-1-3-2,4-2-3-1,João Vitor Gobi,Match Report,
2024-06-30,16:00,Série A,Matchweek 13,Sun,Away,L,1,3,São Paulo,1.0,1.2,59,28008,Everton Ribeiro,4-1-3-2,4-2-3-1,,Match Report,
2024-07-04,19:00,Série A,Matchweek 14,Thu,Home,W,2,0,Juventude,1.8,0.7,56,40442,Everton Ribeiro,4-1-3-2,4-2-3-1,,Match Report,
2024-07-07,18:30,Série A,Matchweek 15,Sun,Away,L,0,2,Palmeiras,1.9,0.9,55,40198,Everton Ribeiro,4-1-3-2,4-2-3-1,Jonathan Benkenstein Pinheiro,Match Report,
2024-07-10,19:00,Série A,Matchweek 16,Wed,Away,W,3,1,Ath Paranaense,1.3,1.9,48,23307,Kanu,4-1-2-1-2◆,4-2-3-1,Felipe Fernandes de Lima,Match Report,
2024-07-13,16:00,Série A,Matchweek 17,Sat,Home,L,1,2,Cuiabá,0.9,1.2,64,48602,Everton Ribeiro,4-4-1-1,4-5-1,Davi de Oliveira Lacerda,Match Report,
2024-07-21,16:00,Série A,Matchweek 18,Sun,Home,L,0,1,Corinthians,1.3,0.3,65,48346,Everton Ribeiro,4-1-2-1-2◆,3-4-1-2,,Match Report,
2024-07-24,21:30,Série A,Matchweek 19,Wed,Away,D,1,1,Atl Goianiense,0.8,1.1,70,5777,Everton Ribeiro,4-1-3-2,4-1-4-1,Luciano da Silva Miranda,Match Report,
2024-07-27,20:00,Série A,Matchweek 20,Sat,Home,D,1,1,Internacional,0.9,1.5,52,32950,Cauly Oliveira Souza,4-1-2-1-2◆,4-4-1-1,Matheus Delgado Candançan,Match Report,
2024-08-04,16:00,Série A,Matchweek 21,Sun,Away,L,0,1,Fluminense,1.7,1.1,51,50262,Everton Ribeiro,4-3-3,4-2-3-1,Davi de Oliveira Lacerda,Match Report,
2024-08-11,16:00,Série A,Matchweek 22,Sun,Home,W,2,0,Vitória,0.6,1.0,56,45972,Everton Ribeiro,4-1-3-2,4-3-3,Braulio Machado,Match Report,
2024-08-17,16:00,Série A,Matchweek 23,Sat,Away,W,2,0,Grêmio,1.7,1.2,60,56102,Everton Ribeiro,4-1-4-1,4-2-3-1,Matheus Delgado Candançan,Match Report,
2024-08-25,16:00,Série A,Matchweek 24,Sun,Home,D,0,0,Botafogo (RJ),0.9,0.8,53,40198,Everton Ribeiro,4-1-3-2,4-2-3-1,Ramon Abatti,Match Report,
2024-09-01,18:30,Série A,Matchweek 25,Sun,Away,L,1,2,RB Bragantino,0.8,1.0,69,3921,Everton Ribeiro,4-3-1-2,3-4-3,Davi de Oliveira Lacerda,Match Report,
2024-09-15,18:30,Série A,Matchweek 26,Sun,Home,W,3,0,Atlético Mineiro,1.1,0.6,54,26420,Everton Ribeiro,4-3-1-2,3-5-2,Rafael Klein,Match Report,
2024-09-21,21:00,Série A,Matchweek 27,Sat,Away,L,1,4,Fortaleza,0.4,1.5,63,42051,Everton Ribeiro,4-3-1-2,4-2-3-1,Raphael Claus,Match Report,
2024-09-29,18:30,Série A,Matchweek 28,Sun,Home,W,1,0,Criciúma,2.6,0.1,54,24574,Everton Ribeiro,4-4-2,4-3-1-2,Edina Alves,Match Report,
2024-10-05,19:00,Série A,Matchweek 29,Sat,Home,L,0,2,Flamengo,0.8,2.5,47,43433,Kanu,4-1-3-2,4-2-3-1,Rafael Klein,Match Report,
2024-10-18,21:30,Série A,Matchweek 30,Fri,Away,D,1,1,Cruzeiro,1.3,1.2,51,34473,Everton Ribeiro,4-3-3,4-2-3-1,Flavio Rodrigues de Souza,Match Report,
2024-10-28,21:00,Série A,Matchweek 31,Mon,Away,L,2,3,Vasco da Gama,2.0,1.9,52,17213,Everton Ribeiro,4-1-2-1-2◆,4-2-3-1,Raphael Claus,Match Report,
2024-11-05,21:30,Série A,Matchweek 32,Tue,Home,L,0,3,São Paulo,1.5,1.1,52,29599,Everton Ribeiro,4-2-3-1,4-2-3-1,Alex Gomes Stefano,Match Report,
2024-11-09,19:00,Série A,Matchweek 33,Sat,Away,L,1,2,Juventude,0.7,2.2,61,6091,Everton Ribeiro,4-3-3,4-2-3-1,Wilton Sampaio,Match Report,
2024-11-20,18:00,Série A,Matchweek 34,Wed,Home,L,1,2,Palmeiras,1.8,0.5,57,36445,Everton Ribeiro,4-3-3,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2024-11-24,16:00,Série A,Matchweek 35,Sun,Home,D,1,1,Ath Paranaense,1.8,0.8,73,26307,Everton Ribeiro,4-3-3,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2024-11-30,18:30,Série A,Matchweek 36,Sat,Away,W,2,1,Cuiabá,1.1,1.6,56,2613,Everton Ribeiro,4-1-4-1,4-3-3,Davi de Oliveira Lacerda,Match Report,
2024-12-03,20:00,Série A,Matchweek 37,Tue,Away,L,0,3,Corinthians,0.4,1.8,48,46263,Everton Ribeiro,3-4-1-2,4-3-1-2,Bruno Arleu,Match Report,
2024-12-08,16:00,Série A,Matchweek 38,Sun,Home,W,2,0,Atl Goianiense,2.8,0.8,47,48476,Everton Ribeiro,4-2-3-1,4-1-4-1,Gustavo Ervino Bauermann,Match Report,
