Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Gregore,br BRA,MF,25.0,31.9,1923,1802,116,101,0,7,10,11,1,0,1,0,1627,5,21,Matches
Ernando,br BRA,DF,31.0,29.6,1196,1130,64,36,0,6,2,28,0,0,0,0,1033,2,12,Matches
Douglas Friedrich,br BRA,GK,31.0,29.1,699,444,252,41,0,2,0,0,0,0,0,0,528,3,1,Matches
Gilberto,br BRA,FW,30.0,25.6,440,368,70,1,0,3,19,4,0,0,0,0,310,2,15,Matches
Nino Paraíba,br BRA,DF,34.0,29.1,1336,1062,272,21,0,9,147,251,0,0,0,0,938,2,54,Matches
Juninho,br BRA,DF,24.0,26.1,1039,977,60,57,1,11,1,0,0,0,0,0,857,2,19,Matches
Juninho Capixaba,br BRA,DF,22.0,22.9,1358,1116,237,45,4,10,95,177,15,5,7,1,1051,5,35,Matches
Ronaldo,br BRA,MF,23.0,21.6,982,948,32,29,1,7,5,1,0,0,0,0,830,2,26,Matches
Rossi,br BRA,"FW,MF",26.0,21.8,648,581,62,12,0,2,113,24,25,4,14,1,389,5,38,Matches
Lucas Fonseca,br BRA,DF,34.0,17.7,690,649,36,33,0,12,1,3,0,0,0,0,574,5,1,Matches
Rodriguinho Marinho,br BRA,"MF,FW",31.0,16.1,526,485,35,9,2,1,34,2,19,10,9,0,382,6,25,Matches
Élber,br BRA,"FW,MF",27.0,15.9,711,650,60,8,1,6,54,19,33,11,17,1,575,1,14,Matches
Danielzinho,br BRA,MF,24.0,16.7,1038,949,83,45,4,4,34,10,24,8,8,0,900,6,8,Matches
Matheus Bahia,br BRA,DF,20.0,11.5,463,370,93,6,1,1,31,87,0,0,0,0,355,0,7,Matches
Elías,br BRA,MF,34.0,8.8,391,359,32,28,0,1,0,3,0,0,0,0,332,0,7,Matches
Fessin,br BRA,"FW,MF",21.0,8.8,212,200,12,1,0,0,13,5,5,4,0,0,164,0,7,Matches
Juan Pablo Ramírez,co COL,MF,22.0,7.4,297,274,23,12,4,2,8,5,6,0,2,0,243,0,5,Matches
Thiago,br BRA,"FW,MF",19.0,5.7,112,111,1,1,0,0,7,0,0,0,0,0,80,0,5,Matches
Edson,br BRA,"MF,DF",21.0,5.6,246,211,34,12,0,2,6,22,0,0,0,0,194,1,5,Matches
Clayson,br BRA,"FW,MF",24.0,8.3,367,303,62,15,0,3,70,7,40,20,18,0,261,2,10,Matches
Ramon,br BRA,MF,22.0,5.4,304,273,30,11,0,3,26,1,18,9,7,0,248,1,0,Matches
Gabriel Novaes,br BRA,"FW,MF",20.0,6.3,109,99,10,0,0,0,1,1,0,0,0,0,83,0,6,Matches
Anderson,br BRA,GK,36.0,5.9,153,83,70,19,0,0,0,0,0,0,0,0,97,0,1,Matches
Anderson Martins,br BRA,DF,32.0,5.0,238,232,6,5,0,1,0,1,0,0,0,0,210,0,0,Matches
Zeca,br BRA,"DF,MF",25.0,5.1,318,267,51,10,1,1,24,31,10,5,4,0,262,0,2,Matches
Alesson,br BRA,"FW,MF",20.0,4.1,110,110,0,0,2,0,6,0,0,0,0,0,78,0,9,Matches
Mateus Claus,br BRA,GK,25.0,3.0,54,28,26,1,0,0,0,0,0,0,0,0,51,0,0,Matches
João Pedro,br BRA,DF,23.0,2.9,123,91,32,3,0,1,3,29,0,0,0,0,98,0,4,Matches
Patrick de Lucca,br BRA,"DF,MF",19.0,2.7,171,166,5,5,1,0,2,0,0,0,0,0,148,0,1,Matches
Eric Ramires,br BRA,MF,19.0,1.9,61,57,3,0,0,0,1,1,2,0,0,0,47,1,2,Matches
Marco Antônio,br BRA,"FW,MF",22.0,4.7,174,135,38,18,0,2,35,1,19,7,10,0,121,1,5,Matches
Jadson,br BRA,"FW,MF",26.0,2.0,105,90,14,5,0,2,1,9,0,0,0,0,91,1,0,Matches
Elton,br BRA,"MF,DF",29.0,1.6,69,63,6,4,0,1,0,0,0,0,0,0,64,0,0,Matches
Flávio,br BRA,MF,23.0,1.0,52,49,3,2,0,0,1,1,0,0,0,0,41,0,0,Matches
Wanderson,br BRA,DF,28.0,1.0,46,43,2,2,0,0,0,0,0,0,0,0,42,1,0,Matches
Saldanha,br BRA,FW,20.0,4.2,79,68,11,1,0,0,1,1,0,0,0,0,55,0,4,Matches
Fernandão,br BRA,FW,32.0,0.3,5,4,1,0,0,0,0,0,0,0,0,0,4,0,1,Matches
Flávio,br BRA,MF,19.0,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Marcelo Ryan,br BRA,FW,17.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
Squad Total,,,27.3,38.0,16850,14852,1944,599,22,100,751,735,217,83,97,3,13366,54,351,
Opponent Total,,,26.3,38.0,19293,17396,1838,578,25,157,810,692,203,76,101,1,15831,59,319,
