Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Marcos Felipe,br BRA,GK,27.0,34,34,2996,33.3,43,1.29,150,106,72.7,13,7,14,9,26.5,3,2,1,0,33.3,Matches
Adriel,br BRA,GK,23.0,4,3,334,3.7,6,1.62,12,6,50.0,1,1,1,0,0.0,0,0,0,0,,Matches
Danilo Fernandes,br BRA,GK,35.0,1,1,90,1.0,0,0.0,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
Squad Total,,,27.7,38,38,3420,38.0,49,1.29,164,114,71.3,15,8,15,10,26.3,3,2,1,0,33.3,
Opponent Total,,,27.6,38,38,3418,38.0,49,1.29,174,125,73.0,15,8,15,7,18.4,2,2,0,0,0.0,
