Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Danilo Fernandes,br BRA,GK,32.0,16,16,1440,16.0,14,0.87,55,41,83.6,5,5,6,8,50.0,5,5,0,0,0.0,Matches
Matheus Teixeira,br BRA,GK,21.0,16,16,1440,16.0,28,1.75,75,47,66.7,5,2,9,3,18.8,3,3,0,0,0.0,Matches
Mateus Claus,br BRA,GK,26.0,6,6,540,6.0,9,1.5,34,25,76.5,1,3,2,2,33.3,1,1,0,0,0.0,Matches
Squad Total,,,27.2,38,38,3420,38.0,51,1.34,164,113,74.4,11,10,17,13,34.2,9,9,0,0,0.0,
Opponent Total,,,27.1,38,38,3420,38.0,42,1.11,148,106,74.3,17,10,11,16,42.1,5,4,0,1,0.0,
