Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Marcos Felipe,br BRA,GK,26.0,37.0,793,1138,69.7,23307,17449,155,158,98.1,338,348,97.1,295,622,47.4,0,0.0,0.0,0.0,0,11,1,0,0,Matches
Thaciano,br BRA,"MF,FW",27.0,32.1,880,1083,81.3,15185,3682,393,465,84.5,366,435,84.1,87,116,75.0,6,2.4,2.4,3.6,32,72,17,5,112,Matches
Kanu,br BRA,DF,25.0,32.3,1412,1577,89.5,26680,8852,515,542,95.0,719,769,93.5,149,213,70.0,0,0.6,0.9,-0.6,10,75,1,0,101,Matches
Rezende,br BRA,"MF,DF",28.0,30.1,1120,1324,84.6,18368,6035,516,584,88.4,510,570,89.5,72,100,72.0,3,1.3,1.4,1.7,15,125,7,1,103,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",27.0,28.3,1028,1383,74.3,15982,5080,534,647,82.5,354,448,79.0,81,173,46.8,7,5.8,5.8,1.2,77,141,54,7,199,Matches
Vitor Hugo,br BRA,DF,31.0,23.7,896,1046,85.7,17694,6537,276,310,89.0,527,573,92.0,90,142,63.4,0,0.5,0.6,-0.5,4,71,5,0,87,Matches
Everaldo Stum,br BRA,FW,31.0,24.2,296,473,62.6,4271,1047,173,250,69.2,96,142,67.6,15,32,46.9,1,2.5,2.4,-1.5,28,33,20,4,56,Matches
Nicolás Acevedo,uy URU,MF,23.0,21.9,1030,1238,83.2,17306,5450,495,545,90.8,423,497,85.1,82,118,69.5,0,1.2,1.8,-1.2,16,105,11,3,112,Matches
Gilberto,br BRA,DF,29.0,20.6,980,1205,81.3,15831,5461,519,576,90.1,370,441,83.9,72,120,60.0,2,1.3,2.1,0.7,15,92,31,11,120,Matches
