Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Douglas Friedrich,br BRA,GK,30.0,37,37,3330,37.0,41,1.11,156,114,76.3,11,13,13,14,37.8,5,4,1,0,20.0,Matches
Anderson,br BRA,GK,35.0,1,1,90,1.0,2,2.0,3,1,33.3,1,0,0,0,0.0,0,0,0,0,,Matches
Squad Total,,,27.0,38,38,3420,38.0,43,1.13,159,115,75.5,12,13,13,14,36.8,5,4,1,0,20.0,
Opponent Total,,,27.2,38,38,3416,38.0,44,1.16,158,114,77.8,13,13,12,9,23.7,10,9,1,0,10.0,
