Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Jean,br BRA,GK,21.0,38.0,2,0,0,3,6,0,0,3,1,0,1,0,Matches
Eduardo,br BRA,DF,30.0,34.3,9,0,0,50,48,2,189,71,63,0,0,0,Matches
Tiago Pagnussat,br BRA,DF,26.0,34.1,8,0,0,41,32,6,6,79,33,0,1,0,Matches
Zé Rafael,br BRA,MF,23.0,31.6,7,1,1,77,121,9,40,21,74,3,0,0,Matches
Renê Júnior,br BRA,MF,27.0,29.3,9,1,1,57,68,3,7,65,94,0,0,0,Matches
Stiven Mendoza,co COL,"FW,MF",24.0,26.8,4,0,0,28,37,1,38,19,24,1,0,0,Matches
Lucas Fonseca,br BRA,DF,31.0,24.4,5,1,1,14,29,0,2,47,17,0,1,0,Matches
Edigar Junio,br BRA,FW,25.0,21.2,2,0,0,50,49,5,29,7,8,1,0,0,Matches
Edson,br BRA,"DF,MF",25.0,18.3,4,1,0,33,20,5,6,49,37,0,0,0,Matches
Agustín Allione,ar ARG,MF,22.0,17.3,6,0,0,31,33,6,86,17,23,1,0,0,Matches
Matheus Reis,br BRA,"DF,MF",21.0,18.0,5,0,0,28,26,1,56,23,21,0,1,0,Matches
Juninho,br BRA,MF,30.0,19.9,2,0,0,46,22,0,115,25,38,0,0,0,Matches
Vinícius,br BRA,"FW,MF",25.0,14.5,4,0,0,17,16,0,45,11,6,0,0,0,Matches
Juninho Capixaba,br BRA,"DF,MF",19.0,16.3,5,0,0,32,27,0,31,40,20,0,0,0,Matches
Régis,br BRA,MF,24.0,13.4,3,0,0,22,19,1,63,4,14,1,0,0,Matches
Rodrigão,br BRA,FW,23.0,11.8,0,0,0,16,11,11,4,6,6,0,1,0,Matches
Matheus Sales,br BRA,MF,21.0,8.9,3,1,0,17,11,1,5,7,18,0,0,0,Matches
Thiago Martins,br BRA,DF,21.0,8.3,0,0,0,4,2,0,2,16,2,0,0,0,Matches
Eder,br BRA,DF,21.0,6.1,5,0,0,13,4,1,4,12,6,0,0,1,Matches
Rodrigo Becão,br BRA,DF,21.0,5.4,1,0,0,6,6,0,0,14,8,0,1,0,Matches
Pablo Armero,co COL,"DF,MF",30.0,3.7,3,1,1,11,2,2,15,6,8,0,0,0,Matches
João Paulo,br BRA,FW,20.0,3.0,1,0,0,6,12,0,1,2,2,0,0,0,Matches
Gustavo,br BRA,FW,22.0,1.7,1,0,0,4,3,2,1,3,3,0,0,0,Matches
Hernane,br BRA,FW,30.0,1.5,0,0,0,3,7,0,0,1,0,1,0,0,Matches
Feijão,br BRA,MF,22.0,1.1,3,0,0,2,0,0,0,2,1,0,0,0,Matches
Diego Rosa,br BRA,MF,27.0,0.9,0,0,0,2,1,1,0,1,2,0,0,0,Matches
Everson,br BRA,DF,19.0,0.9,0,0,0,0,0,0,3,2,1,0,0,0,Matches
Maikon Leite,br BRA,"FW,MF",28.0,0.9,0,0,0,3,3,1,1,0,1,0,0,0,Matches
Régis,br BRA,DF,27.0,0.8,0,0,0,1,3,0,7,2,0,0,0,0,Matches
Gustavo Ferrareis,br BRA,"DF,FW",21.0,3.2,1,0,0,10,6,1,7,0,2,0,0,0,Matches
Júnior Brumado,br BRA,FW,17.0,0.7,0,0,0,4,0,1,1,2,1,0,0,0,Matches
Douglas Santos DG,br BRA,FW,18.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,Matches
Yuri,br BRA,MF,22.0,0.1,0,0,0,2,0,0,0,1,0,0,0,0,Matches
Squad Total,,,25.2,38.0,93,6,4,633,625,60,764,558,534,8,6,1,
Opponent Total,,,26.8,38.0,105,6,2,655,586,55,849,534,566,6,8,1,
