Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Gregore,br BRA,MF,25.0,33,2873.0,87.0,84.0,31.9,33,87.0,29.0,0,,1,1.15,41.0,48.0,-7.0,-0.22,0.44,47.7,48.0,-0.3,-0.01,0.26,Matches
Ernando,br BRA,DF,31.0,30,2667.0,89.0,78.0,29.6,30,89.0,26.0,0,,2,1.1,35.0,43.0,-8.0,-0.27,0.09,44.2,44.4,-0.1,0.0,0.21,Matches
Douglas Friedrich,br BRA,GK,31.0,30,2621.0,87.0,76.6,29.1,30,87.0,27.0,0,,1,1.33,38.0,39.0,-1.0,-0.03,1.09,46.2,39.7,6.5,0.22,1.17,Matches
Gilberto,br BRA,FW,30.0,33,2306.0,70.0,67.4,25.6,30,73.0,7.0,3,35.0,0,1.09,32.0,41.0,-9.0,-0.35,-0.19,34.1,39.1,-5.0,-0.2,-0.45,Matches
Nino Paraíba,br BRA,DF,34.0,33,2615.0,79.0,76.5,29.1,29,87.0,24.0,4,21.0,1,1.18,41.0,47.0,-6.0,-0.21,0.35,44.4,45.1,-0.7,-0.02,0.11,Matches
Juninho,br BRA,DF,24.0,30,2346.0,78.0,68.6,26.1,25,90.0,24.0,5,19.0,5,1.13,28.0,46.0,-18.0,-0.69,-1.28,33.7,41.4,-7.8,-0.3,-0.79,Matches
Juninho Capixaba,br BRA,DF,22.0,29,2063.0,71.0,60.3,22.9,22,89.0,20.0,7,15.0,4,1.28,30.0,36.0,-6.0,-0.26,0.07,33.6,33.9,-0.3,-0.01,0.09,Matches
Ronaldo,br BRA,MF,23.0,26,1944.0,75.0,56.8,21.6,22,84.0,14.0,4,24.0,5,1.38,25.0,32.0,-7.0,-0.32,-0.08,29.9,34.9,-5.0,-0.23,-0.43,Matches
Rossi,br BRA,"FW,MF",26.0,34,1964.0,58.0,57.4,21.8,20,74.0,2.0,14,35.0,1,1.12,27.0,28.0,-1.0,-0.05,0.57,30.0,32.5,-2.5,-0.12,-0.16,Matches
Lucas Fonseca,br BRA,DF,34.0,19,1592.0,84.0,46.5,17.7,19,84.0,16.0,0,,11,1.68,31.0,20.0,11.0,0.62,1.71,28.8,25.6,3.2,0.18,0.43,Matches
Rodriguinho Marinho,br BRA,"MF,FW",31.0,24,1453.0,61.0,42.5,16.1,18,73.0,1.0,6,25.0,2,1.17,16.0,30.0,-14.0,-0.87,-1.0,19.9,25.5,-5.5,-0.34,-0.51,Matches
Élber,br BRA,"FW,MF",27.0,22,1427.0,65.0,41.7,15.9,17,77.0,8.0,5,23.0,0,1.14,18.0,31.0,-13.0,-0.82,-0.91,18.6,24.8,-6.2,-0.39,-0.59,Matches
Danielzinho,br BRA,MF,24.0,29,1499.0,52.0,43.8,16.7,16,70.0,1.0,13,29.0,4,1.17,25.0,31.0,-6.0,-0.36,-0.13,26.7,26.3,0.5,0.03,0.14,Matches
Matheus Bahia,br BRA,DF,20.0,13,1039.0,80.0,30.4,11.5,13,80.0,7.0,0,,14,1.31,13.0,17.0,-4.0,-0.35,-0.08,17.2,16.2,1.0,0.08,0.19,Matches
Elías,br BRA,MF,34.0,11,791.0,72.0,23.1,8.8,9,81.0,6.0,2,33.0,2,1.18,10.0,13.0,-3.0,-0.34,-0.07,14.5,10.8,3.6,0.42,0.61,Matches
Fessin,br BRA,"FW,MF",21.0,19,788.0,41.0,23.0,8.8,9,66.0,1.0,10,19.0,9,1.16,10.0,13.0,-3.0,-0.34,-0.07,14.7,10.7,4.0,0.46,0.66,Matches
Juan Pablo Ramírez,co COL,MF,22.0,9,666.0,74.0,19.5,7.4,9,74.0,1.0,0,,1,0.78,9.0,11.0,-2.0,-0.27,0.02,9.3,11.0,-1.7,-0.23,-0.22,Matches
Thiago,br BRA,"FW,MF",19.0,9,514.0,57.0,15.0,5.7,7,71.0,1.0,2,9.0,0,1.56,5.0,5.0,0.0,0.0,0.34,7.6,5.0,2.6,0.45,0.59,Matches
Edson,br BRA,"MF,DF",21.0,12,501.0,42.0,14.6,5.6,7,58.0,2.0,5,18.0,17,0.83,5.0,9.0,-4.0,-0.72,-0.5,7.7,7.7,0.1,0.02,0.08,Matches
Clayson,br BRA,"FW,MF",24.0,21,743.0,35.0,21.7,8.3,6,63.0,0.0,15,24.0,4,0.86,11.0,10.0,1.0,0.12,0.52,13.7,11.7,2.1,0.25,0.38,Matches
Ramon,br BRA,MF,22.0,13,490.0,38.0,14.3,5.4,6,58.0,0.0,7,20.0,14,1.38,5.0,9.0,-4.0,-0.73,-0.52,6.9,7.4,-0.5,-0.1,-0.06,Matches
Gabriel Novaes,br BRA,"FW,MF",20.0,13,563.0,43.0,16.5,6.3,5,70.0,1.0,8,26.0,1,0.77,11.0,8.0,3.0,0.48,0.92,9.8,9.9,-0.1,-0.01,0.04,Matches
Anderson,br BRA,GK,36.0,8,529.0,66.0,15.5,5.9,5,90.0,5.0,3,26.0,7,0.5,7.0,15.0,-8.0,-1.36,-1.27,5.1,13.4,-8.4,-1.42,-1.62,Matches
Anderson Martins,br BRA,DF,32.0,7,450.0,64.0,13.2,5.0,5,72.0,3.0,2,45.0,9,1.29,4.0,12.0,-8.0,-1.6,-1.51,6.2,7.1,-0.9,-0.18,-0.15,Matches
Zeca,br BRA,"DF,MF",25.0,11,460.0,42.0,13.5,5.1,4,84.0,3.0,7,18.0,9,1.0,5.0,11.0,-6.0,-1.17,-1.02,6.7,11.8,-5.1,-0.99,-1.09,Matches
Alesson,br BRA,"FW,MF",20.0,16,370.0,23.0,10.8,4.1,3,71.0,1.0,13,12.0,11,1.56,6.0,7.0,-1.0,-0.24,0.05,9.6,9.4,0.2,0.06,0.12,Matches
Mateus Claus,br BRA,GK,25.0,3,270.0,90.0,7.9,3.0,3,90.0,3.0,0,,23,0.67,3.0,5.0,-2.0,-0.67,-0.41,4.5,4.6,-0.1,-0.02,0.03,Matches
João Pedro,br BRA,DF,23.0,5,259.0,52.0,7.6,2.9,3,78.0,1.0,2,13.0,3,1.2,2.0,3.0,-1.0,-0.35,-0.06,2.8,4.6,-1.8,-0.63,-0.63,Matches
Patrick de Lucca,br BRA,"DF,MF",19.0,3,247.0,82.0,7.2,2.7,3,82.0,2.0,0,,1,2.33,7.0,1.0,6.0,2.19,2.67,7.1,3.0,4.2,1.52,1.69,Matches
Eric Ramires,br BRA,MF,19.0,3,175.0,58.0,5.1,1.9,3,58.0,0.0,0,,6,1.0,1.0,2.0,-1.0,-0.51,-0.24,1.9,2.0,-0.1,-0.06,-0.02,Matches
Marco Antônio,br BRA,"FW,MF",22.0,18,421.0,23.0,12.3,4.7,2,52.0,0.0,16,20.0,16,1.0,9.0,2.0,7.0,1.5,2.04,11.2,6.1,5.1,1.09,1.3,Matches
Jadson,br BRA,"FW,MF",26.0,5,179.0,36.0,5.2,2.0,2,66.0,0.0,3,16.0,7,0.6,3.0,5.0,-2.0,-1.01,-0.76,2.4,3.6,-1.2,-0.59,-0.57,Matches
