Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Gregore,br BRA,MF,25.0,31.9,0,25,5,20.0,0.78,0.16,0.0,0.0,20.8,0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches
Ernando,br BRA,DF,31.0,29.6,1,14,7,50.0,0.47,0.24,0.07,0.14,10.5,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
Douglas Friedrich,br BRA,GK,31.0,29.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gilberto,br BRA,FW,30.0,25.6,9,87,34,39.1,3.4,1.33,0.09,0.24,17.7,7,1,2,12.3,10.7,0.12,-3.3,-2.7,Matches
Nino Paraíba,br BRA,DF,34.0,29.1,1,25,6,24.0,0.86,0.21,0.04,0.17,22.6,0,0,0,1.0,1.0,0.04,0.0,0.0,Matches
Juninho,br BRA,DF,24.0,26.1,2,15,5,33.3,0.58,0.19,0.13,0.4,13.1,0,0,0,1.9,1.9,0.13,0.1,0.1,Matches
Juninho Capixaba,br BRA,DF,22.0,22.9,0,17,4,23.5,0.74,0.17,0.0,0.0,25.0,5,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Ronaldo,br BRA,MF,23.0,21.6,0,13,3,23.1,0.6,0.14,0.0,0.0,22.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Rossi,br BRA,"FW,MF",26.0,21.8,5,34,14,41.2,1.56,0.64,0.12,0.29,16.8,1,1,1,4.7,3.9,0.12,0.3,0.1,Matches
Lucas Fonseca,br BRA,DF,34.0,17.7,0,4,1,25.0,0.23,0.06,0.0,0.0,11.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Rodriguinho Marinho,br BRA,"MF,FW",31.0,16.1,7,38,17,44.7,2.35,1.05,0.13,0.29,21.1,2,2,3,5.8,3.3,0.09,1.2,1.7,Matches
Élber,br BRA,"FW,MF",27.0,15.9,3,36,16,44.4,2.27,1.01,0.08,0.19,18.7,1,0,0,3.3,3.3,0.09,-0.3,-0.3,Matches
Danielzinho,br BRA,MF,24.0,16.7,3,27,8,29.6,1.62,0.48,0.11,0.38,21.3,1,0,0,2.6,2.6,0.1,0.4,0.4,Matches
Matheus Bahia,br BRA,DF,20.0,11.5,0,8,2,25.0,0.69,0.17,0.0,0.0,22.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
Elías,br BRA,MF,34.0,8.8,0,9,0,0.0,1.02,0.0,0.0,,21.7,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches
Fessin,br BRA,"FW,MF",21.0,8.8,1,17,8,47.1,1.94,0.91,0.06,0.13,15.3,0,0,0,1.7,1.7,0.1,-0.7,-0.7,Matches
Juan Pablo Ramírez,co COL,MF,22.0,7.4,3,14,5,35.7,1.89,0.68,0.21,0.6,19.7,1,0,0,1.4,1.4,0.1,1.6,1.6,Matches
Thiago,br BRA,"FW,MF",19.0,5.7,1,12,4,33.3,2.1,0.7,0.08,0.25,15.6,0,0,0,2.9,2.9,0.24,-1.9,-1.9,Matches
Edson,br BRA,"MF,DF",21.0,5.6,0,4,0,0.0,0.72,0.0,0.0,,29.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Clayson,br BRA,"FW,MF",24.0,8.3,3,22,6,27.3,2.66,0.73,0.09,0.33,26.2,4,1,2,2.8,1.2,0.05,0.2,0.8,Matches
Ramon,br BRA,MF,22.0,5.4,0,1,1,100.0,0.18,0.18,0.0,0.0,30.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Gabriel Novaes,br BRA,"FW,MF",20.0,6.3,2,14,8,57.1,2.24,1.28,0.14,0.25,14.4,0,0,0,2.5,2.5,0.18,-0.5,-0.5,Matches
Anderson,br BRA,GK,36.0,5.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Anderson Martins,br BRA,DF,32.0,5.0,1,5,1,20.0,1.0,0.2,0.2,1.0,23.1,0,0,0,0.2,0.2,0.04,0.8,0.8,Matches
Zeca,br BRA,"DF,MF",25.0,5.1,1,8,2,25.0,1.57,0.39,0.13,0.5,28.2,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
Alesson,br BRA,"FW,MF",20.0,4.1,2,12,5,41.7,2.92,1.22,0.17,0.4,12.2,0,0,0,2.3,2.3,0.19,-0.3,-0.3,Matches
Mateus Claus,br BRA,GK,25.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
João Pedro,br BRA,DF,23.0,2.9,0,3,1,33.3,1.04,0.35,0.0,0.0,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Patrick de Lucca,br BRA,"DF,MF",19.0,2.7,0,1,0,0.0,0.36,0.0,0.0,,15.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Eric Ramires,br BRA,MF,19.0,1.9,0,3,1,33.3,1.54,0.51,0.0,0.0,16.1,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
Marco Antônio,br BRA,"FW,MF",22.0,4.7,1,10,2,20.0,2.14,0.43,0.1,0.5,20.1,2,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
Jadson,br BRA,"FW,MF",26.0,2.0,0,3,0,0.0,1.51,0.0,0.0,,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
