Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Marcos Felipe,br BRA,GK,26.0,37.0,1249,1106,1248,1,0,0,1249,0,0,,0,,640,3288,2164,0,1,0,1,0,498,0,Matches
Thaciano,br BRA,"MF,FW",27.0,32.1,1412,40,237,782,410,96,1410,51,27,52.9,22,43.1,779,3587,1494,31,30,9,44,18,924,125,Matches
Kanu,br BRA,DF,25.0,32.3,1846,203,857,934,73,31,1846,19,16,84.2,2,10.5,1115,6197,3881,28,17,0,9,8,1198,7,Matches
Rezende,br BRA,"MF,DF",28.0,30.1,1723,100,564,992,190,29,1723,31,15,48.4,14,45.2,853,4378,2087,28,20,0,28,14,980,36,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",27.0,28.3,1673,10,75,784,849,77,1673,126,73,57.9,46,36.5,1026,6245,3321,114,99,25,65,55,1224,183,Matches
Vitor Hugo,br BRA,DF,31.0,23.7,1245,138,618,592,36,27,1245,0,0,,0,,721,4440,2567,22,6,0,6,1,803,3,Matches
Everaldo Stum,br BRA,FW,31.0,24.2,703,17,36,347,330,100,701,35,14,40.0,18,51.4,358,1936,875,36,27,19,59,20,514,138,Matches
Nicolás Acevedo,uy URU,MF,23.0,21.9,1482,38,351,945,202,16,1482,32,14,43.8,13,40.6,896,4239,2242,30,26,5,25,18,998,38,Matches
Gilberto,br BRA,DF,29.0,20.6,1428,46,329,709,410,24,1428,53,24,45.3,24,45.3,775,3969,2160,56,52,1,39,32,856,90,Matches
Ademir Santos,br BRA,"FW,MF",27.0,19.3,855,4,81,357,443,56,855,92,40,43.5,38,41.3,558,4472,2518,83,53,17,43,27,615,182,Matches
Yago,br BRA,MF,27.0,15.1,812,22,181,478,162,9,812,8,5,62.5,2,25.0,443,1771,785,11,15,2,13,13,525,32,Matches
Biel,br BRA,"FW,MF",21.0,15.1,627,6,65,208,366,75,627,69,24,34.8,38,55.1,439,2811,1484,51,48,13,56,13,462,117,Matches
Camilo Cándido,uy URU,DF,27.0,13.8,869,32,208,401,272,17,869,27,11,40.7,14,51.9,462,1808,881,17,18,3,17,6,512,91,Matches
Gabriel,br BRA,DF,21.0,10.9,662,81,351,294,18,10,662,3,1,33.3,1,33.3,331,1795,1032,8,5,0,1,0,383,1,Matches
David Duarte,br BRA,DF,28.0,9.6,552,105,301,237,14,12,552,2,2,100.0,0,0.0,330,2491,1414,5,1,0,1,1,355,0,Matches
Cicinho,bg BUL,DF,34.0,8.4,505,33,138,249,122,8,505,30,14,46.7,10,33.3,243,1328,587,17,9,3,19,11,270,36,Matches
Rafael Ratão,br BRA,"FW,MF",27.0,8.7,438,3,52,189,204,23,438,30,12,40.0,17,56.7,240,1371,579,14,12,1,23,15,314,61,Matches
Vinicius Mingotti,br BRA,FW,23.0,7.3,131,4,11,64,59,22,131,2,1,50.0,1,50.0,66,302,144,2,3,1,10,5,86,26,Matches
Vítor Jacaré,br BRA,"DF,MF",23.0,9.8,599,17,120,253,237,22,599,34,22,64.7,10,29.4,307,1903,1032,28,11,6,16,7,338,66,Matches
Jhoanner Chávez,ec ECU,"DF,MF",20.0,6.5,406,13,104,188,117,13,406,13,7,53.8,5,38.5,205,834,461,12,8,2,18,4,243,49,Matches
Luciano Juba,br BRA,"DF,MF",23.0,7.2,435,15,85,168,185,14,435,7,2,28.6,5,71.4,210,948,545,13,12,1,8,2,237,39,Matches
Matheus Bahia,br BRA,"DF,MF",23.0,5.8,353,11,100,153,103,8,353,10,4,40.0,5,50.0,177,907,538,14,6,2,16,1,184,21,Matches
Kayky Chagas,br BRA,"FW,MF",19.0,4.6,212,6,34,87,95,15,212,22,12,54.5,10,45.5,127,792,424,16,13,6,14,7,141,33,Matches
Ryan Carlos,br BRA,DF,20.0,6.4,466,18,137,191,139,5,466,11,7,63.6,4,36.4,255,1451,795,22,16,2,6,6,297,44,Matches
Raul Bicalho,br BRA,DF,23.0,3.6,233,22,106,116,12,5,233,0,0,,0,,155,1050,685,7,6,0,4,0,168,2,Matches
Arthur Sales,br BRA,"FW,MF",20.0,3.2,159,2,7,67,86,21,159,5,0,0.0,4,80.0,85,394,166,4,5,2,10,10,117,27,Matches
Lucas Mugni,ar ARG,"MF,FW",31.0,4.0,256,4,33,141,85,7,256,10,5,50.0,5,50.0,158,677,270,7,6,1,13,4,169,18,Matches
Léo Cittadini,br BRA,MF,28.0,1.5,112,1,9,72,33,2,112,4,4,100.0,0,0.0,65,413,187,3,2,0,3,1,75,8,Matches
André,br BRA,DF,19.0,1.4,93,4,22,43,30,1,93,5,4,80.0,1,20.0,52,252,129,2,3,0,3,1,53,12,Matches
Danilo Fernandes,br BRA,GK,34.0,0.4,18,17,18,0,0,0,18,0,0,,0,,10,41,23,0,0,0,0,0,4,0,Matches
Diego Rosa,br BRA,"MF,DF",20.0,2.7,186,1,40,120,29,2,186,8,2,25.0,4,50.0,99,495,220,3,1,0,3,4,103,5,Matches
Danielzinho,br BRA,"FW,MF",27.0,0.9,92,0,3,50,39,1,92,3,0,0.0,3,100.0,64,380,185,4,6,0,1,1,76,4,Matches
Mateus Claus,br BRA,GK,28.0,0.6,13,13,13,0,0,0,13,0,0,,0,,1,1,1,0,0,0,0,0,5,0,Matches
Marcos Victor,br BRA,DF,21.0,0.1,12,0,3,4,5,0,12,0,0,,0,,8,50,21,0,2,0,1,0,7,0,Matches
Patrick Verhon,br BRA,FW,18.0,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.9,38.0,21858,2132,6538,10216,5355,748,21854,742,362,48.8,316,42.6,12253,67016,35897,688,539,121,575,305,13734,1494,
Opponent Total,,,27.4,38.0,21997,2178,6390,10913,4914,675,21991,827,411,49.7,334,40.4,12119,66956,35388,676,497,141,496,358,13948,1421,
