Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Gregore,br BRA,MF,24.0,34.5,0,23,7,30.4,0.67,0.2,0.0,0.0,,0,0,Matches
Lucas Fonseca,br BRA,DF,32.0,32.5,1,13,4,30.8,0.4,0.12,0.08,0.25,,0,0,Matches
Zé Rafael,br BRA,MF,24.0,31.3,4,91,29,31.9,2.91,0.93,0.04,0.14,,0,0,Matches
Léo Pelé,br BRA,DF,21.0,31.8,0,22,5,22.7,0.69,0.16,0.0,0.0,,0,0,Matches
Elton,br BRA,MF,27.0,25.9,0,29,6,20.7,1.12,0.23,0.0,0.0,,0,0,Matches
Douglas Friedrich,br BRA,GK,29.0,24.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Élber,br BRA,"FW,MF",25.0,22.1,4,29,18,62.1,1.31,0.81,0.14,0.22,,0,0,Matches
Tiago Pagnussat,br BRA,DF,27.0,19.5,2,19,7,36.8,0.97,0.36,0.11,0.29,,0,0,Matches
Vinícius,br BRA,"FW,MF",26.0,19.5,4,59,14,23.7,3.03,0.72,0.07,0.29,,0,1,Matches
Edigar Junio,br BRA,FW,26.0,19.2,6,40,14,35.0,2.08,0.73,0.13,0.36,,1,1,Matches
Nino Paraíba,br BRA,DF,32.0,19.0,0,13,2,15.4,0.68,0.11,0.0,0.0,,0,0,Matches
Gilberto,br BRA,FW,28.0,17.0,8,52,17,32.7,3.06,1.0,0.15,0.47,,0,0,Matches
Bruno Vieira,br BRA,DF,32.0,14.0,0,2,1,50.0,0.14,0.07,0.0,0.0,,0,0,Matches
Eric Ramires,br BRA,MF,17.0,13.9,1,21,7,33.3,1.51,0.5,0.05,0.14,,0,0,Matches
Anderson,br BRA,GK,34.0,12.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Douglas Grolli,br BRA,DF,28.0,11.0,1,6,4,66.7,0.54,0.36,0.17,0.25,,0,0,Matches
Nílton,br BRA,MF,30.0,8.4,1,12,3,25.0,1.42,0.36,0.08,0.33,,0,0,Matches
Flávio,br BRA,MF,21.0,9.6,0,5,2,40.0,0.52,0.21,0.0,0.0,,0,0,Matches
Everson,br BRA,DF,20.0,7.0,0,3,0,0.0,0.43,0.0,0.0,,,0,0,Matches
Paulinho,br BRA,"DF,MF",23.0,5.3,0,6,3,50.0,1.12,0.56,0.0,0.0,,0,0,Matches
Marco Antônio,br BRA,MF,20.0,4.8,0,7,1,14.3,1.45,0.21,0.0,0.0,,0,0,Matches
Jackson de Souza,br BRA,DF,27.0,4.7,0,4,0,0.0,0.86,0.0,0.0,,,0,0,Matches
Régis,br BRA,MF,25.0,6.5,3,17,5,29.4,2.63,0.77,0.12,0.4,,1,1,Matches
Júnior Brumado,br BRA,FW,18.0,4.9,1,16,3,18.8,3.25,0.61,0.06,0.33,,0,0,Matches
João Pedro,br BRA,DF,21.0,3.0,0,5,2,40.0,1.67,0.67,0.0,0.0,,0,0,Matches
Eugenio Mena,cl CHI,"DF,MF",29.0,2.7,1,3,1,33.3,1.11,0.37,0.33,1.0,,0,0,Matches
Edson,br BRA,"DF,MF",26.0,2.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Kayke Rodrigues,br BRA,FW,29.0,1.8,0,8,3,37.5,4.39,1.65,0.0,0.0,,0,0,Matches
Clayton,br BRA,"FW,MF",22.0,2.4,1,7,4,57.1,2.9,1.66,0.0,0.0,,1,1,Matches
Agustín Allione,ar ARG,MF,23.0,2.2,1,5,3,60.0,2.3,1.38,0.2,0.33,,0,0,Matches
Rodrigo Becão,br BRA,DF,22.0,0.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Fernando Castro,br BRA,GK,20.0,1.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Fernandinho,br BRA,"FW,MF",20.0,0.5,0,1,0,0.0,2.14,0.0,0.0,,,0,0,Matches
Italo,br BRA,MF,20.0,0.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Luiz Henrique,br BRA,MF,20.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Geovane Itinga,br BRA,FW,19.0,0.0,0,1,0,0.0,30.0,0.0,0.0,,,0,0,Matches
Squad Total,,,26.7,38.0,39,519,165,31.8,13.66,4.34,0.07,0.22,,3,4,
Opponent Total,,,26.9,38.0,40,418,137,32.8,11.0,3.61,0.09,0.28,,2,3,
