Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Danilo Fernandes,br BRA,GK,32.0,16.0,14,5,0,1,0,15.5,0.19,1.5,0.1,48,147,32.7,292,66,31.8,32.6,121,44.6,34.5,280,10,3.6,7,0.44,9.9,Matches
Matheus Teixeira,br BRA,GK,21.0,16.0,28,3,2,2,0,23.6,0.31,-4.4,-0.28,30,101,29.7,335,93,21.8,28.1,109,25.7,25.4,228,7,3.1,15,0.94,14.0,Matches
Mateus Claus,br BRA,GK,26.0,6.0,9,1,0,3,0,8.0,0.21,-1.0,-0.16,17,53,32.1,89,19,34.8,33.4,53,41.5,31.9,121,6,5.0,0,0.0,8.4,Matches
Squad Total,,,27.2,38.0,51,9,2,6,0,47.1,0.25,-3.9,-0.1,95,301,31.6,706,178,26.6,,293,38.6,31.4,629,23,3.7,22,0.58,,
Opponent Total,,,27.1,38.0,42,4,0,6,0,42.9,0.26,0.9,0.02,159,466,34.1,769,147,39.7,35.6,282,57.1,41.8,646,20,3.1,31,0.82,13.7,
