Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2016-05-14,21:00,Série A,Matchweek 1,Sat,Home,W,1,0,Cruzeiro,51.0,6028.0,,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2016-05-22,11:00,Série A,Matchweek 2,Sun,Away,L,1,2,Santos,42.0,7472.0,,4-4-2,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2016-05-25,21:45,Série A,Matchweek 3,Wed,Home,D,1,1,São Paulo,51.0,9979.0,,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,
2016-05-29,18:30,Série A,Matchweek 4,Sun,Away,L,0,2,Grêmio,45.0,10825.0,,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,
2016-06-01,21:00,Série A,Matchweek 5,Wed,Home,L,3,4,Chapecoense,51.0,2852.0,,4-2-3-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,
2016-06-04,20:30,Série A,Matchweek 6,Sat,Away,L,1,2,Corinthians,25.0,26958.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2016-06-12,11:00,Série A,Matchweek 7,Sun,Home,W,3,2,Sport Recife,54.0,8221.0,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2016-06-15,21:45,Série A,Matchweek 8,Wed,Home,D,2,2,Palmeiras,40.0,12794.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2016-06-18,21:00,Série A,Matchweek 9,Sat,Away,L,1,2,América (MG),51.0,796.0,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2016-06-23,21:30,Série A,Matchweek 10,Thu,Home,D,1,1,Internacional,55.0,8798.0,,4-1-4-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2016-06-26,18:30,Série A,Matchweek 11,Sun,Away,D,0,0,Figueirense,50.0,5834.0,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2016-06-29,21:00,Série A,Matchweek 12,Wed,Home,W,1,0,Ath Paranaense,52.0,12861.0,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2016-07-02,16:00,Série A,Matchweek 13,Sat,Away,D,0,0,Fluminense,44.0,1826.0,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2016-07-09,16:30,Série A,Matchweek 14,Sat,Home,D,0,0,Botafogo (RJ),51.0,10922.0,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
2016-07-18,20:00,Série A,Matchweek 15,Mon,Away,L,1,2,Atlético Mineiro,50.0,20891.0,,4-1-4-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2016-07-23,18:30,Série A,Matchweek 16,Sat,Away,W,1,0,Santa Cruz,43.0,10021.0,,4-1-4-1,4-2-3-1,Wilton Sampaio,Match Report,
2016-07-31,16:00,Série A,Matchweek 17,Sun,Home,L,0,2,Flamengo,50.0,16177.0,,4-1-4-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2016-08-03,19:30,Série A,Matchweek 18,Wed,Away,L,1,3,Vitória,46.0,7182.0,,4-1-4-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2016-08-07,16:00,Série A,Matchweek 19,Sun,Home,W,3,1,Ponte Preta,51.0,7238.0,,4-4-2,4-1-4-1,Anderson Daronco,Match Report,
2016-08-14,16:00,Série A,Matchweek 20,Sun,Away,D,2,2,Cruzeiro,33.0,13814.0,,4-4-2,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2016-08-21,18:00,Série A,Matchweek 21,Sun,Home,W,2,1,Santos,51.0,7972.0,,4-1-4-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,
2016-08-25,21:45,Sudamericana,Second stage,Thu,Away,L,1,2,br Vitória,,3549.0,,,,José Argote,Match Report,Leg 1 of 2
2016-08-28,16:00,Série A,Matchweek 22,Sun,Away,D,0,0,São Paulo,34.0,7836.0,,4-1-4-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
2016-08-31,17:00,Sudamericana,Second stage,Wed,Home,W,1,0,br Vitória,,5228.0,,,,Klever Rojas,Match Report,Leg 2 of 2; Coritiba won
2016-09-07,21:45,Série A,Matchweek 23,Wed,Home,W,4,0,Grêmio,40.0,8507.0,,4-4-2,4-3-3,Wagner do Nascimento Magalhaes,Match Report,
2016-09-11,11:00,Série A,Matchweek 24,Sun,Away,L,0,1,Chapecoense,53.0,6101.0,,4-2-3-1,4-4-2,Diego Almeida Real,Match Report,
2016-09-14,21:45,Série A,Matchweek 25,Wed,Home,D,1,1,Corinthians,41.0,11893.0,,4-1-4-1,4-1-4-1,Grazianni Maciel Rocha,Match Report,
2016-09-18,16:00,Série A,Matchweek 26,Sun,Away,W,1,0,Sport Recife,34.0,6455.0,,4-1-4-1,4-2-3-1,Marielson Alves Silva,Match Report,
2016-09-21,21:45,Sudamericana,Round of 16,Wed,Home,L,1,2,ar Belgrano,,,,,,Christian Ferreyra,Match Report,Leg 1 of 2
2016-09-24,16:00,Série A,Matchweek 27,Sat,Away,L,1,2,Palmeiras,42.0,30962.0,,4-4-1-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2016-09-28,21:45,Sudamericana,Round of 16,Wed,Away,W,2 (4),1 (3),ar Belgrano,,,,,,Julio Bascuñán,Match Report,Leg 2 of 2; Coritiba won; Coritiba won on penalty kicks following extra time
2016-10-03,21:00,Série A,Matchweek 28,Mon,Home,W,3,0,América (MG),54.0,9174.0,,4-2-3-1,4-1-4-1,Raphael Claus,Match Report,
2016-10-06,19:30,Série A,Matchweek 29,Thu,Away,L,0,1,Internacional,46.0,31431.0,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2016-10-12,19:30,Série A,Matchweek 30,Wed,Home,D,0,0,Figueirense,67.0,12087.0,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
2016-10-16,17:00,Série A,Matchweek 31,Sun,Away,L,0,2,Ath Paranaense,57.0,6684.0,,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2016-10-19,21:45,Sudamericana,Quarter-finals,Wed,Home,D,1,1,co Nacional,,,,,,Roberto Tobar,Match Report,Leg 1 of 2
2016-10-23,18:30,Série A,Matchweek 32,Sun,Home,D,1,1,Fluminense,52.0,9819.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2016-10-26,18:45,Sudamericana,Quarter-finals,Wed,Away,L,1,3,co Nacional,,,,,,Víctor Carrillo,Match Report,Leg 2 of 2; Nacional won
2016-10-29,18:30,Série A,Matchweek 33,Sat,Away,D,0,0,Botafogo (RJ),35.0,15170.0,,4-1-4-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
2016-11-06,19:30,Série A,Matchweek 34,Sun,Home,W,2,0,Atlético Mineiro,33.0,11847.0,,4-1-4-1,4-2-3-1,Anderson Daronco,Match Report,
2016-11-16,21:00,Série A,Matchweek 35,Wed,Home,W,1,0,Santa Cruz,53.0,8055.0,,4-3-3,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2016-11-20,19:30,Série A,Matchweek 36,Sun,Away,D,2,2,Flamengo,44.0,40802.0,,4-4-2,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2016-11-28,20:00,Série A,Matchweek 37,Mon,Home,L,0,1,Vitória,64.0,12755.0,,4-4-2,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2016-12-11,17:00,Série A,Matchweek 38,Sun,Away,L,0,2,Ponte Preta,48.0,3095.0,,4-4-2,4-1-4-1,Francisco de Paula Dos Santos Silva Neto,Match Report,
