Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Luciano Castán,br BRA,DF,32.0,35.0,2,11,2,18.2,0.31,0.06,0.18,1.0,10.3,0,0,0,0.9,0.9,0.09,1.1,1.1,Matches
Alef Manga,br BRA,"FW,MF",27.0,27.0,9,81,30,37.0,3.0,1.11,0.09,0.23,18.8,0,2,2,8.0,6.5,0.08,1.0,0.5,Matches
Alex Muralha,br BRA,GK,32.0,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Willian Farias,br BRA,MF,32.0,17.7,0,13,0,0.0,0.73,0.0,0.0,,29.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Fabrício,br BRA,"FW,MF",24.0,16.7,3,42,10,23.8,2.52,0.6,0.07,0.3,19.8,0,0,0,2.7,2.7,0.06,0.3,0.3,Matches
Henrique,br BRA,DF,35.0,17.9,0,11,5,45.5,0.61,0.28,0.0,0.0,12.2,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
Léo Gamalho,br BRA,FW,36.0,18.4,8,35,15,42.9,1.9,0.81,0.17,0.4,12.7,1,2,2,7.1,6.0,0.17,0.9,0.0,Matches
Igor Paixão,br BRA,"FW,MF",21.0,17.2,4,47,12,25.5,2.73,0.7,0.09,0.33,19.8,2,0,0,5.0,5.0,0.11,-1.0,-1.0,Matches
Bruno Gomes,br BRA,MF,20.0,16.6,1,22,4,18.2,1.32,0.24,0.05,0.25,25.6,1,0,0,0.9,0.9,0.04,0.1,0.1,Matches
Matheus Alexandre,br BRA,DF,22.0,15.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
