Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Wilson,br BRA,GK,36.0,34.0,1178,998,1170,7,1,1,1177,0,0,,0,,620,3279,2205,0,0,0,1,0,496,1,Matches
José Sabino,br BRA,DF,23.0,30.3,1857,361,1075,746,52,19,1853,15,12,80.0,3,20.0,1078,5624,3779,30,15,1,9,1,1169,7,Matches
Robson,br BRA,"FW,MF",28.0,27.4,956,23,125,384,462,96,955,58,19,32.8,39,67.2,566,2776,1072,33,33,12,62,33,695,200,Matches
William Matheus,br BRA,DF,29.0,24.0,1349,91,426,624,313,34,1349,42,29,69.0,13,31.0,717,4176,2338,60,31,6,29,23,799,124,Matches
Hugo Moura,br BRA,MF,22.0,24.0,1316,55,387,821,127,12,1316,21,13,61.9,8,38.1,824,4722,2442,31,27,6,14,11,933,15,Matches
Matheus Sales,br BRA,"MF,DF",24.0,18.9,893,50,259,543,99,4,893,27,24,88.9,3,11.1,517,2887,1220,15,13,0,22,9,593,19,Matches
Matheus Galdezani,br BRA,MF,27.0,17.0,1028,32,233,569,241,15,1028,24,10,41.7,14,58.3,592,2318,985,16,15,1,31,14,676,51,Matches
Nathan Silva,br BRA,"MF,DF",22.0,16.4,1013,101,438,527,54,6,1013,5,4,80.0,1,20.0,551,2255,1210,7,6,0,4,5,696,4,Matches
Jonathan,br BRA,DF,27.0,17.4,933,57,335,391,220,6,933,39,24,61.5,15,38.5,483,2828,1510,27,27,0,14,8,495,59,Matches
Neílton,br BRA,"FW,MF",25.0,16.2,797,13,135,392,284,24,797,47,27,57.4,20,42.6,553,3793,1729,49,45,10,50,22,574,73,Matches
Matheus Bueno,br BRA,"MF,FW",21.0,14.6,863,33,216,545,111,3,863,12,10,83.3,2,16.7,531,2346,1076,14,26,1,8,11,617,12,Matches
Rhodolfo,br BRA,DF,33.0,14.9,857,145,512,315,35,16,857,6,4,66.7,2,33.3,515,2709,1678,9,4,0,3,0,558,5,Matches
Giovanni Augusto,br BRA,"MF,FW",30.0,14.2,810,7,59,391,370,32,810,43,29,67.4,14,32.6,493,3365,1844,61,33,9,31,24,595,99,Matches
Natanael,br BRA,DF,18.0,11.6,637,34,231,265,147,9,637,17,7,41.2,10,58.8,331,1855,824,24,16,2,20,11,343,50,Matches
Rodolfo Filemon,br BRA,DF,25.0,11.2,738,114,406,315,20,11,738,4,4,100.0,0,0.0,446,1853,1077,5,2,0,4,2,522,3,Matches
Ricardo Oliveira,br BRA,FW,39.0,10.7,229,14,22,98,113,26,229,7,2,28.6,5,71.4,105,517,188,7,2,4,21,12,170,37,Matches
Guilherme Biro,br BRA,DF,19.0,7.2,386,27,125,182,81,8,386,4,4,100.0,0,0.0,193,1013,612,10,15,0,2,2,232,23,Matches
Sassá,br BRA,FW,26.0,7.9,209,1,15,101,95,23,209,24,13,54.2,11,45.8,134,789,246,8,6,4,20,11,159,46,Matches
Rafinha,br BRA,"FW,MF",36.0,7.5,363,4,48,183,145,15,363,20,14,70.0,6,30.0,244,1368,823,28,14,9,23,12,252,43,Matches
Mattheus Oliveira,br BRA,"MF,DF",25.0,7.4,466,13,88,253,131,11,466,11,5,45.5,6,54.5,264,1191,647,15,14,2,22,3,305,23,Matches
Mailton dos Santos,br BRA,"DF,MF",21.0,6.7,466,18,120,218,140,3,466,17,9,52.9,8,47.1,262,1612,902,24,24,1,13,6,268,41,Matches
Nathan Otávio Ribeiro,br BRA,DF,29.0,6.5,335,59,197,134,5,3,335,0,0,,0,,220,854,489,1,1,0,3,1,239,0,Matches
Yan Sasse,br BRA,"MF,FW",22.0,6.7,305,13,51,138,123,17,305,34,25,73.5,9,26.5,189,1229,531,18,16,3,21,14,190,46,Matches
Martín Sarrafiore,ar ARG,"MF,FW",22.0,6.1,311,15,61,144,112,9,311,19,14,73.7,5,26.3,164,727,347,6,10,2,20,4,194,27,Matches
Luiz Henrique,br BRA,"MF,FW",20.0,5.8,316,13,72,133,114,7,316,9,5,55.6,4,44.4,167,706,312,9,7,0,10,8,198,35,Matches
Igor Jesus,br BRA,FW,18.0,5.6,223,8,33,109,87,16,223,22,14,63.6,8,36.4,123,798,410,11,7,4,19,9,151,36,Matches
Henrique Vermudt,br BRA,DF,20.0,5.5,331,59,215,113,5,2,331,1,1,100.0,0,0.0,173,854,550,5,0,0,1,1,217,0,Matches
Gabriel,br BRA,"FW,MF",30.0,5.1,207,4,36,107,66,6,207,4,4,100.0,0,0.0,108,540,161,1,4,0,5,5,145,16,Matches
Arthur,br BRA,GK,23.0,4.0,139,128,139,0,0,0,139,0,0,,0,,58,235,178,0,0,0,0,0,49,0,Matches
Patrick,br BRA,DF,29.0,3.5,234,16,93,97,47,0,234,3,1,33.3,2,66.7,116,544,240,4,2,0,6,3,117,6,Matches
Ezequiel Cerutti,ar ARG,"FW,DF",28.0,3.4,136,5,33,50,59,2,136,3,3,100.0,0,0.0,93,544,265,8,5,0,2,1,98,28,Matches
Osman Júnior,br BRA,"FW,DF",27.0,3.2,155,7,24,65,67,9,155,4,2,50.0,2,50.0,81,453,240,9,3,2,5,3,93,21,Matches
Rodrigo Muniz,br BRA,FW,18.0,2.7,63,1,5,32,26,8,63,3,2,66.7,1,33.3,25,114,50,1,0,1,8,0,31,10,Matches
Nathan Fogaça,br BRA,"FW,MF",20.0,3.9,142,4,24,55,69,12,142,12,7,58.3,5,41.7,93,599,230,7,5,5,11,9,104,35,Matches
Pablo Thomaz,br BRA,FW,20.0,3.2,102,6,16,33,53,16,102,2,1,50.0,1,50.0,52,147,35,1,1,0,16,3,74,26,Matches
Ramón Martínez,py PAR,MF,24.0,2.4,143,6,44,83,17,1,143,1,1,100.0,0,0.0,70,312,176,4,1,0,1,1,85,4,Matches
Ruy,br BRA,MF,31.0,1.5,82,0,13,55,14,0,82,4,0,0.0,4,100.0,43,182,65,0,3,0,3,1,65,4,Matches
Renê Júnior,br BRA,MF,30.0,1.2,49,1,13,31,5,0,49,0,0,,0,,22,78,27,0,1,0,0,0,31,0,Matches
Márcio Silva,br BRA,DF,18.0,1.0,45,7,28,15,2,1,45,0,0,,0,,25,109,59,1,2,1,0,0,26,0,Matches
Angelo,br BRA,DF,18.0,0.9,51,0,14,19,18,1,51,1,0,0.0,1,100.0,22,136,89,3,2,1,0,0,34,10,Matches
Biel Fonseca,br BRA,MF,17.0,0.8,33,0,4,17,12,1,33,0,0,,0,,16,60,26,0,3,0,0,0,25,2,Matches
Brayan Lucumi,co COL,FW,25.0,0.9,55,1,8,26,23,2,55,6,4,66.7,2,33.3,38,182,87,0,0,0,2,2,33,9,Matches
Thiago Lopes,br BRA,FW,23.0,0.8,44,1,5,27,13,0,44,2,1,50.0,1,50.0,32,230,86,2,5,0,0,2,33,6,Matches
Wellissol,br BRA,"FW,MF",21.0,0.8,36,1,9,19,9,0,36,5,2,40.0,3,60.0,28,177,69,1,3,0,4,2,28,7,Matches
