Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Wilson,br BRA,GK,32.0,37.0,1,0,0,1,3,0,0,1,1,0,0,0,Matches
Juninho,br BRA,DF,20.0,36.0,4,0,0,51,25,0,24,92,55,0,0,1,Matches
João Paulo,br BRA,MF,30.0,27.7,10,1,1,45,17,0,27,55,39,0,0,0,Matches
Juan,br BRA,"DF,MF",33.0,24.5,4,1,1,35,54,4,191,40,47,0,0,0,Matches
Kléber,br BRA,FW,32.0,22.8,6,1,0,68,90,12,20,5,13,1,0,0,Matches
Luccas Claro,br BRA,DF,24.0,22.3,8,0,0,30,17,3,3,38,30,0,1,0,Matches
Dodô,br BRA,DF,17.0,23.2,4,0,0,20,31,1,49,45,25,0,0,0,Matches
Raphael Veiga,br BRA,MF,20.0,16.6,2,0,0,27,28,4,86,14,14,0,0,0,Matches
Leandro,br BRA,"FW,MF",22.0,18.2,8,0,0,33,27,18,21,11,17,1,0,0,Matches
Colin Kazim-Richards,tr TUR,"FW,MF",29.0,17.1,3,0,0,50,33,8,45,3,9,1,0,0,Matches
Edinho Campos,br BRA,MF,33.0,16.5,6,0,0,40,20,0,9,30,15,0,0,0,Matches
Carlinhos,br BRA,DF,29.0,16.3,7,0,0,29,33,1,53,42,27,0,0,0,Matches
Iago Dias,br BRA,"FW,MF",22.0,14.6,4,0,0,12,11,2,46,20,13,0,0,0,Matches
Walisson Maia,br BRA,DF,24.0,11.6,2,0,0,21,13,0,9,32,18,0,0,0,Matches
Nery Bareiro,py PAR,DF,27.0,11.0,6,1,1,13,6,0,1,25,15,0,0,0,Matches
Alan Santos,br BRA,"DF,MF",24.0,10.3,4,0,0,33,6,0,4,13,22,0,0,0,Matches
César Benítez,py PAR,DF,25.0,11.3,3,0,0,11,5,0,20,17,19,0,0,0,Matches
Ruy,br BRA,MF,27.0,9.1,2,0,0,10,17,3,24,6,7,0,0,0,Matches
Vinícius,br BRA,"FW,MF",22.0,10.0,2,0,0,21,24,1,22,7,15,0,0,0,Matches
César Eduardo González,ve VEN,"FW,MF",33.0,8.6,1,0,0,10,21,1,29,6,18,0,0,0,Matches
Rafael Marques,br BRA,DF,32.0,8.0,3,0,0,11,6,0,0,11,12,0,0,0,Matches
Amaral,br BRA,MF,29.0,6.5,2,0,0,10,2,0,1,18,8,0,0,0,Matches
Ceará,br BRA,DF,35.0,4.8,0,0,0,4,5,1,28,12,4,0,0,0,Matches
Yan Sasse,br BRA,MF,18.0,5.1,1,0,0,8,5,1,4,7,4,0,0,0,Matches
Felipe Amorim,br BRA,MF,25.0,4.7,0,0,0,5,11,0,21,2,6,0,0,0,Matches
Neto Berola,br BRA,"FW,MF",28.0,3.9,2,0,0,10,21,3,2,1,7,1,0,0,Matches
Negueba,br BRA,"FW,MF",23.0,2.2,3,0,0,2,6,0,8,3,4,0,0,0,Matches
Evandro da Silva,br BRA,FW,19.0,3.8,1,0,0,14,12,1,2,2,2,0,0,0,Matches
Thiago Lopes,br BRA,MF,19.0,2.3,0,0,0,3,4,0,2,6,5,0,0,0,Matches
Ícaro,br BRA,DF,22.0,1.7,0,0,0,2,3,0,2,4,7,0,0,0,Matches
Jorge Ortega,py PAR,"FW,MF",24.0,1.7,0,0,0,8,6,1,1,0,0,0,0,0,Matches
Bernardo,br BRA,MF,25.0,1.4,0,0,0,1,4,0,12,2,1,0,0,0,Matches
Geovane,br BRA,DF,19.0,1.3,0,0,0,3,3,0,1,4,7,0,0,0,Matches
Emerson,br BRA,DF,29.0,1.0,0,0,0,1,1,0,2,1,2,0,0,0,Matches
Romércio,br BRA,DF,18.0,1.0,0,0,0,1,0,0,0,1,5,0,0,0,Matches
Fábio Braga,br BRA,MF,23.0,0.9,0,0,0,2,2,0,0,1,1,0,0,0,Matches
Rafael Martins,br BRA,GK,24.0,0.6,0,0,0,1,0,0,0,0,1,0,1,0,Matches
Júlio Rusch,br BRA,MF,18.0,0.5,0,0,0,1,0,0,0,1,2,0,0,0,Matches
Vitor Carvalho,br BRA,MF,18.0,0.5,0,0,0,1,1,0,0,1,0,0,0,0,Matches
Guilherme Parede,br BRA,"FW,MF",20.0,0.5,1,0,0,1,2,1,0,1,0,0,0,0,Matches
William Menezes,br BRA,GK,26.0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,Matches
Squad Total,,,26.7,38.0,100,4,3,649,575,66,769,580,498,4,2,1,
Opponent Total,,,26.8,38.0,90,3,2,626,606,109,777,609,495,2,4,0,
