Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
João Paulo,br BRA,MF,29.0,32,2696.0,84.0,78.8,30.0,31,86.0,27.0,1,45.0,1,1.13,24.0,35.0,-11.0,-0.37,-0.37,Matches
Leandro Silva,br BRA,DF,28.0,28,2394.0,86.0,70.0,26.6,28,86.0,24.0,0,,6,1.39,24.0,26.0,-2.0,-0.08,0.71,Matches
Wilson,br BRA,GK,31.0,27,2430.0,90.0,71.1,27.0,27,90.0,27.0,0,,0,1.37,23.0,25.0,-2.0,-0.07,0.74,Matches
Lúcio Flávio,br BRA,MF,35.0,25,1781.0,71.0,52.1,19.8,21,84.0,15.0,4,4.0,4,1.4,17.0,17.0,0.0,0.0,0.6,Matches
Carlinhos,br BRA,DF,28.0,20,1758.0,88.0,51.4,19.5,20,88.0,18.0,0,,2,1.3,18.0,21.0,-3.0,-0.15,0.28,Matches
Henrique Almeida,br BRA,FW,23.0,20,1678.0,84.0,49.1,18.6,20,84.0,15.0,0,,1,1.55,19.0,20.0,-1.0,-0.05,0.46,Matches
Juninho,br BRA,DF,19.0,19,1686.0,89.0,49.3,18.7,19,89.0,17.0,0,,4,1.26,17.0,20.0,-3.0,-0.16,0.26,Matches
Rafhael Lucas,br BRA,FW,22.0,24,1483.0,62.0,43.4,16.5,17,77.0,9.0,7,24.0,13,1.08,9.0,20.0,-11.0,-0.67,-0.67,Matches
Walisson Maia,br BRA,DF,23.0,16,1408.0,88.0,41.2,15.6,16,88.0,15.0,0,,14,1.75,16.0,11.0,5.0,0.32,1.04,Matches
Thiago Galhardo,br BRA,"FW,MF",25.0,25,1503.0,60.0,43.9,16.7,15,73.0,5.0,10,41.0,7,0.96,9.0,19.0,-10.0,-0.6,-0.55,Matches
Ruy,br BRA,MF,26.0,18,1397.0,78.0,40.8,15.5,15,86.0,9.0,3,38.0,3,0.89,13.0,22.0,-9.0,-0.58,-0.49,Matches
Luccas Claro,br BRA,DF,23.0,16,1291.0,81.0,37.7,14.3,14,86.0,12.0,2,43.0,12,1.0,10.0,16.0,-6.0,-0.42,-0.21,Matches
Alan Santos,br BRA,"DF,MF",23.0,16,1020.0,64.0,29.8,11.3,14,69.0,4.0,2,30.0,9,1.19,11.0,13.0,-2.0,-0.18,0.16,Matches
Negueba,br BRA,"FW,MF",22.0,24,1307.0,54.0,38.2,14.5,13,79.0,6.0,11,25.0,6,1.25,16.0,13.0,3.0,0.21,0.8,Matches
Kléber,br BRA,FW,31.0,13,1042.0,80.0,30.5,11.6,13,80.0,7.0,0,,0,1.38,11.0,12.0,-1.0,-0.09,0.29,Matches
Luis Cáceres,py PAR,MF,26.0,16,755.0,47.0,22.1,8.4,12,58.0,2.0,4,16.0,11,1.06,6.0,9.0,-3.0,-0.36,-0.09,Matches
Norberto,br BRA,DF,24.0,11,937.0,85.0,27.4,10.4,10,89.0,8.0,1,45.0,2,0.73,8.0,13.0,-5.0,-0.48,-0.26,Matches
Juan,br BRA,"DF,MF",32.0,15,930.0,62.0,27.2,10.3,10,76.0,5.0,5,33.0,0,1.4,11.0,10.0,1.0,0.1,0.53,Matches
Esquerdinha,br BRA,MF,25.0,14,923.0,66.0,27.0,10.3,10,82.0,7.0,4,27.0,15,1.43,10.0,8.0,2.0,0.2,0.66,Matches
Bruno Brigido,br BRA,GK,23.0,10,900.0,90.0,26.3,10.0,10,90.0,10.0,0,,16,0.7,7.0,14.0,-7.0,-0.7,-0.56,Matches
Ivan,br BRA,DF,22.0,13,854.0,66.0,25.0,9.5,10,75.0,7.0,3,34.0,17,0.62,8.0,14.0,-6.0,-0.63,-0.46,Matches
Henrique,br BRA,DF,20.0,10,774.0,77.0,22.6,8.6,10,77.0,6.0,0,,15,0.7,4.0,11.0,-7.0,-0.81,-0.68,Matches
Marcos Aurélio,br BRA,"FW,MF",30.0,14,864.0,62.0,25.3,9.6,8,84.0,6.0,6,33.0,3,1.07,7.0,9.0,-2.0,-0.21,0.11,Matches
Hélder,br BRA,MF,30.0,10,735.0,74.0,21.5,8.2,8,78.0,5.0,2,57.0,2,0.9,7.0,9.0,-2.0,-0.24,0.06,Matches
Rafael Marques,br BRA,DF,31.0,9,656.0,73.0,19.2,7.3,8,81.0,7.0,1,5.0,5,1.11,5.0,14.0,-9.0,-1.23,-1.17,Matches
Leandro Almeida Silva,br BRA,DF,27.0,6,540.0,90.0,15.8,6.0,6,90.0,6.0,0,,0,0.5,4.0,9.0,-5.0,-0.83,-0.65,Matches
Welinton,br BRA,DF,25.0,6,540.0,90.0,15.8,6.0,6,90.0,6.0,0,,4,0.67,4.0,7.0,-3.0,-0.5,-0.25,Matches
Wellington Paulista,br BRA,FW,30.0,6,465.0,78.0,13.6,5.2,5,87.0,3.0,1,32.0,0,0.17,3.0,8.0,-5.0,-0.97,-0.79,Matches
Rodrigo Ramos,br BRA,DF,19.0,9,430.0,48.0,12.6,4.8,5,73.0,3.0,4,17.0,9,1.0,1.0,4.0,-3.0,-0.63,-0.39,Matches
