Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
13,Fluminense,19,8,6,5,30,24,6,30,1.58,19,5,5,9,15,21,-6,20,1.05
14,Sport Recife,19,10,5,4,33,22,11,35,1.84,19,3,3,13,16,33,-17,12,0.63
15,Coritiba,19,9,7,3,29,17,12,34,1.79,19,2,6,11,12,25,-13,12,0.63
16,Vitória,19,8,4,7,30,24,6,28,1.47,19,4,5,10,21,29,-8,17,0.89
17,Internacional,19,9,5,5,21,15,6,32,1.68,19,2,5,12,14,26,-12,11,0.58
