Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Wilson,br BRA,GK,36.0,34.0,1,0,0,,0.0,0.0,,,,0,1,1,0.8,0.0,,0.2,0.0,Matches
José Sabino,br BRA,DF,23.0,30.3,4,8,1,12.5,0.26,0.03,0.13,1.0,22.2,1,3,4,3.7,0.6,0.07,0.3,0.4,Matches
Robson,br BRA,"FW,MF",28.0,27.4,8,70,24,34.3,2.55,0.87,0.1,0.29,19.0,6,1,1,9.8,9.0,0.13,-1.8,-2.0,Matches
William Matheus,br BRA,DF,29.0,24.0,1,13,2,15.4,0.54,0.08,0.08,0.5,12.8,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
Hugo Moura,br BRA,MF,22.0,24.0,1,16,5,31.3,0.67,0.21,0.06,0.2,25.8,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
Matheus Sales,br BRA,"MF,DF",24.0,18.9,0,9,0,0.0,0.48,0.0,0.0,,22.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Matheus Galdezani,br BRA,MF,27.0,17.0,1,34,9,26.5,1.99,0.53,0.03,0.11,26.7,3,0,0,2.5,2.5,0.07,-1.5,-1.5,Matches
Nathan Silva,br BRA,"MF,DF",22.0,16.4,1,12,1,8.3,0.73,0.06,0.08,1.0,24.5,0,0,0,0.9,0.9,0.08,0.1,0.1,Matches
Jonathan,br BRA,DF,27.0,17.4,1,11,3,27.3,0.63,0.17,0.09,0.33,25.8,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
Neílton,br BRA,"FW,MF",25.0,16.2,1,28,10,35.7,1.73,0.62,0.04,0.1,22.7,0,0,0,2.2,2.2,0.09,-1.2,-1.2,Matches
Matheus Bueno,br BRA,"MF,FW",21.0,14.6,0,11,3,27.3,0.75,0.21,0.0,0.0,26.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Rhodolfo,br BRA,DF,33.0,14.9,0,7,0,0.0,0.47,0.0,0.0,,13.8,0,0,0,1.1,1.1,0.15,-1.1,-1.1,Matches
Giovanni Augusto,br BRA,"MF,FW",30.0,14.2,4,24,8,33.3,1.69,0.56,0.17,0.5,21.2,4,0,0,3.2,3.2,0.13,0.8,0.8,Matches
