Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Wilson,br BRA,GK,36.0,34.0,792,1101,71.9,21479,15663,183,184,99.5,373,380,98.2,232,529,43.9,0,0.1,0.1,-0.1,2,16,0,0,1,Matches
José Sabino,br BRA,DF,23.0,30.3,1257,1514,83.0,27479,10023,310,349,88.8,745,810,92.0,200,330,60.6,0,0.5,0.5,-0.5,6,74,5,0,79,Matches
Robson,br BRA,"FW,MF",28.0,27.4,440,637,69.1,6547,1563,256,323,79.3,148,203,72.9,19,46,41.3,1,2.3,1.7,-1.3,31,33,11,2,54,Matches
William Matheus,br BRA,DF,29.0,24.0,885,1141,77.6,14810,6100,438,498,88.0,370,468,79.1,65,118,55.1,3,3.4,2.4,-0.4,16,72,21,13,112,Matches
Hugo Moura,br BRA,MF,22.0,24.0,1002,1132,88.5,20548,5959,328,347,94.5,513,545,94.1,149,195,76.4,3,1.3,1.0,1.7,13,108,13,1,114,Matches
Matheus Sales,br BRA,"MF,DF",24.0,18.9,637,737,86.4,10720,3386,284,312,91.0,300,332,90.4,43,64,67.2,0,0.1,0.2,-0.1,3,61,2,0,63,Matches
Matheus Galdezani,br BRA,MF,27.0,17.0,622,810,76.8,11385,3341,259,308,84.1,254,294,86.4,83,134,61.9,1,0.6,1.0,0.4,12,62,5,0,75,Matches
Nathan Silva,br BRA,"MF,DF",22.0,16.4,766,869,88.1,15549,5477,246,275,89.5,397,431,92.1,114,139,82.0,1,0.6,0.6,0.4,6,53,3,0,55,Matches
Jonathan,br BRA,DF,27.0,17.4,581,729,79.7,9354,3240,299,327,91.4,220,272,80.9,49,93,52.7,0,0.9,1.3,-0.9,12,41,13,10,40,Matches
Neílton,br BRA,"FW,MF",25.0,16.2,438,581,75.4,6953,2162,247,288,85.8,128,169,75.7,44,76,57.9,4,1.9,1.2,2.1,22,63,17,1,71,Matches
Matheus Bueno,br BRA,"MF,FW",21.0,14.6,642,744,86.3,11338,3014,297,332,89.5,260,288,90.3,74,96,77.1,0,0.9,0.9,-0.9,8,67,7,0,79,Matches
Rhodolfo,br BRA,DF,33.0,14.9,595,724,82.2,13875,5198,119,135,88.1,342,375,91.2,131,201,65.2,0,0.1,0.2,-0.1,4,31,4,0,34,Matches
Giovanni Augusto,br BRA,"MF,FW",30.0,14.2,509,678,75.1,8951,2782,250,287,87.1,182,227,80.2,65,111,58.6,5,6.0,3.5,-1.0,42,60,32,8,90,Matches
Natanael,br BRA,DF,18.0,11.6,411,498,82.5,6665,1738,216,240,90.0,150,177,84.7,35,55,63.6,0,0.8,0.8,-0.8,9,12,9,7,19,Matches
Rodolfo Filemon,br BRA,DF,25.0,11.2,547,646,84.7,11550,3999,160,169,94.7,298,341,87.4,86,125,68.8,0,0.0,0.1,0.0,1,17,0,0,27,Matches
Ricardo Oliveira,br BRA,FW,39.0,10.7,109,149,73.2,1341,165,68,84,81.0,28,41,68.3,2,2,100.0,1,0.1,0.2,0.9,3,6,1,0,8,Matches
Guilherme Biro,br BRA,DF,19.0,7.2,259,321,80.7,4275,1421,127,139,91.4,111,137,81.0,17,34,50.0,0,0.7,0.4,-0.7,4,11,4,4,17,Matches
Sassá,br BRA,FW,26.0,7.9,102,134,76.1,1433,165,63,75,84.0,36,42,85.7,2,6,33.3,1,0.7,0.3,0.3,4,9,0,0,7,Matches
