Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Wilson,br BRA,GK,36.0,34.0,9,0.26,4,5,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
José Sabino,br BRA,DF,23.0,30.3,21,0.69,18,0,0,1,0,2,1,0.03,1,0,0,0,0,0,Matches
Robson,br BRA,"FW,MF",28.0,27.4,61,2.23,44,1,5,5,6,0,3,0.11,1,0,0,0,2,0,Matches
William Matheus,br BRA,DF,29.0,24.0,36,1.5,31,2,2,0,1,0,5,0.21,5,0,0,0,0,0,Matches
Hugo Moura,br BRA,MF,22.0,24.0,38,1.59,33,0,1,2,1,1,5,0.21,5,0,0,0,0,0,Matches
Matheus Sales,br BRA,"MF,DF",24.0,18.9,11,0.58,9,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Matheus Galdezani,br BRA,MF,27.0,17.0,33,1.94,25,2,2,1,1,2,3,0.18,2,0,1,0,0,0,Matches
Nathan Silva,br BRA,"MF,DF",22.0,16.4,21,1.28,18,0,0,2,0,1,1,0.06,1,0,0,0,0,0,Matches
Jonathan,br BRA,DF,27.0,17.4,20,1.15,17,1,0,0,1,1,1,0.06,1,0,0,0,0,0,Matches
Neílton,br BRA,"FW,MF",25.0,16.2,56,3.45,42,5,4,2,3,0,9,0.55,8,0,0,1,0,0,Matches
Matheus Bueno,br BRA,"MF,FW",21.0,14.6,32,2.19,26,0,2,3,1,0,1,0.07,1,0,0,0,0,0,Matches
Rhodolfo,br BRA,DF,33.0,14.9,11,0.74,10,0,0,1,0,0,2,0.13,1,0,0,1,0,0,Matches
Giovanni Augusto,br BRA,"MF,FW",30.0,14.2,74,5.22,51,15,3,2,3,0,7,0.49,4,2,1,0,0,0,Matches
Natanael,br BRA,DF,18.0,11.6,20,1.73,16,1,1,0,1,1,1,0.09,1,0,0,0,0,0,Matches
Rodolfo Filemon,br BRA,DF,25.0,11.2,6,0.54,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ricardo Oliveira,br BRA,FW,39.0,10.7,10,0.93,9,0,0,0,1,0,2,0.19,2,0,0,0,0,0,Matches
Guilherme Biro,br BRA,DF,19.0,7.2,9,1.25,9,0,0,0,0,0,2,0.28,2,0,0,0,0,0,Matches
Sassá,br BRA,FW,26.0,7.9,14,1.78,6,0,4,1,3,0,2,0.25,1,0,0,0,1,0,Matches
Rafinha,br BRA,"FW,MF",36.0,7.5,32,4.28,25,1,2,0,2,2,2,0.27,0,0,1,0,1,0,Matches
Mattheus Oliveira,br BRA,"MF,DF",25.0,7.4,25,3.36,20,1,1,2,1,0,1,0.13,1,0,0,0,0,0,Matches
Mailton dos Santos,br BRA,"DF,MF",21.0,6.7,17,2.52,12,4,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Nathan Otávio Ribeiro,br BRA,DF,29.0,6.5,1,0.15,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Yan Sasse,br BRA,"MF,FW",22.0,6.7,20,2.99,10,3,3,3,0,1,2,0.3,2,0,0,0,0,0,Matches
Martín Sarrafiore,ar ARG,"MF,FW",22.0,6.1,16,2.64,12,1,0,1,1,1,0,0.0,0,0,0,0,0,0,Matches
Luiz Henrique,br BRA,"MF,FW",20.0,5.8,19,3.3,14,5,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Igor Jesus,br BRA,FW,18.0,5.6,12,2.13,8,0,2,1,1,0,1,0.18,1,0,0,0,0,0,Matches
Henrique Vermudt,br BRA,DF,20.0,5.5,2,0.36,2,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
Gabriel,br BRA,"FW,MF",30.0,5.1,15,2.97,11,1,0,0,3,0,1,0.2,0,0,0,0,1,0,Matches
Arthur,br BRA,GK,23.0,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Patrick,br BRA,DF,29.0,3.5,5,1.42,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ezequiel Cerutti,ar ARG,"FW,DF",28.0,3.4,6,1.75,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Osman Júnior,br BRA,"FW,DF",27.0,3.2,6,1.87,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rodrigo Muniz,br BRA,FW,18.0,2.7,7,2.66,5,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Nathan Fogaça,br BRA,"FW,MF",20.0,3.9,11,2.81,8,0,0,1,2,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Thomaz,br BRA,FW,20.0,3.2,4,1.25,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Ramón Martínez,py PAR,MF,24.0,2.4,3,1.27,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Ruy,br BRA,MF,31.0,1.5,2,1.37,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Renê Júnior,br BRA,MF,30.0,1.2,2,1.65,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Márcio Silva,br BRA,DF,18.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Angelo,br BRA,DF,18.0,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Biel Fonseca,br BRA,MF,17.0,0.8,1,1.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Brayan Lucumi,co COL,FW,25.0,0.9,2,2.12,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Thiago Lopes,br BRA,FW,23.0,0.8,3,3.65,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Wellissol,br BRA,"FW,MF",21.0,0.8,1,1.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Giovanni Piccolomo,br BRA,MF,25.0,0.6,2,3.4,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Cristiano,br BRA,MF,18.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Wanderly,br BRA,FW,31.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
