Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Luciano Castán,br BRA,DF,32.0,35.0,1371,1631,84.1,29197,11365,369,399,92.5,757,817,92.7,232,377,61.5,0,0.4,0.6,-0.4,8,80,1,0,101,Matches
Alef Manga,br BRA,"FW,MF",27.0,27.0,536,761,70.4,8963,2252,275,335,82.1,189,254,74.4,49,106,46.2,5,3.8,3.2,1.2,50,43,33,8,86,Matches
Alex Muralha,br BRA,GK,32.0,19.0,341,497,68.6,9127,6563,94,94,100.0,129,131,98.5,113,263,43.0,0,0.0,0.0,0.0,0,5,1,0,1,Matches
Willian Farias,br BRA,MF,32.0,17.7,723,829,87.2,13863,4463,281,307,91.5,327,356,91.9,98,132,74.2,0,0.6,1.1,-0.6,14,90,10,0,99,Matches
Fabrício,br BRA,"FW,MF",24.0,16.7,295,444,66.4,4326,1180,165,199,82.9,101,147,68.7,14,39,35.9,4,3.2,2.4,0.8,23,34,16,2,58,Matches
Henrique,br BRA,DF,35.0,17.9,760,844,90.0,16465,5482,206,215,95.8,402,422,95.3,142,192,74.0,0,0.1,0.1,-0.1,4,34,0,0,42,Matches
Léo Gamalho,br BRA,FW,36.0,18.4,255,346,73.7,3621,581,153,197,77.7,75,96,78.1,13,23,56.5,0,1.2,1.0,-1.2,14,18,6,0,27,Matches
Igor Paixão,br BRA,"FW,MF",21.0,17.2,339,493,68.8,5623,1478,186,221,84.2,105,149,70.5,37,90,41.1,4,5.5,3.6,-1.5,32,24,17,5,36,Matches
Bruno Gomes,br BRA,MF,20.0,16.6,548,681,80.5,9174,2823,244,285,85.6,231,266,86.8,48,81,59.3,0,0.8,1.0,-0.8,21,84,19,4,102,Matches
Matheus Alexandre,br BRA,DF,22.0,15.6,590,702,84.0,9559,3321,305,328,93.0,237,270,87.8,39,64,60.9,0,0.6,0.9,-0.6,10,35,13,12,53,Matches
Natanael,br BRA,DF,20.0,16.0,514,678,75.8,7603,3338,306,347,88.2,162,223,72.6,30,56,53.6,0,0.6,0.6,-0.6,10,26,12,8,44,Matches
Jesús Trindade,uy URU,MF,28.0,14.6,595,733,81.2,11877,4808,238,258,92.2,254,285,89.1,95,159,59.7,1,1.1,1.8,-0.1,16,94,12,6,89,Matches
Egídio Pereira Júnior,br BRA,"DF,MF",35.0,14.0,564,772,73.1,9638,3622,263,294,89.5,233,297,78.5,52,127,40.9,2,1.7,2.4,0.3,23,42,22,15,57,Matches
Jhon Chancellor,ve VEN,DF,30.0,13.0,343,408,84.1,6503,2409,127,140,90.7,179,200,89.5,34,59,57.6,0,0.0,0.0,0.0,1,10,0,0,24,Matches
Gabriel,br BRA,GK,29.0,13.0,277,382,72.5,8101,5920,56,56,100.0,128,130,98.5,93,195,47.7,0,0.0,0.0,0.0,1,3,0,0,0,Matches
Rafael Santos,br BRA,DF,23.0,12.7,354,532,66.5,6222,3308,179,210,85.2,123,177,69.5,43,111,38.7,0,0.9,1.1,-0.9,10,29,11,9,38,Matches
Guillermo de los Santos,uy URU,DF,30.0,10.5,337,434,77.6,7212,2715,106,115,92.2,158,184,85.9,65,117,55.6,1,0.2,0.2,0.8,3,22,2,0,23,Matches
Adrián Martínez,ar ARG,"FW,MF",29.0,11.1,120,186,64.5,1741,360,71,97,73.2,33,47,70.2,8,14,57.1,1,0.6,0.5,0.4,11,10,6,0,22,Matches
