Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2017-05-15,20:00,Série A,Matchweek 1,Mon,Home,W,4,1,Atl Goianiense,61,10631,Kléber,4-3-3,4-1-4-1,Luis César De Oliveira Magalhães,Match Report,
2017-05-20,16:00,Série A,Matchweek 2,Sat,Away,L,0,1,Santos,53,5921,Kléber,4-3-3,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2017-05-27,21:00,Série A,Matchweek 3,Sat,Away,W,1,0,Vitória,48,7619,Kléber,4-3-3,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2017-06-03,16:00,Série A,Matchweek 4,Sat,Home,W,1,0,Ath Paranaense,49,15442,Kléber,4-3-3,4-2-3-1,Raphael Claus,Match Report,
2017-06-07,19:30,Série A,Matchweek 5,Wed,Home,W,1,0,Palmeiras,44,16648,Kléber,4-3-3,4-4-2,Braulio da Silva Machado,Match Report,
2017-06-11,11:00,Série A,Matchweek 6,Sun,Away,D,2,2,Botafogo (RJ),47,14866,Kléber,4-4-2,4-3-1-2,Flavio Rodrigues De Souza,Match Report,
2017-06-15,16:00,Série A,Matchweek 7,Thu,Home,D,0,0,Bahia,48,19534,Kléber,4-4-2,4-2-3-1,Wagner Reway,Match Report,
2017-06-18,11:00,Série A,Matchweek 8,Sun,Home,D,0,0,Corinthians,46,19534,Werley,4-3-3,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2017-06-22,21:00,Série A,Matchweek 9,Thu,Away,L,0,2,Grêmio,48,19035,Werley,4-3-3,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2017-06-25,16:00,Série A,Matchweek 10,Sun,Away,L,0,2,Cruzeiro,46,11778,Werley,4-3-3,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2017-07-02,19:00,Série A,Matchweek 11,Sun,Home,D,2,2,Vasco da Gama,61,8020,Kléber,4-3-3,4-2-3-1,Emerson De Almeida Ferreira,Match Report,
2017-07-10,20:00,Série A,Matchweek 12,Mon,Home,L,0,3,Sport Recife,59,10192,Kléber,4-4-2,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2017-07-13,21:00,Série A,Matchweek 13,Thu,Away,W,4,1,Avaí,37,6552,Kléber,4-3-3,4-2-3-1,Raphael Claus,Match Report,
2017-07-16,19:00,Série A,Matchweek 14,Sun,Home,L,1,2,Fluminense,52,10843,Wilson,4-2-3-1,4-3-3,Leandro Bizzio Marinho,Match Report,
2017-07-19,21:00,Série A,Matchweek 15,Wed,Away,L,0,4,Ponte Preta,54,3832,Edinho Campos,4-1-4-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,
2017-07-22,19:00,Série A,Matchweek 16,Sat,Away,L,1,2,Flamengo,50,13014,Wilson,4-4-1-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2017-07-30,16:00,Série A,Matchweek 17,Sun,Home,L,0,2,Atlético Mineiro,51,11564,Werley,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2017-08-03,19:30,Série A,Matchweek 18,Thu,Away,W,2,1,São Paulo,33,53635,Jonas,4-5-1,4-3-3,Pericles Bassols Pegado Cortez,Match Report,
2017-08-06,16:00,Série A,Matchweek 19,Sun,Home,W,2,0,Chapecoense,49,12103,Alecsandro,4-3-3,4-4-1-1,Wilton Sampaio,Match Report,
2017-08-12,16:00,Série A,Matchweek 20,Sat,Away,L,0,1,Atl Goianiense,49,1891,Alecsandro,4-3-3,4-2-3-1,Grazianni Maciel Rocha,Match Report,
2017-08-20,19:00,Série A,Matchweek 21,Sun,Home,D,0,0,Santos,45,8426,Alecsandro,4-3-3,4-2-3-1,Sandro Ricci,Match Report,
2017-08-28,20:00,Série A,Matchweek 22,Mon,Home,L,0,1,Vitória,67,10036,Alecsandro,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2017-09-10,11:00,Série A,Matchweek 23,Sun,Away,D,1,1,Ath Paranaense,36,17420,Kléber,4-1-4-1,4-2-3-1,Anderson Daronco,Match Report,
2017-09-18,20:00,Série A,Matchweek 24,Mon,Away,L,0,1,Palmeiras,51,26440,Wilson,4-4-1-1,4-3-3,Dewson Fernando Freitas da Silva,Match Report,
2017-09-24,16:00,Série A,Matchweek 25,Sun,Home,L,2,3,Botafogo (RJ),51,8315,Werley,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2017-09-30,16:00,Série A,Matchweek 26,Sat,Away,D,1,1,Bahia,46,20860,Werley,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2017-10-11,21:00,Série A,Matchweek 27,Wed,Away,L,1,3,Corinthians,43,36439,Werley,4-1-4-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,
2017-10-15,19:00,Série A,Matchweek 28,Sun,Home,L,0,1,Grêmio,55,10814,Werley,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2017-10-18,19:30,Série A,Matchweek 29,Wed,Home,W,1,0,Cruzeiro,36,6470,Werley,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2017-10-21,17:00,Série A,Matchweek 30,Sat,Away,D,1,1,Vasco da Gama,53,30351,Werley,4-2-3-1,4-4-1-1,Raphael Claus,Match Report,
2017-10-29,17:00,Série A,Matchweek 31,Sun,Away,W,4,3,Sport Recife,42,8856,Werley,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2017-11-04,21:00,Série A,Matchweek 32,Sat,Home,W,4,0,Avaí,48,19121,Werley,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2017-11-09,21:00,Série A,Matchweek 33,Thu,Away,D,2,2,Fluminense,39,10908,Werley,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2017-11-12,19:00,Série A,Matchweek 34,Sun,Home,D,1,1,Ponte Preta,60,19719,Werley,4-2-3-1,4-1-4-1,Elmo Alves Resende Cunha,Match Report,
2017-11-16,21:00,Série A,Matchweek 35,Thu,Home,W,1,0,Flamengo,32,14821,Werley,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2017-11-19,19:00,Série A,Matchweek 36,Sun,Away,L,0,3,Atlético Mineiro,52,8184,Werley,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,
2017-11-26,17:00,Série A,Matchweek 37,Sun,Home,L,1,2,São Paulo,37,32739,Werley,4-2-3-1,4-3-3,Anderson Daronco,Match Report,
2017-12-03,17:00,Série A,Matchweek 38,Sun,Away,L,1,2,Chapecoense,52,12913,Wilson,4-2-3-1,4-1-4-1,Luiz Flavio De Oliveira,Match Report,
