Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Wilson,br BRA,GK,33.0,38.0,2,2,2,100.0,0.05,0.05,0.0,0.0,,2,2,Matches
Rildo,br BRA,"FW,MF",27.0,30.6,6,30,15,50.0,0.98,0.49,0.2,0.4,,0,0,Matches
Henrique Almeida,br BRA,FW,25.0,26.1,7,65,29,44.6,2.49,1.11,0.09,0.21,,1,2,Matches
Alan Santos,br BRA,"DF,MF",25.0,24.9,1,23,6,26.1,0.92,0.24,0.04,0.17,,0,0,Matches
Jonas,br BRA,MF,25.0,26.2,2,25,3,12.0,0.95,0.11,0.08,0.67,,0,0,Matches
Matheus Galdezani,br BRA,MF,24.0,24.9,1,39,14,35.9,1.56,0.56,0.03,0.07,,0,0,Matches
Werley,br BRA,DF,28.0,24.8,4,14,6,42.9,0.57,0.24,0.29,0.67,,0,0,Matches
Leonardo Morais,br BRA,DF,25.0,20.6,0,5,2,40.0,0.24,0.1,0.0,0.0,,0,0,Matches
William Matheus,br BRA,DF,26.0,21.5,0,11,5,45.5,0.51,0.23,0.0,0.0,,0,0,Matches
Thiago Carleto,br BRA,"DF,MF",27.0,19.4,2,41,20,48.8,2.11,1.03,0.02,0.05,,1,2,Matches
Márcio,br BRA,DF,24.0,20.6,1,8,3,37.5,0.39,0.15,0.13,0.33,,0,0,Matches
Tiago Real,br BRA,MF,28.0,19.5,1,22,5,22.7,1.13,0.26,0.05,0.2,,0,0,Matches
Dodô,br BRA,DF,18.0,15.7,0,6,2,33.3,0.38,0.13,0.0,0.0,,0,0,Matches
Kléber,br BRA,FW,33.0,13.5,5,33,16,48.5,2.45,1.19,0.09,0.19,,2,2,Matches
Cléber,br BRA,DF,26.0,13.2,2,9,4,44.4,0.68,0.3,0.22,0.5,,0,0,Matches
Walisson Maia,br BRA,DF,25.0,8.8,0,4,2,50.0,0.45,0.23,0.0,0.0,,0,0,Matches
Alecsandro,br BRA,FW,35.0,9.2,1,8,5,62.5,0.87,0.54,0.13,0.2,,0,1,Matches
Anderson,br BRA,MF,28.0,6.0,0,3,2,66.7,0.5,0.33,0.0,0.0,,0,0,Matches
Luizão,br BRA,DF,26.0,6.0,0,3,1,33.3,0.5,0.17,0.0,0.0,,0,0,Matches
Tomas Bastos,br BRA,MF,24.0,6.5,2,19,7,36.8,2.92,1.08,0.11,0.29,,0,0,Matches
Neto Berola,br BRA,"FW,MF",29.0,6.2,1,16,3,18.8,2.6,0.49,0.06,0.33,,0,0,Matches
Yan Sasse,br BRA,MF,19.0,4.8,2,8,5,62.5,1.67,1.04,0.25,0.4,,0,0,Matches
Iago Dias,br BRA,"FW,MF",23.0,5.3,0,9,2,22.2,1.71,0.38,0.0,0.0,,0,0,Matches
Rafael Longuine,br BRA,"FW,MF",26.0,3.9,0,6,3,50.0,1.55,0.77,0.0,0.0,,0,1,Matches
Getterson,br BRA,FW,25.0,4.2,0,6,0,0.0,1.42,0.0,0.0,,,0,0,Matches
Rodrigo Ramos,br BRA,DF,21.0,2.6,0,1,1,100.0,0.38,0.38,0.0,0.0,,0,0,Matches
Edinho Campos,br BRA,MF,34.0,2.8,0,1,0,0.0,0.36,0.0,0.0,,,0,0,Matches
João Paulo,br BRA,MF,31.0,2.6,0,1,0,0.0,0.38,0.0,0.0,,,0,0,Matches
Thalisson Kelven,br BRA,DF,18.0,1.6,0,2,1,50.0,1.25,0.62,0.0,0.0,,0,0,Matches
Keirrison,br BRA,FW,28.0,1.7,0,4,1,25.0,2.34,0.58,0.0,0.0,,0,0,Matches
Daniel,br BRA,MF,23.0,1.3,0,2,0,0.0,1.53,0.0,0.0,,,0,0,Matches
Vitor Carvalho,br BRA,MF,19.0,0.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Yilmar Filigrana,co COL,FW,26.0,2.1,1,2,2,100.0,0.96,0.96,0.5,0.5,,0,0,Matches
Romércio,br BRA,DF,19.0,1.0,0,1,1,100.0,1.05,1.05,0.0,0.0,,0,0,Matches
Alexander Baumjohann,de GER,MF,30.0,0.9,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,27.0,38.0,41,429,168,39.2,11.29,4.42,0.08,0.21,,6,10,
Opponent Total,,,27.0,38.0,47,484,182,37.6,12.74,4.79,0.09,0.24,,3,5,
