Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Wilson,br BRA,GK,36.0,34.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,10,1,Matches
José Sabino,br BRA,DF,23.0,30.3,39,25,28,10,1,21,38,55.3,17,45,33,12,40,79,179,1,Matches
Robson,br BRA,"FW,MF",28.0,27.4,25,11,12,9,4,5,39,12.8,34,28,4,24,18,43,17,0,Matches
William Matheus,br BRA,DF,29.0,24.0,21,11,14,7,0,11,24,45.8,13,22,9,13,12,33,63,0,Matches
Hugo Moura,br BRA,MF,22.0,24.0,42,24,17,24,1,19,48,39.6,29,26,7,19,27,69,33,1,Matches
Matheus Sales,br BRA,"MF,DF",24.0,18.9,42,28,24,16,2,15,31,48.4,16,21,8,13,13,55,29,0,Matches
Matheus Galdezani,br BRA,MF,27.0,17.0,32,23,13,13,6,10,42,23.8,32,25,6,19,42,74,19,0,Matches
Nathan Silva,br BRA,"MF,DF",22.0,16.4,25,12,13,11,1,14,27,51.9,13,20,9,11,24,49,36,0,Matches
Jonathan,br BRA,DF,27.0,17.4,52,29,39,10,3,17,30,56.7,13,20,4,16,39,91,40,0,Matches
Neílton,br BRA,"FW,MF",25.0,16.2,35,16,24,7,4,21,59,35.6,38,18,0,18,14,49,7,0,Matches
Matheus Bueno,br BRA,"MF,FW",21.0,14.6,27,16,14,9,4,11,19,57.9,8,11,1,10,21,48,15,0,Matches
Rhodolfo,br BRA,DF,33.0,14.9,10,7,8,2,0,8,10,80.0,2,20,18,2,16,26,69,0,Matches
Giovanni Augusto,br BRA,"MF,FW",30.0,14.2,26,16,10,12,4,8,29,27.6,21,10,1,9,6,32,4,0,Matches
Natanael,br BRA,DF,18.0,11.6,26,19,15,11,0,15,34,44.1,19,9,5,4,17,43,30,0,Matches
Rodolfo Filemon,br BRA,DF,25.0,11.2,5,3,4,1,0,2,2,100.0,0,15,13,2,13,18,51,1,Matches
Ricardo Oliveira,br BRA,FW,39.0,10.7,4,0,0,2,2,2,2,100.0,0,3,1,2,0,4,11,0,Matches
Guilherme Biro,br BRA,DF,19.0,7.2,13,8,5,5,3,7,11,63.6,4,4,1,3,11,24,21,0,Matches
Sassá,br BRA,FW,26.0,7.9,3,0,1,0,2,1,6,16.7,5,3,0,3,0,3,2,0,Matches
Rafinha,br BRA,"FW,MF",36.0,7.5,16,10,8,5,3,7,17,41.2,10,2,0,2,8,24,3,0,Matches
Mattheus Oliveira,br BRA,"MF,DF",25.0,7.4,10,5,4,6,0,2,16,12.5,14,6,1,5,14,24,14,0,Matches
Mailton dos Santos,br BRA,"DF,MF",21.0,6.7,8,5,5,3,0,2,7,28.6,5,4,1,3,12,20,15,0,Matches
Nathan Otávio Ribeiro,br BRA,DF,29.0,6.5,2,1,2,0,0,1,5,20.0,4,5,2,3,5,7,27,0,Matches
Yan Sasse,br BRA,"MF,FW",22.0,6.7,12,8,4,7,1,5,14,35.7,9,4,0,4,6,18,6,0,Matches
Martín Sarrafiore,ar ARG,"MF,FW",22.0,6.1,17,16,7,9,1,7,21,33.3,14,16,5,11,5,22,7,0,Matches
Luiz Henrique,br BRA,"MF,FW",20.0,5.8,20,14,11,7,2,10,17,58.8,7,5,2,3,7,27,7,0,Matches
Igor Jesus,br BRA,FW,18.0,5.6,8,5,4,2,2,4,6,66.7,2,2,0,2,2,10,8,0,Matches
Henrique Vermudt,br BRA,DF,20.0,5.5,3,1,3,0,0,1,3,33.3,2,4,3,1,3,6,28,0,Matches
Gabriel,br BRA,"FW,MF",30.0,5.1,8,4,3,5,0,1,13,7.7,12,5,1,4,5,13,6,0,Matches
Arthur,br BRA,GK,23.0,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
Patrick,br BRA,DF,29.0,3.5,4,2,3,1,0,4,9,44.4,5,3,1,2,4,8,8,0,Matches
Ezequiel Cerutti,ar ARG,"FW,DF",28.0,3.4,2,0,0,1,1,2,4,50.0,2,6,0,6,5,7,5,0,Matches
Osman Júnior,br BRA,"FW,DF",27.0,3.2,7,6,2,3,2,0,4,0.0,4,1,0,1,3,10,5,0,Matches
Rodrigo Muniz,br BRA,FW,18.0,2.7,1,1,0,0,1,1,4,25.0,3,1,1,0,0,1,1,0,Matches
Nathan Fogaça,br BRA,"FW,MF",20.0,3.9,3,1,2,1,0,1,3,33.3,2,3,1,2,5,8,5,0,Matches
Pablo Thomaz,br BRA,FW,20.0,3.2,2,0,1,0,1,0,2,0.0,2,0,0,0,5,7,6,0,Matches
Ramón Martínez,py PAR,MF,24.0,2.4,10,8,2,6,2,5,9,55.6,4,3,1,2,2,12,6,0,Matches
Ruy,br BRA,MF,31.0,1.5,3,2,0,3,0,1,4,25.0,3,1,0,1,0,3,0,0,Matches
Renê Júnior,br BRA,MF,30.0,1.2,6,4,3,3,0,1,6,16.7,5,0,0,0,1,7,0,0,Matches
Márcio Silva,br BRA,DF,18.0,1.0,1,1,0,1,0,1,1,100.0,0,1,0,1,2,3,4,0,Matches
Angelo,br BRA,DF,18.0,0.9,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,1,0,Matches
Biel Fonseca,br BRA,MF,17.0,0.8,1,1,0,1,0,0,2,0.0,2,0,0,0,2,3,0,0,Matches
Brayan Lucumi,co COL,FW,25.0,0.9,1,0,0,0,1,1,1,100.0,0,1,0,1,1,2,0,0,Matches
Thiago Lopes,br BRA,FW,23.0,0.8,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches
Wellissol,br BRA,"FW,MF",21.0,0.8,3,1,2,1,0,2,2,100.0,0,0,0,0,1,4,0,0,Matches
Giovanni Piccolomo,br BRA,MF,25.0,0.6,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Cristiano,br BRA,MF,18.0,0.4,1,0,0,0,1,0,0,,0,3,0,3,0,1,1,0,Matches
Wanderly,br BRA,FW,31.0,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Squad Total,,,26.7,38.0,581,347,310,216,55,250,628,39.8,378,378,139,239,411,992,799,5,
Opponent Total,,,26.6,38.0,523,313,207,234,82,231,583,39.6,352,370,91,279,400,923,592,4,
