Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Luciano Castán,br BRA,DF,32.0,35.0,1631,1532,97,84,0,19,2,2,0,0,0,0,1371,2,15,Matches
Alef Manga,br BRA,"FW,MF",27.0,27.0,761,750,10,1,2,11,87,8,0,0,0,0,536,1,23,Matches
Alex Muralha,br BRA,GK,32.0,19.0,497,275,218,40,0,0,0,0,0,0,0,0,341,4,0,Matches
Willian Farias,br BRA,MF,32.0,17.7,829,800,26,22,1,11,2,4,0,0,0,0,723,3,8,Matches
Fabrício,br BRA,"FW,MF",24.0,16.7,444,421,19,2,4,1,24,5,1,1,0,0,295,4,27,Matches
Henrique,br BRA,DF,35.0,17.9,844,800,44,40,0,7,3,2,0,0,0,0,760,0,3,Matches
Léo Gamalho,br BRA,FW,36.0,18.4,346,303,42,0,0,5,6,2,0,0,0,0,255,1,5,Matches
Igor Paixão,br BRA,"FW,MF",21.0,17.2,493,425,66,9,1,5,83,2,55,24,18,0,339,2,13,Matches
Bruno Gomes,br BRA,MF,20.0,16.6,681,649,30,21,2,4,21,2,7,4,2,0,548,2,11,Matches
Matheus Alexandre,br BRA,DF,22.0,15.6,702,569,132,14,0,3,39,118,0,0,0,0,590,1,13,Matches
Natanael,br BRA,DF,20.0,16.0,678,510,167,6,0,3,43,161,0,0,0,0,514,1,20,Matches
Jesús Trindade,uy URU,MF,28.0,14.6,733,669,60,41,1,16,41,1,18,2,16,0,595,4,8,Matches
Egídio Pereira Júnior,br BRA,"DF,MF",35.0,14.0,772,614,156,37,0,7,117,98,19,5,9,0,564,2,22,Matches
Jhon Chancellor,ve VEN,DF,30.0,13.0,408,397,11,10,0,1,0,1,0,0,0,0,343,0,1,Matches
Gabriel,br BRA,GK,29.0,13.0,382,230,151,47,0,0,0,0,0,0,0,0,277,1,0,Matches
Rafael Santos,br BRA,DF,23.0,12.7,532,385,144,14,0,2,72,107,23,8,13,0,354,3,16,Matches
Guillermo de los Santos,uy URU,DF,30.0,10.5,434,393,38,30,0,10,4,8,0,0,0,0,337,3,4,Matches
Adrián Martínez,ar ARG,"FW,MF",29.0,11.1,186,169,16,1,0,0,4,2,0,0,0,0,120,1,9,Matches
Guilherme Biro,br BRA,DF,21.0,8.2,378,299,78,4,0,2,19,74,0,0,0,0,299,1,6,Matches
Bernardo Lemes,br BRA,"MF,FW",20.0,10.5,359,351,6,6,0,2,6,0,0,0,0,0,300,2,7,Matches
Matías Galarza,py PAR,MF,19.0,6.7,269,261,6,3,1,0,10,3,0,0,0,0,202,2,4,Matches
Robinho,br BRA,MF,34.0,9.8,649,563,85,38,3,13,61,12,33,13,14,0,484,1,11,Matches
Régis,br BRA,MF,29.0,8.5,268,220,47,16,0,1,28,2,27,14,5,0,206,1,8,Matches
Val Soares,br BRA,MF,24.0,6.9,370,355,12,8,1,10,12,2,2,1,0,0,298,3,6,Matches
Thonny Anderson,br BRA,MF,24.0,8.1,365,336,25,8,2,0,29,3,12,8,4,0,261,4,10,Matches
Warley,br BRA,"FW,MF",22.0,6.2,217,198,19,3,0,0,17,16,0,0,0,0,156,0,12,Matches
Gabriel Boschilia,br BRA,MF,25.0,5.3,183,163,20,11,0,0,10,2,6,4,2,0,139,0,9,Matches
Rafael William,br BRA,GK,20.0,6.0,126,72,53,5,0,0,0,0,0,0,0,0,89,1,0,Matches
Andrey Ramos do Nascimento,br BRA,MF,23.0,5.4,283,273,9,8,0,5,8,1,0,0,0,0,247,1,2,Matches
Diego Porfirio,br BRA,DF,22.0,5.0,238,179,57,3,0,1,11,54,0,0,0,0,184,2,7,Matches
Nathan Mendes,br BRA,DF,19.0,5.0,224,169,55,8,0,0,5,47,0,0,0,0,159,0,5,Matches
Matheus Cadorini,br BRA,FW,19.0,3.5,85,71,12,0,1,2,0,0,0,0,0,0,59,2,3,Matches
Clayton,br BRA,"FW,MF",23.0,3.6,62,52,9,0,1,0,1,0,0,0,0,0,50,1,3,Matches
José Hugo,br BRA,"FW,MF",22.0,4.4,89,88,1,0,0,0,9,0,1,0,0,0,60,0,5,Matches
Márcio Silva,br BRA,DF,20.0,2.0,42,36,6,6,0,3,0,0,0,0,0,0,35,0,0,Matches
Juan Díaz,co COL,MF,20.0,1.5,47,47,0,0,0,0,0,0,0,0,0,0,43,0,1,Matches
Hernán Pérez,py PAR,FW,32.0,1.1,32,31,1,0,0,0,4,0,1,0,0,0,18,0,2,Matches
Neílton,br BRA,"FW,DF",27.0,0.9,39,37,2,1,2,0,4,1,0,0,0,0,31,0,0,Matches
Biel Fonseca,br BRA,"FW,MF",19.0,1.1,53,49,4,4,0,0,0,0,0,0,0,0,47,0,0,Matches
João Vitor,br BRA,MF,21.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Pablo Javier García,uy URU,FW,22.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.5,38.0,15733,13743,1934,551,22,144,782,740,205,84,83,0,12230,56,299,
Opponent Total,,,27.2,38.0,19221,17374,1787,498,36,182,766,713,216,85,88,2,15782,60,293,
