Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2015-05-09,18:30,Série A,Matchweek 1,Sat,Away,L,1,2,Chapecoense,53,5360,,3-5-2,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2015-05-16,18:30,Série A,Matchweek 2,Sat,Home,W,2,0,Grêmio,44,11785,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2015-05-24,18:30,Série A,Matchweek 3,Sun,Away,L,0,1,Sport Recife,50,17966,,4-3-2-1,4-2-3-1,Sandro Ricci,Match Report,
2015-05-30,18:30,Série A,Matchweek 4,Sat,Home,L,1,2,Avaí,59,9906,,4-3-1-2,4-4-1-1,Italo Medeiros De Azevedo,Match Report,
2015-06-04,16:00,Série A,Matchweek 5,Thu,Away,L,0,2,Fluminense,50,32944,,4-1-4-1,4-2-3-1,Cleisson Veloso Pereira,Match Report,
2015-06-07,11:00,Série A,Matchweek 6,Sun,Away,L,0,2,Internacional,54,35766,,4-2-3-1,4-2-2-2,André Luiz de Freitas Castro,Match Report,
2015-06-13,16:30,Série A,Matchweek 7,Sat,Home,L,0,1,Flamengo,52,9603,,4-2-2-2,4-2-3-1,Guilherme Ceretta de Lima,Match Report,
2015-06-21,16:00,Série A,Matchweek 8,Sun,Away,D,2,2,Ath Paranaense,49,26773,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2015-06-28,16:00,Série A,Matchweek 9,Sun,Home,W,1,0,Cruzeiro,50,12395,,4-1-3-2,4-2-3-1,Raphael Claus,Match Report,
2015-07-01,21:00,Série A,Matchweek 10,Wed,Away,L,0,2,Atlético Mineiro,41,13309,,4-2-2-2,4-2-3-1,Braulio da Silva Machado,Match Report,
2015-07-04,15:00,Série A,Matchweek 11,Sat,Home,D,0,0,Joinville,58,11103,,4-4-2,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2015-07-08,19:30,Série A,Matchweek 12,Wed,Home,D,0,0,Ponte Preta,52,9384,,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2015-07-12,11:00,Série A,Matchweek 13,Sun,Away,L,1,3,São Paulo,50,58482,,4-2-3-1,4-2-3-1,Alisson Sidnei Furtado,Match Report,
2015-07-19,16:00,Série A,Matchweek 14,Sun,Away,D,0,0,Figueirense,54,8016,,4-2-3-1,4-4-2,Emerson Luiz Sobral,Match Report,
