Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Wilson,br BRA,GK,36.0,34.0,2,1,1,0,4,0,0,0,1,0,0,0,17,4,1,80.0,Matches
José Sabino,br BRA,DF,23.0,30.3,2,0,0,12,29,1,4,40,25,0,0,1,157,67,46,59.3,Matches
Robson,br BRA,"FW,MF",28.0,27.4,7,1,0,54,58,19,34,18,11,3,0,0,77,32,67,32.3,Matches
William Matheus,br BRA,DF,29.0,24.0,3,0,0,22,29,7,63,12,11,0,1,0,100,42,31,57.5,Matches
Hugo Moura,br BRA,MF,22.0,24.0,5,0,0,48,32,0,8,27,24,0,2,0,103,19,16,54.3,Matches
Matheus Sales,br BRA,"MF,DF",24.0,18.9,4,0,0,35,40,1,4,13,28,0,1,0,83,8,8,50.0,Matches
Matheus Galdezani,br BRA,MF,27.0,17.0,5,0,0,32,42,1,43,42,23,0,0,0,100,33,24,57.9,Matches
Nathan Silva,br BRA,"MF,DF",22.0,16.4,8,0,0,37,14,0,2,24,12,0,0,1,81,28,22,56.0,Matches
Jonathan,br BRA,DF,27.0,17.4,3,0,0,16,12,1,48,39,29,0,0,0,85,16,14,53.3,Matches
Neílton,br BRA,"FW,MF",25.0,16.2,4,0,0,28,42,1,34,14,16,0,0,0,88,2,12,14.3,Matches
Matheus Bueno,br BRA,"MF,FW",21.0,14.6,1,0,0,22,19,0,5,21,16,0,0,0,93,6,14,30.0,Matches
Rhodolfo,br BRA,DF,33.0,14.9,4,1,1,9,5,3,2,16,7,0,1,0,58,52,15,77.6,Matches
Giovanni Augusto,br BRA,"MF,FW",30.0,14.2,2,0,0,17,48,1,84,6,16,0,0,0,59,5,17,22.7,Matches
Natanael,br BRA,DF,18.0,11.6,0,1,0,23,17,1,35,17,19,0,1,0,60,13,15,46.4,Matches
Rodolfo Filemon,br BRA,DF,25.0,11.2,6,1,0,17,7,1,0,13,3,0,0,0,38,30,22,57.7,Matches
Ricardo Oliveira,br BRA,FW,39.0,10.7,1,0,0,16,10,4,5,0,0,0,0,0,18,23,33,41.1,Matches
Guilherme Biro,br BRA,DF,19.0,7.2,2,0,0,16,3,0,14,11,8,0,0,1,25,13,14,48.1,Matches
Sassá,br BRA,FW,26.0,7.9,2,0,0,20,10,4,4,0,0,1,1,0,20,7,22,24.1,Matches
Rafinha,br BRA,"FW,MF",36.0,7.5,3,0,0,16,25,1,24,8,10,1,0,0,42,6,10,37.5,Matches
Mattheus Oliveira,br BRA,"MF,DF",25.0,7.4,0,0,0,10,13,1,24,14,5,0,0,0,33,11,14,44.0,Matches
Mailton dos Santos,br BRA,"DF,MF",21.0,6.7,3,0,0,11,16,0,44,12,5,0,1,0,45,8,10,44.4,Matches
Nathan Otávio Ribeiro,br BRA,DF,29.0,6.5,2,0,0,7,2,0,0,5,1,0,0,0,17,15,7,68.2,Matches
Yan Sasse,br BRA,"MF,FW",22.0,6.7,3,1,0,18,9,1,6,6,8,0,0,0,41,5,9,35.7,Matches
Martín Sarrafiore,ar ARG,"MF,FW",22.0,6.1,3,0,0,14,9,0,19,5,16,0,0,0,27,6,5,54.5,Matches
Luiz Henrique,br BRA,"MF,FW",20.0,5.8,0,0,0,9,7,0,25,7,14,0,0,0,24,4,9,30.8,Matches
Igor Jesus,br BRA,FW,18.0,5.6,2,1,1,13,22,3,9,2,5,0,0,0,22,19,13,59.4,Matches
Henrique Vermudt,br BRA,DF,20.0,5.5,0,0,0,2,2,0,0,3,1,0,0,0,22,10,4,71.4,Matches
Gabriel,br BRA,"FW,MF",30.0,5.1,0,0,0,5,10,0,11,5,4,0,0,0,20,2,5,28.6,Matches
Arthur,br BRA,GK,23.0,4.0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,1,50.0,Matches
Patrick,br BRA,DF,29.0,3.5,1,0,0,5,3,1,16,4,2,0,1,0,27,0,4,0.0,Matches
Ezequiel Cerutti,ar ARG,"FW,DF",28.0,3.4,0,0,0,8,10,0,17,5,0,0,1,0,15,4,1,80.0,Matches
Osman Júnior,br BRA,"FW,DF",27.0,3.2,2,0,0,5,1,0,8,3,6,0,0,0,9,7,12,36.8,Matches
Rodrigo Muniz,br BRA,FW,18.0,2.7,1,0,0,5,6,2,0,0,1,0,0,0,7,6,12,33.3,Matches
Nathan Fogaça,br BRA,"FW,MF",20.0,3.9,0,0,0,14,6,2,9,5,1,0,0,0,13,9,20,31.0,Matches
Pablo Thomaz,br BRA,FW,20.0,3.2,0,0,0,3,7,1,6,5,0,0,0,0,6,8,13,38.1,Matches
Ramón Martínez,py PAR,MF,24.0,2.4,1,0,0,6,4,0,0,2,8,0,0,0,13,5,2,71.4,Matches
Ruy,br BRA,MF,31.0,1.5,1,0,0,1,2,0,4,0,2,0,0,0,3,0,2,0.0,Matches
Renê Júnior,br BRA,MF,30.0,1.2,2,1,1,6,2,0,1,1,4,0,0,0,3,2,3,40.0,Matches
Márcio Silva,br BRA,DF,18.0,1.0,0,0,0,1,2,0,0,2,1,0,0,0,8,1,3,25.0,Matches
Angelo,br BRA,DF,18.0,0.9,0,0,0,1,0,0,8,0,1,0,0,0,2,0,2,0.0,Matches
Biel Fonseca,br BRA,MF,17.0,0.8,0,0,0,2,1,0,0,2,1,0,0,0,1,0,1,0.0,Matches
Brayan Lucumi,co COL,FW,25.0,0.9,0,0,0,0,2,0,3,1,0,0,0,0,10,0,1,0.0,Matches
Thiago Lopes,br BRA,FW,23.0,0.8,0,0,0,2,0,0,4,0,1,0,0,0,3,0,1,0.0,Matches
Wellissol,br BRA,"FW,MF",21.0,0.8,2,0,0,5,7,0,1,1,1,0,0,0,6,1,0,100.0,Matches
Giovanni Piccolomo,br BRA,MF,25.0,0.6,0,0,0,1,3,0,2,0,0,0,0,0,5,0,0,,Matches
Cristiano,br BRA,MF,18.0,0.4,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,,Matches
Wanderly,br BRA,FW,31.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Squad Total,,,26.7,38.0,87,8,4,596,595,57,630,411,347,5,10,3,1696,530,558,48.7,
Opponent Total,,,26.6,38.0,82,6,1,634,558,37,884,400,313,4,6,0,1775,558,530,51.3,
