Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Alex Muralha,br BRA,GK,32.0,19.0,27,2,1,5,1,26.9,0.28,0.9,0.05,73,213,34.3,315,65,42.2,35.7,178,44.9,36.5,278,13,4.7,9,0.47,11.7,Matches
Gabriel,br BRA,GK,29.0,13.0,19,0,0,3,0,22.9,0.33,3.9,0.3,59,157,37.6,277,55,38.6,35.6,104,48.1,41.4,231,19,8.2,17,1.31,13.4,Matches
Rafael William,br BRA,GK,20.0,6.0,14,2,1,1,0,13.2,0.32,-0.8,-0.13,23,56,41.1,77,22,37.7,35.6,48,56.3,44.1,80,2,2.5,1,0.17,7.9,Matches
Squad Total,,,27.5,38.0,60,4,2,9,1,63.0,0.31,4.0,0.11,155,426,36.4,656,142,40.5,,343,46.6,38.6,589,34,5.8,27,0.71,,
Opponent Total,,,27.2,38.0,39,4,1,2,0,39.7,0.25,0.7,0.02,142,298,47.7,758,162,27.6,31.4,283,31.4,32.6,611,38,6.2,25,0.66,11.9,
