Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Wilson,br BRA,GK,36.0,34.0,47,7,0,4,2,51.6,0.28,6.6,0.19,155,423,36.6,789,119,38.3,35.4,309,39.2,34.7,630,13,2.1,7,0.21,9.1,Matches
Arthur,br BRA,GK,23.0,4.0,7,0,0,1,1,6.9,0.34,0.9,0.21,15,35,42.9,87,14,17.2,27.0,42,47.6,39.4,55,2,3.6,1,0.25,10.3,Matches
Squad Total,,,26.7,38.0,54,7,0,5,3,59.4,0.28,8.4,0.22,170,458,37.1,876,133,36.2,,351,40.2,35.3,685,15,2.2,8,0.21,,
Opponent Total,,,26.6,38.0,31,5,1,3,0,34.0,0.27,3.0,0.08,132,384,34.4,787,136,32.9,33.5,295,42.4,36.6,486,21,4.3,36,0.95,13.9,
