Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Luciano Castán,br BRA,DF,32.0,35.0,1948,351,1092,819,52,30,1948,9,7,77.8,2,22.2,1151,6691,4334,24,7,0,18,6,1264,6,Matches
Alef Manga,br BRA,"FW,MF",27.0,27.0,1093,21,147,408,560,122,1091,69,38,55.1,26,37.7,672,4891,2629,92,60,32,70,25,750,217,Matches
Alex Muralha,br BRA,GK,32.0,19.0,537,458,534,3,0,0,537,0,0,,0,,233,1350,1038,0,0,0,0,0,145,0,Matches
Willian Farias,br BRA,MF,32.0,17.7,985,42,235,673,92,3,985,25,19,76.0,5,20.0,607,2966,1545,21,7,1,23,10,660,7,Matches
Fabrício,br BRA,"FW,MF",24.0,16.7,682,10,105,318,275,47,682,81,46,56.8,33,40.7,465,3031,1284,37,35,8,45,35,491,100,Matches
Henrique,br BRA,DF,35.0,17.9,1012,159,527,457,35,13,1012,2,0,0.0,2,100.0,614,3239,1846,16,4,0,4,0,694,5,Matches
Léo Gamalho,br BRA,FW,36.0,18.4,467,14,36,228,205,66,465,5,1,20.0,4,80.0,224,942,336,14,10,5,20,20,346,64,Matches
Igor Paixão,br BRA,"FW,MF",21.0,17.2,730,12,89,263,402,62,730,94,47,50.0,44,46.8,456,3786,2384,80,54,22,46,21,478,137,Matches
Bruno Gomes,br BRA,MF,20.0,16.6,896,24,161,510,236,19,896,40,20,50.0,17,42.5,549,3486,1799,42,36,3,29,24,601,37,Matches
Matheus Alexandre,br BRA,DF,22.0,15.6,868,56,295,399,181,7,868,18,10,55.6,8,44.4,451,2472,1436,30,10,1,17,5,469,69,Matches
Natanael,br BRA,DF,20.0,16.0,870,64,287,335,258,16,870,32,14,43.8,15,46.9,415,2373,1216,22,26,2,23,11,424,68,Matches
Jesús Trindade,uy URU,MF,28.0,14.6,841,37,232,509,111,1,841,11,8,72.7,2,18.2,472,2699,1374,16,9,0,14,13,508,6,Matches
Egídio Pereira Júnior,br BRA,"DF,MF",35.0,14.0,915,43,229,385,313,14,915,25,18,72.0,4,16.0,460,2020,1124,23,20,3,25,5,495,76,Matches
Jhon Chancellor,ve VEN,DF,30.0,13.0,518,106,285,217,16,11,518,3,3,100.0,0,0.0,276,1557,905,8,2,0,2,1,294,1,Matches
Gabriel,br BRA,GK,29.0,13.0,413,343,410,3,0,0,413,0,0,,0,,202,1306,881,0,0,0,0,0,130,0,Matches
Rafael Santos,br BRA,DF,23.0,12.7,646,61,195,255,206,4,646,12,5,41.7,6,50.0,264,1384,725,16,16,1,11,5,297,40,Matches
Guillermo de los Santos,uy URU,DF,30.0,10.5,549,111,294,233,28,10,549,2,1,50.0,1,50.0,250,1155,605,2,5,0,5,0,302,6,Matches
Adrián Martínez,ar ARG,"FW,MF",29.0,11.1,296,5,17,104,177,65,296,13,5,38.5,8,61.5,155,634,272,8,5,5,29,14,202,61,Matches
Guilherme Biro,br BRA,DF,21.0,8.2,448,25,168,198,84,4,448,6,5,83.3,1,16.7,213,1074,629,10,5,0,7,4,246,25,Matches
Bernardo Lemes,br BRA,"MF,FW",20.0,10.5,493,30,110,291,100,5,493,14,6,42.9,8,57.1,278,1294,594,9,10,1,27,9,299,28,Matches
Matías Galarza,py PAR,MF,19.0,6.7,365,5,53,205,110,7,365,12,4,33.3,7,58.3,224,1262,672,17,7,1,16,7,223,21,Matches
Robinho,br BRA,MF,34.0,9.8,724,9,90,387,253,13,724,6,4,66.7,2,33.3,445,1840,847,15,18,1,14,12,513,46,Matches
Régis,br BRA,MF,29.0,8.5,354,7,38,169,150,23,354,14,6,42.9,8,57.1,202,1151,540,14,13,5,20,10,221,48,Matches
Val Soares,br BRA,MF,24.0,6.9,459,15,112,274,78,1,459,17,11,64.7,6,35.3,284,1383,607,7,6,0,12,9,326,10,Matches
Thonny Anderson,br BRA,MF,24.0,8.1,490,11,59,240,198,22,490,42,26,61.9,14,33.3,281,1378,675,20,19,5,26,15,343,45,Matches
Warley,br BRA,"FW,MF",22.0,6.2,298,13,65,122,117,13,298,13,2,15.4,9,69.2,183,886,498,16,11,6,18,10,192,46,Matches
