Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-08-08,19:30,Série A,Matchweek 1,Sat,Home,L,0,1,Internacional,0.1,1.1,43,,William Matheus,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2020-08-12,20:30,Série A,Matchweek 2,Wed,Away,L,0,1,Bahia,0.9,2.3,54,,William Matheus,4-2-3-1,4-1-2-1-2,Flavio Rodrigues De Souza,Match Report,
2020-08-15,19:30,Série A,Matchweek 3,Sat,Home,L,0,1,Flamengo,0.4,1.4,37,,William Matheus,4-4-2,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,
2020-08-19,21:30,Série A,Matchweek 4,Wed,Away,L,1,3,Corinthians,0.8,2.8,38,,William Matheus,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2020-08-23,16:00,Série A,Matchweek 5,Sun,Away,W,2,1,RB Bragantino,1.4,0.9,53,,William Matheus,4-2-3-1,4-3-3,Gilberto Rodrigues Castro Junior,Match Report,
2020-08-30,16:00,Série A,Matchweek 6,Sun,Home,W,1,0,Sport Recife,1.4,0.9,58,,William Matheus,4-3-3,4-4-2,Raphael Claus,Match Report,
2020-09-02,20:30,Série A,Matchweek 7,Wed,Away,D,0,0,Botafogo (RJ),0.7,0.6,45,,William Matheus,4-3-3,4-2-3-1,Felipe Fernandes de Lima,Match Report,
2020-09-06,20:30,Série A,Matchweek 8,Sun,Home,L,0,1,Atlético Mineiro,1.4,2.5,48,,William Matheus,4-2-3-1,4-1-4-1,Diego Pombo Lopez,Match Report,
2020-09-09,18:00,Série A,Matchweek 9,Wed,Away,D,3,3,Goiás,2.3,2.0,46,,William Matheus,4-2-3-1,4-3-3,Caio Max Augusto Vieira,Match Report,
2020-09-12,16:30,Série A,Matchweek 10,Sat,Away,L,0,1,Ath Paranaense,0.1,0.9,56,,William Matheus,4-2-3-1,4-4-2,Jean Pierre Goncalves Lima,Match Report,
2020-09-20,16:00,Série A,Matchweek 11,Sun,Home,W,1,0,Vasco da Gama,1.5,0.5,55,,William Matheus,4-3-3,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2020-09-28,20:00,Série A,Matchweek 12,Mon,Away,L,0,4,Fluminense,1.0,2.5,57,,William Matheus,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2020-10-04,16:00,Série A,Matchweek 13,Sun,Home,D,1,1,São Paulo,0.2,1.6,26,,William Matheus,4-2-3-1,4-4-2,Wagner do Nascimento Magalhaes,Match Report,
2020-10-07,19:15,Série A,Matchweek 14,Wed,Away,L,1,2,Grêmio,1.0,1.0,51,,William Matheus,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,
2020-10-10,19:00,Série A,Matchweek 15,Sat,Home,D,0,0,Fortaleza,1.0,1.4,45,,William Matheus,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2020-10-14,18:00,Série A,Matchweek 16,Wed,Away,W,3,1,Palmeiras,2.2,1.7,46,,William Matheus,4-2-3-1,4-1-4-1,Jefferson Ferreira de Moraes,Match Report,
2020-10-17,19:00,Série A,Matchweek 17,Sat,Home,L,1,2,Santos,1.2,1.5,57,,William Matheus,4-2-3-1,4-1-4-1,Bruno Arleu de Araujo,Match Report,
2020-10-24,19:00,Série A,Matchweek 18,Sat,Away,L,1,2,Ceará,2.0,1.8,64,,William Matheus,4-2-3-1,4-2-3-1,Felipe Fernandes de Lima,Match Report,
2020-10-31,19:00,Série A,Matchweek 19,Sat,Home,W,1,0,Atl Goianiense,0.3,0.9,31,,William Matheus,4-3-3,4-2-3-1,Daniel Nobre Bins,Match Report,
2020-11-08,16:00,Série A,Matchweek 20,Sun,Away,D,2,2,Internacional,1.1,0.9,41,,Ricardo Oliveira,4-3-3,4-1-3-2,Dyorgines José Padovani Andrade,Match Report,
2020-11-16,18:00,Série A,Matchweek 21,Mon,Home,L,1,2,Bahia,2.3,0.8,53,,William Matheus,4-3-3,4-2-3-1,Igor Junior Benevenuto,Match Report,
2020-11-21,19:00,Série A,Matchweek 22,Sat,Away,L,1,3,Flamengo,0.4,5.5,39,,William Matheus,3-4-3,4-4-2,Ricardo Marques Ribeiro,Match Report,
2020-11-25,21:30,Série A,Matchweek 23,Wed,Home,L,0,1,Corinthians,0.8,1.8,53,,William Matheus,4-3-3,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2020-12-05,21:00,Série A,Matchweek 24,Sat,Home,D,0,0,RB Bragantino,0.4,1.1,44,,William Matheus,4-3-3,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,
2020-12-13,18:15,Série A,Matchweek 25,Sun,Away,L,0,1,Sport Recife,1.2,2.2,46,,Ricardo Oliveira,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2020-12-19,21:00,Série A,Matchweek 26,Sat,Home,L,1,2,Botafogo (RJ),2.3,1.6,45,,William Matheus,4-2-3-1,4-1-4-1,Luiz Flávio de Oliveira,Match Report,
2020-12-26,17:00,Série A,Matchweek 27,Sat,Away,L,0,2,Atlético Mineiro,1.4,1.6,29,,Rafinha,4-2-3-1,4-1-4-1,Dyorgines José Padovani Andrade,Match Report,
2021-01-06,20:30,Série A,Matchweek 28,Wed,Home,L,1,2,Goiás,1.3,1.5,56,,Rafinha,4-3-3,5-3-2,Wagner do Nascimento Magalhaes,Match Report,
2021-01-09,19:00,Série A,Matchweek 29,Sat,Home,D,0,0,Ath Paranaense,0.5,0.1,42,,Wilson,4-3-3,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2021-01-16,21:00,Série A,Matchweek 30,Sat,Away,W,1,0,Vasco da Gama,0.5,1.0,47,,Wilson,4-3-3,4-1-4-1,Flavio Rodrigues De Souza,Match Report,
2021-01-20,20:30,Série A,Matchweek 31,Wed,Home,D,3,3,Fluminense,0.8,1.1,40,,Wilson,4-2-3-1,4-2-3-1,Felipe Fernandes de Lima,Match Report,
2021-01-23,19:00,Série A,Matchweek 32,Sat,Away,D,1,1,São Paulo,0.6,1.2,35,,Wilson,4-3-3,4-4-2,Rodrigo D'Alonso Ferreira,Match Report,
2021-01-31,16:00,Série A,Matchweek 33,Sun,Home,D,1,1,Grêmio,1.3,3.3,47,,Wilson,4-1-4-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2021-02-04,18:30,Série A,Matchweek 34,Thu,Away,L,1,3,Fortaleza,0.7,3.6,47,,Wilson,5-4-1,4-2-3-1,Anderson Daronco,Match Report,
2021-02-13,19:00,Série A,Matchweek 36,Sat,Away,L,0,2,Santos,0.3,2.0,44,,Ricardo Oliveira,4-4-2,4-3-3,Bruno Arleu de Araujo,Match Report,
2021-02-17,19:30,Série A,Matchweek 35,Wed,Home,W,1,0,Palmeiras,0.5,0.8,47,,Neílton,4-5-1,4-2-3-1,Ramon Abatti Abel,Match Report,
2021-02-20,18:30,Série A,Matchweek 37,Sat,Home,L,0,2,Ceará,0.7,1.3,63,,Neílton,4-3-3,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2021-02-25,21:30,Série A,Matchweek 38,Thu,Away,L,1,3,Atl Goianiense,0.9,1.8,44,,Ricardo Oliveira,5-4-1,4-2-3-1,Edina Alves Batista,Match Report,
