Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Wilson,br BRA,GK,33.0,38,38,3420.0,38.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.05,0.0,0.05,0.0,0.0,Matches
Rildo,br BRA,"FW,MF",27.0,34,32,2750.0,30.6,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,0.2,0.07,0.26,0.2,0.26,Matches
Henrique Almeida,br BRA,FW,25.0,32,28,2347.0,26.1,7.0,1.0,8.0,6.0,1.0,2.0,6.0,0.0,0.27,0.04,0.31,0.23,0.27,Matches
Alan Santos,br BRA,"DF,MF",25.0,28,28,2242.0,24.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches
Jonas,br BRA,MF,25.0,31,27,2358.0,26.2,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Matheus Galdezani,br BRA,MF,24.0,30,27,2243.0,24.9,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches
Werley,br BRA,DF,28.0,25,25,2229.0,24.8,4.0,0.0,4.0,4.0,0.0,0.0,3.0,1.0,0.16,0.0,0.16,0.16,0.16,Matches
Leonardo Morais,br BRA,DF,25.0,23,22,1858.0,20.6,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
William Matheus,br BRA,DF,26.0,22,21,1934.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Carleto,br BRA,"DF,MF",27.0,21,21,1748.0,19.4,2.0,8.0,10.0,1.0,1.0,2.0,4.0,0.0,0.1,0.41,0.51,0.05,0.46,Matches
Márcio,br BRA,DF,24.0,21,20,1853.0,20.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.05,0.05,0.1,0.05,0.1,Matches
Tiago Real,br BRA,MF,28.0,25,20,1756.0,19.5,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.05,0.15,0.21,0.05,0.21,Matches
Dodô,br BRA,DF,18.0,19,15,1413.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kléber,br BRA,FW,33.0,16,13,1213.0,13.5,5.0,1.0,6.0,3.0,2.0,2.0,3.0,1.0,0.37,0.07,0.45,0.22,0.3,Matches
Cléber,br BRA,DF,26.0,14,13,1191.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches
Walisson Maia,br BRA,DF,25.0,11,10,792.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alecsandro,br BRA,FW,35.0,15,8,831.0,9.2,1.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Anderson,br BRA,MF,28.0,12,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Luizão,br BRA,DF,26.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tomas Bastos,br BRA,MF,24.0,12,5,586.0,6.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.31,0.15,0.46,0.31,0.46,Matches
Neto Berola,br BRA,"FW,MF",29.0,15,5,554.0,6.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.16,0.32,0.49,0.16,0.49,Matches
Yan Sasse,br BRA,MF,19.0,9,5,431.0,4.8,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.42,0.0,0.42,0.42,0.42,Matches
Iago Dias,br BRA,"FW,MF",23.0,17,4,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Longuine,br BRA,"FW,MF",26.0,7,4,349.0,3.9,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches
Getterson,br BRA,FW,25.0,10,3,380.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Ramos,br BRA,DF,21.0,3,3,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
