Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Alex Muralha,br BRA,GK,32.0,19,19,1710,19.0,27,1.42,89,63,71.9,6,3,10,5,26.3,2,2,0,0,0.0,Matches
Gabriel,br BRA,GK,29.0,13,13,1170,13.0,19,1.46,64,43,70.3,5,2,6,4,30.8,2,0,2,0,100.0,Matches
Rafael William,br BRA,GK,20.0,6,6,540,6.0,14,2.33,36,22,66.7,1,1,4,0,0.0,2,2,0,0,0.0,Matches
Squad Total,,,27.5,38,38,3420,38.0,60,1.58,189,128,70.4,12,6,20,9,23.7,6,4,2,0,33.3,
Opponent Total,,,27.2,38,38,3420,38.0,39,1.03,146,107,76.0,20,6,12,11,28.9,4,4,0,0,0.0,
