Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Luciano Castán,br BRA,DF,32.0,35,35,3149.0,35.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,0.9,0.9,0.4,1.3,24.0,101.0,6.0,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,Matches
Alef Manga,br BRA,"FW,MF",27.0,35,30,2426.0,27.0,9.0,5.0,14.0,7.0,2.0,2.0,13.0,1.0,8.0,6.5,3.8,10.3,92.0,86.0,217.0,0.33,0.19,0.52,0.26,0.45,0.3,0.14,0.44,0.24,0.38,Matches
Alex Muralha,br BRA,GK,32.0,19,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Willian Farias,br BRA,MF,32.0,21,19,1597.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.6,1.0,21.0,99.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Fabrício,br BRA,"FW,MF",24.0,28,19,1500.0,16.7,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,2.7,2.7,3.2,5.9,37.0,58.0,100.0,0.18,0.24,0.42,0.18,0.42,0.16,0.19,0.35,0.16,0.35,Matches
Henrique,br BRA,DF,35.0,18,18,1615.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.2,1.2,0.1,1.3,16.0,42.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches
Léo Gamalho,br BRA,FW,36.0,28,17,1658.0,18.4,8.0,0.0,8.0,6.0,2.0,2.0,2.0,0.0,7.1,6.0,1.2,7.1,14.0,27.0,64.0,0.43,0.0,0.43,0.33,0.33,0.38,0.06,0.45,0.32,0.39,Matches
Igor Paixão,br BRA,"FW,MF",21.0,18,17,1552.0,17.2,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,5.0,5.0,5.5,10.5,80.0,36.0,137.0,0.23,0.23,0.46,0.23,0.46,0.29,0.32,0.61,0.29,0.61,Matches
Bruno Gomes,br BRA,MF,20.0,18,16,1497.0,16.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.8,1.7,42.0,102.0,37.0,0.06,0.0,0.06,0.06,0.06,0.05,0.05,0.1,0.05,0.1,Matches
