Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Alex Muralha,br BRA,GK,25.0,35,3150.0,90.0,92.1,35.0,35,90.0,35.0,0,,1,1.14,33.0,42.0,-9.0,-0.26,1.41,Matches
Leandro Silva,br BRA,DF,26.0,32,2835.0,89.0,82.9,31.5,32,89.0,29.0,0,,0,1.13,25.0,38.0,-13.0,-0.41,-0.26,Matches
Fábio Gonçalves,br BRA,MF,28.0,33,2778.0,84.0,81.2,30.9,32,85.0,28.0,1,45.0,0,1.18,30.0,44.0,-14.0,-0.45,-0.45,Matches
Clayton,br BRA,"FW,MF",19.0,29,2448.0,84.0,71.6,27.2,29,84.0,20.0,0,,0,1.28,29.0,29.0,0.0,0.0,1.3,Matches
Thiago Heleno,br BRA,DF,26.0,25,2250.0,90.0,65.8,25.0,25,90.0,25.0,0,,0,1.2,24.0,32.0,-8.0,-0.32,0.14,Matches
Bruno Fabiano Alves,br BRA,DF,23.0,22,1897.0,86.0,55.5,21.1,21,89.0,20.0,1,19.0,12,1.23,21.0,27.0,-6.0,-0.28,0.19,Matches
Paulo Roberto,br BRA,MF,27.0,24,1793.0,75.0,52.4,19.9,21,82.0,17.0,3,24.0,4,1.25,17.0,25.0,-8.0,-0.4,-0.07,Matches
Marquinhos,br BRA,DF,32.0,20,1780.0,89.0,52.0,19.8,20,89.0,19.0,0,,0,1.15,18.0,23.0,-5.0,-0.25,0.24,Matches
João Vitor,br BRA,MF,26.0,22,1649.0,75.0,48.2,18.3,20,79.0,9.0,2,34.0,0,0.95,14.0,27.0,-13.0,-0.71,-0.66,Matches
