Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Tiago Volpi,br BRA,GK,23.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Heleno,br BRA,DF,25.0,33,33,2892.0,32.1,2.0,1.0,3.0,2.0,0.0,0.0,13.0,2.0,0.06,0.03,0.09,0.06,0.09,Matches
Marco Antônio,br BRA,MF,29.0,32,31,2633.0,29.3,3.0,4.0,7.0,2.0,1.0,1.0,7.0,0.0,0.1,0.14,0.24,0.07,0.21,Matches
Paulo Roberto,br BRA,MF,26.0,26,23,2078.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marquinhos,br BRA,DF,31.0,24,23,2014.0,22.4,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.09,0.04,0.09,Matches
Giovanni Augusto,br BRA,MF,24.0,24,22,1779.0,19.8,4.0,2.0,6.0,3.0,1.0,1.0,3.0,0.0,0.2,0.1,0.3,0.15,0.25,Matches
Leandro Silva,br BRA,DF,25.0,23,21,1852.0,20.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches
Roberto Cereceda,cl CHI,"DF,MF",29.0,18,18,1466.0,16.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.06,0.06,0.0,0.06,Matches
Nirley,br BRA,DF,25.0,24,17,1679.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcão,br BRA,FW,28.0,21,17,1356.0,15.1,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,0.33,0.2,0.53,0.33,0.53,Matches
Clayton,br BRA,"FW,MF",18.0,22,14,1184.0,13.2,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,0.38,0.15,0.53,0.38,0.53,Matches
Luan,br BRA,MF,22.0,14,14,1176.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
