Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Tiago Volpi,br BRA,GK,23.0,37.0,0,,,,,,,,,0,0,Matches
Thiago Heleno,br BRA,DF,25.0,32.1,2,,,,,,,,,0,0,Matches
Marco Antônio,br BRA,MF,29.0,29.3,3,,,,,,,,,1,1,Matches
Paulo Roberto,br BRA,MF,26.0,23.1,0,,,,,,,,,0,0,Matches
Marquinhos,br BRA,DF,31.0,22.4,1,,,,,,,,,0,0,Matches
Giovanni Augusto,br BRA,MF,24.0,19.8,4,,,,,,,,,1,1,Matches
Leandro Silva,br BRA,DF,25.0,20.6,0,,,,,,,,,0,0,Matches
Roberto Cereceda,cl CHI,"DF,MF",29.0,16.3,0,,,,,,,,,0,0,Matches
Nirley,br BRA,DF,25.0,18.7,0,,,,,,,,,0,0,Matches
Marcão,br BRA,FW,28.0,15.1,5,,,,,,,,,0,0,Matches
Clayton,br BRA,"FW,MF",18.0,13.2,5,,,,,,,,,0,0,Matches
Luan,br BRA,MF,22.0,13.1,0,,,,,,,,,0,0,Matches
França,br BRA,MF,22.0,11.1,1,,,,,,,,,0,0,Matches
Pablo,br BRA,"FW,MF",21.0,12.6,4,,,,,,,,,0,0,Matches
Rivaldo,br BRA,"DF,MF",28.0,12.1,0,,,,,,,,,0,0,Matches
Ricardo Bueno,br BRA,FW,26.0,10.9,0,,,,,,,,,0,0,Matches
Everaldo Stum,br BRA,FW,22.0,13.7,6,,,,,,,,,0,0,Matches
Marquinhos Pedroso,br BRA,DF,20.0,10.0,0,,,,,,,,,0,0,Matches
Jefferson,br BRA,MF,20.0,8.9,1,,,,,,,,,0,0,Matches
Felipe Silva,br BRA,MF,23.0,10.3,0,,,,,,,,,0,0,Matches
Dener,br BRA,MF,18.0,8.4,0,,,,,,,,,0,0,Matches
Éverton Santos,br BRA,"FW,MF",27.0,5.7,0,,,,,,,,,0,0,Matches
Guilherme Lazaroni,br BRA,"DF,MF",21.0,5.6,0,,,,,,,,,0,0,Matches
Nem,br BRA,MF,26.0,6.3,0,,,,,,,,,0,0,Matches
William Cordeiro,br BRA,DF,20.0,6.1,0,,,,,,,,,0,0,Matches
Léo Lisboa,br BRA,MF,19.0,4.7,1,,,,,,,,,0,0,Matches
Kléber,br BRA,DF,33.0,3.0,0,,,,,,,,,0,0,Matches
Mazola,br BRA,FW,24.0,5.1,3,,,,,,,,,0,0,Matches
Dudu,br BRA,"FW,MF",23.0,4.6,0,,,,,,,,,0,0,Matches
Jean Carlos,br BRA,FW,29.0,3.0,0,,,,,,,,,0,0,Matches
Raul Silva,br BRA,DF,24.0,2.7,0,,,,,,,,,0,0,Matches
Artur Barbosa de Oliveira,br BRA,DF,29.0,1.7,0,,,,,,,,,0,0,Matches
Marcos Assunção,br BRA,MF,37.0,1.5,0,,,,,,,,,0,0,Matches
Vitor Júnior,br BRA,MF,27.0,2.5,0,,,,,,,,,0,0,Matches
Yago,br BRA,MF,18.0,1.7,0,,,,,,,,,0,0,Matches
Ivan,br BRA,DF,32.0,1.0,0,,,,,,,,,0,0,Matches
Luan Polli,br BRA,GK,20.0,1.0,0,,,,,,,,,0,0,Matches
Lúcio Maranhão,br BRA,FW,25.0,0.5,0,,,,,,,,,0,0,Matches
William Pottker,br BRA,"FW,MF",20.0,0.5,0,,,,,,,,,0,0,Matches
Jonatan,br BRA,FW,22.0,0.4,0,,,,,,,,,0,0,Matches
Bruno Santos,br BRA,DF,18.0,0.0,0,,,,,,,,,0,0,Matches
Squad Total,,,25.2,38.0,36,,,,,,,,,2,2,
Opponent Total,,,26.4,38.0,46,,,,,,,,,5,8,
