Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Tiago Volpi,br BRA,GK,23.0,37,37,3330,37.0,,,0,0.0,,13,7,17,11,29.7,8,5,1,2,16.7,Matches
Luan Polli,br BRA,GK,20.0,1,1,90,1.0,,,0,0.0,,0,1,0,0,0.0,0,0,0,0,,Matches
Squad Total,,,25.2,38,38,3420,38.0,0.0,0.0,0,0.0,,13,8,17,11,28.9,8,5,1,2,16.7,
Opponent Total,,,26.4,38,38,3420,38.0,,,0,,,17,8,13,13,34.2,2,2,0,0,0.0,
