Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Alex Muralha,br BRA,GK,25.0,35.0,2,0,0,,,,,,,,,0,Matches
Leandro Silva,br BRA,DF,26.0,31.5,12,1,1,,,,,,,,,1,Matches
Fábio Gonçalves,br BRA,MF,28.0,30.9,7,0,0,,,,,,,,,0,Matches
Clayton,br BRA,"FW,MF",19.0,27.2,9,1,1,,,,,,,,,0,Matches
Thiago Heleno,br BRA,DF,26.0,25.0,9,0,0,,,,,,,,,0,Matches
Bruno Fabiano Alves,br BRA,DF,23.0,21.1,9,1,1,,,,,,,,,0,Matches
Paulo Roberto,br BRA,MF,27.0,19.9,2,0,0,,,,,,,,,0,Matches
Marquinhos,br BRA,DF,32.0,19.8,9,0,0,,,,,,,,,0,Matches
João Vitor,br BRA,MF,26.0,18.3,7,1,1,,,,,,,,,0,Matches
Marquinhos Pedroso,br BRA,DF,21.0,19.1,5,0,0,,,,,,,,,0,Matches
Rafael Bastos,br BRA,"FW,MF",30.0,15.7,5,0,0,,,,,,,,,0,Matches
Yago,br BRA,MF,19.0,17.3,7,0,0,,,,,,,,,0,Matches
Dudu,br BRA,"FW,MF",24.0,15.4,6,0,0,,,,,,,,,0,Matches
Marcão,br BRA,FW,29.0,14.2,5,0,0,,,,,,,,,0,Matches
Roberto Cereceda,cl CHI,"DF,MF",30.0,11.5,5,0,0,,,,,,,,,0,Matches
Dener,br BRA,MF,19.0,11.3,2,0,0,,,,,,,,,0,Matches
Carlos Alberto,br BRA,MF,30.0,10.6,5,1,0,,,,,,,,,0,Matches
Ricardinho,br BRA,MF,29.0,10.3,1,0,0,,,,,,,,,0,Matches
Juninho,br BRA,DF,25.0,9.8,3,0,0,,,,,,,,,0,Matches
Saimon Tormen,br BRA,DF,23.0,9.4,3,0,0,,,,,,,,,0,Matches
Thiago Santana,br BRA,FW,21.0,11.6,0,0,0,,,,,,,,,0,Matches
Everaldo Stum,br BRA,FW,23.0,5.8,0,0,0,,,,,,,,,0,Matches
Elias,br BRA,FW,27.0,4.4,0,0,0,,,,,,,,,0,Matches
Sueliton Pereira,br BRA,DF,28.0,4.7,2,0,0,,,,,,,,,0,Matches
Celsinho,br BRA,MF,26.0,3.8,0,0,0,,,,,,,,,0,Matches
Jefferson,br BRA,MF,21.0,2.9,1,0,0,,,,,,,,,0,Matches
Felipe,br BRA,GK,30.0,2.0,1,0,0,,,,,,,,,0,Matches
Alemão,br BRA,FW,25.0,1.9,0,0,0,,,,,,,,,0,Matches
William Cordeiro,br BRA,DF,21.0,1.0,1,0,0,,,,,,,,,0,Matches
Luan Polli,br BRA,GK,21.0,1.0,0,0,0,,,,,,,,,0,Matches
França,br BRA,MF,23.0,0.8,2,0,0,,,,,,,,,0,Matches
Nirley,br BRA,DF,26.0,0.7,1,0,0,,,,,,,,,0,Matches
Jean Deretti,br BRA,MF,21.0,0.5,0,0,0,,,,,,,,,0,Matches
Mazola,br BRA,FW,25.0,1.1,0,0,0,,,,,,,,,0,Matches
Bruno Dybal,br BRA,MF,20.0,0.6,0,0,0,,,,,,,,,0,Matches
Léo Lisboa,br BRA,MF,20.0,0.5,0,0,0,,,,,,,,,0,Matches
Marcelinho,br BRA,FW,20.0,0.5,0,0,0,,,,,,,,,0,Matches
Carlos Henrique,br BRA,FW,19.0,0.3,0,0,0,,,,,,,,,0,Matches
Squad Total,,,25.7,38.0,121,5,4,,,,,,,,,1,
Opponent Total,,,26.5,38.0,99,3,2,,,,,,,,,1,
