Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Alex Muralha,br BRA,GK,25.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leandro Silva,br BRA,DF,26.0,32,32,2835.0,31.5,1.0,1.0,2.0,1.0,0.0,0.0,12.0,1.0,0.03,0.03,0.06,0.03,0.06,Matches
Fábio Gonçalves,br BRA,MF,28.0,33,32,2778.0,30.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Clayton,br BRA,"FW,MF",19.0,29,29,2448.0,27.2,7.0,5.0,12.0,4.0,3.0,3.0,9.0,1.0,0.26,0.18,0.44,0.15,0.33,Matches
Thiago Heleno,br BRA,DF,26.0,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Fabiano Alves,br BRA,DF,23.0,22,21,1897.0,21.1,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches
Paulo Roberto,br BRA,MF,27.0,24,21,1793.0,19.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Marquinhos,br BRA,DF,32.0,20,20,1780.0,19.8,3.0,2.0,5.0,3.0,0.0,0.0,9.0,0.0,0.15,0.1,0.25,0.15,0.25,Matches
João Vitor,br BRA,MF,26.0,22,20,1649.0,18.3,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches
Marquinhos Pedroso,br BRA,DF,21.0,23,19,1718.0,19.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches
Rafael Bastos,br BRA,"FW,MF",30.0,25,19,1411.0,15.7,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches
Yago,br BRA,MF,19.0,28,18,1555.0,17.3,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,0.06,0.17,0.23,0.06,0.23,Matches
Dudu,br BRA,"FW,MF",24.0,21,15,1384.0,15.4,6.0,1.0,7.0,6.0,0.0,0.0,6.0,0.0,0.39,0.07,0.46,0.39,0.46,Matches
Marcão,br BRA,FW,29.0,25,12,1276.0,14.2,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
Roberto Cereceda,cl CHI,"DF,MF",30.0,13,12,1035.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dener,br BRA,MF,19.0,15,11,1013.0,11.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Carlos Alberto,br BRA,MF,30.0,14,11,950.0,10.6,3.0,0.0,3.0,3.0,0.0,0.0,5.0,1.0,0.28,0.0,0.28,0.28,0.28,Matches
Ricardinho,br BRA,MF,29.0,13,11,928.0,10.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.1,0.19,0.29,0.1,0.29,Matches
Juninho,br BRA,DF,25.0,12,9,880.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Saimon Tormen,br BRA,DF,23.0,10,9,847.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Santana,br BRA,FW,21.0,25,7,1045.0,11.6,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.34,0.09,0.43,0.34,0.43,Matches
Everaldo Stum,br BRA,FW,23.0,11,6,520.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Elias,br BRA,FW,27.0,9,5,396.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sueliton Pereira,br BRA,DF,28.0,10,4,425.0,4.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches
