Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Bruno Fabiano Alves,br BRA,DF,24.0,33.1,1,12,5,41.7,0.36,0.15,0.08,0.2,,0,0,Matches
Ayrton Ganino,br BRA,DF,30.0,29.7,2,27,10,37.0,0.91,0.34,0.07,0.2,,0,0,Matches
Marquinhos Pedroso,br BRA,DF,22.0,28.2,0,10,2,20.0,0.36,0.07,0.0,0.0,,0,0,Matches
Rafael Moura,br BRA,FW,32.0,27.6,8,75,30,40.0,2.72,1.09,0.08,0.2,,2,2,Matches
Gatito Fernández,py PAR,GK,27.0,27.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Ferrugem,br BRA,"DF,MF",27.0,20.0,2,21,11,52.4,1.05,0.55,0.1,0.18,,0,0,Matches
Werley,br BRA,DF,27.0,19.9,0,4,3,75.0,0.2,0.15,0.0,0.0,,0,0,Matches
Bady,br BRA,MF,26.0,18.5,2,26,6,23.1,1.41,0.32,0.04,0.17,,1,1,Matches
Lins Lima de Brito,br BRA,"FW,MF",28.0,18.8,3,28,11,39.3,1.49,0.58,0.11,0.27,,0,0,Matches
Marquinhos,br BRA,DF,33.0,18.1,1,8,2,25.0,0.44,0.11,0.13,0.5,,0,0,Matches
Elicarlos,br BRA,MF,30.0,17.2,0,5,1,20.0,0.29,0.06,0.0,0.0,,0,0,Matches
Jackson Caucaia,br BRA,MF,29.0,15.5,0,3,2,66.7,0.19,0.13,0.0,0.0,,0,0,Matches
Dodô,br BRA,MF,21.0,13.6,3,21,6,28.6,1.54,0.44,0.1,0.33,,1,1,Matches
Jefferson,br BRA,MF,22.0,14.7,0,5,1,20.0,0.34,0.07,0.0,0.0,,0,0,Matches
Gustavo Ermel,br BRA,FW,20.0,11.5,2,22,8,36.4,1.91,0.7,0.09,0.25,,0,0,Matches
Thiago Rodrigues,br BRA,GK,27.0,8.5,0,1,0,0.0,0.12,0.0,0.0,,,0,0,Matches
Pará,br BRA,DF,20.0,8.0,0,1,0,0.0,0.12,0.0,0.0,,,0,0,Matches
Josa,br BRA,MF,31.0,7.5,0,3,0,0.0,0.4,0.0,0.0,,,0,0,Matches
Renato,br BRA,MF,24.0,7.4,0,2,0,0.0,0.27,0.0,0.0,,,0,0,Matches
Rafael Silva,br BRA,FW,25.0,7.2,1,16,3,18.8,2.22,0.42,0.06,0.33,,0,0,Matches
Dudu,br BRA,"FW,MF",25.0,7.1,0,9,3,33.3,1.27,0.42,0.0,0.0,,0,0,Matches
Jocinei Schad,br BRA,MF,25.0,6.5,0,16,3,18.8,2.45,0.46,0.0,0.0,,0,0,Matches
Carlos Alberto,br BRA,MF,31.0,5.9,3,11,5,45.5,1.87,0.85,0.18,0.4,,1,1,Matches
Yago,br BRA,MF,20.0,7.0,0,3,1,33.3,0.43,0.14,0.0,0.0,,0,0,Matches
Elvis Vieira Araújo,br BRA,"FW,MF",25.0,5.3,0,4,2,50.0,0.76,0.38,0.0,0.0,,0,0,Matches
Éverton Santos,br BRA,"FW,MF",29.0,6.3,0,4,0,0.0,0.64,0.0,0.0,,,0,0,Matches
Jaimerson Xavier,br BRA,FW,25.0,4.0,0,2,1,50.0,0.5,0.25,0.0,0.0,,0,0,Matches
Maurides,br BRA,FW,21.0,3.9,0,9,5,55.6,2.32,1.29,0.0,0.0,,0,0,Matches
Nirley,br BRA,DF,27.0,3.0,1,2,1,50.0,0.67,0.33,0.5,1.0,,0,0,Matches
Guilherme Queiróz,br BRA,FW,25.0,2.9,0,6,3,50.0,2.05,1.02,0.0,0.0,,0,0,Matches
Matheusinho,br BRA,MF,18.0,2.4,0,5,1,20.0,2.05,0.41,0.0,0.0,,0,0,Matches
Júnior Oliveira,br BRA,GK,26.0,2.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,18.0,1.9,0,1,0,0.0,0.52,0.0,0.0,,,0,0,Matches
Guilherme Morassi,br BRA,MF,21.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Henrique Trevisan,br BRA,DF,19.0,0.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Marlon Bruno,br BRA,DF,22.0,0.6,0,0,0,,0.0,0.0,,,,0,0,Matches
Michael Ortega,co COL,MF,24.0,1.6,0,1,0,0.0,0.63,0.0,0.0,,,0,0,Matches
Pedrinho,br BRA,MF,19.0,0.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Marcus Índio,br BRA,FW,18.0,0.3,0,2,2,100.0,6.0,6.0,0.0,0.0,,0,0,Matches
Squad Total,,,26.9,38.0,29,365,128,35.1,9.61,3.37,0.07,0.19,,5,5,
Opponent Total,,,26.4,38.0,50,583,192,32.9,15.34,5.05,0.08,0.23,,5,7,
