Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
14,Chapecoense,19,9,5,5,23,19,4,32,1.68,19,3,6,10,11,25,-14,15,0.79
15,Coritiba,19,6,8,5,15,14,1,26,1.37,19,5,3,11,16,28,-12,18,0.95
16,Figueirense,19,7,6,6,18,17,1,27,1.42,19,4,4,11,18,33,-15,16,0.84
17,Avaí,19,8,5,6,26,26,0,29,1.53,19,3,4,12,12,34,-22,13,0.68
18,Vasco da Gama,19,5,6,8,13,23,-10,21,1.11,19,5,5,9,15,31,-16,20,1.05
