Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Alex Muralha,br BRA,GK,25.0,35,35,3150,35.0,,,0,0.0,,10,10,15,9,25.7,6,6,0,0,0.0,Matches
Felipe,br BRA,GK,30.0,3,2,180,2.0,,,0,0.0,,1,0,1,0,0.0,0,0,0,0,,Matches
Luan Polli,br BRA,GK,21.0,1,1,90,1.0,,,0,0.0,,0,0,1,0,0.0,2,2,0,0,0.0,Matches
Squad Total,,,25.7,38,38,3420,38.0,0.0,0.0,0,0.0,,11,10,17,9,23.7,8,8,0,0,0.0,
Opponent Total,,,26.5,38,38,3420,38.0,,,0,,,17,10,11,16,42.1,3,3,0,0,0.0,
