Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Marquinhos,br BRA,DF,33.0,19,19,1626.0,18.1,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Elicarlos,br BRA,MF,30.0,19,19,1546.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jackson Caucaia,br BRA,MF,29.0,19,17,1398.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dodô,br BRA,MF,21.0,18,14,1226.0,13.6,3.0,1.0,4.0,2.0,1.0,1.0,5.0,0.0,0.22,0.07,0.29,0.15,0.22,Matches
Jefferson,br BRA,MF,22.0,19,13,1327.0,14.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Gustavo Ermel,br BRA,FW,20.0,22,12,1035.0,11.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.17,0.09,0.26,0.17,0.26,Matches
Thiago Rodrigues,br BRA,GK,27.0,9,8,766.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pará,br BRA,DF,20.0,9,8,721.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Josa,br BRA,MF,31.0,8,7,674.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Renato,br BRA,MF,24.0,14,7,668.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Silva,br BRA,FW,25.0,15,7,650.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches
Dudu,br BRA,"FW,MF",25.0,11,7,637.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Jocinei Schad,br BRA,MF,25.0,10,7,587.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches
Carlos Alberto,br BRA,MF,31.0,8,7,528.0,5.9,3.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,0.51,0.34,0.85,0.34,0.68,Matches
Yago,br BRA,MF,20.0,12,6,634.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.14,0.14,0.0,0.14,Matches
Elvis Vieira Araújo,br BRA,"FW,MF",25.0,11,5,475.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches
Éverton Santos,br BRA,"FW,MF",29.0,14,4,565.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jaimerson Xavier,br BRA,FW,25.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maurides,br BRA,FW,21.0,6,3,349.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches
Nirley,br BRA,DF,27.0,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches
Guilherme Queiróz,br BRA,FW,25.0,10,2,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheusinho,br BRA,MF,18.0,5,2,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Júnior Oliveira,br BRA,GK,26.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,18.0,2,2,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guilherme Morassi,br BRA,MF,21.0,2,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Henrique Trevisan,br BRA,DF,19.0,1,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marlon Bruno,br BRA,DF,22.0,1,1,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Michael Ortega,co COL,MF,24.0,7,0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedrinho,br BRA,MF,19.0,2,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcus Índio,br BRA,FW,18.0,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alisson,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches
Luan,br BRA,MF,24.0,0,0,,,,,,,,,,,,,,,,Matches
Luan Polli,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches
Bruno Santos,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Diego Torres,br BRA,DF,29.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.9,38,418,3420.0,38.0,29.0,19.0,48.0,24.0,5.0,5.0,94.0,8.0,0.76,0.5,1.26,0.63,1.13,
Opponent Total,,,26.4,38,418,3420.0,38.0,50.0,36.0,86.0,45.0,5.0,7.0,101.0,5.0,1.32,0.95,2.26,1.18,2.13,
