Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Bruno Fabiano Alves,br BRA,DF,24.0,34,32,2982.0,33.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Ayrton Ganino,br BRA,DF,30.0,31,30,2675.0,29.7,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.07,0.07,0.13,0.07,0.13,Matches
Marquinhos Pedroso,br BRA,DF,22.0,29,29,2534.0,28.2,0.0,2.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,0.07,0.07,0.0,0.07,Matches
Rafael Moura,br BRA,FW,32.0,29,29,2480.0,27.6,8.0,0.0,8.0,6.0,2.0,2.0,7.0,1.0,0.29,0.0,0.29,0.22,0.22,Matches
Gatito Fernández,py PAR,GK,27.0,28,28,2470.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Ferrugem,br BRA,"DF,MF",27.0,27,23,1796.0,20.0,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
Werley,br BRA,DF,27.0,21,20,1790.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Bady,br BRA,MF,26.0,24,20,1663.0,18.5,2.0,2.0,4.0,1.0,1.0,1.0,4.0,0.0,0.11,0.11,0.22,0.05,0.16,Matches
Lins Lima de Brito,br BRA,"FW,MF",28.0,25,19,1693.0,18.8,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.16,0.11,0.27,0.16,0.27,Matches
