Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2015-05-10,16:00,Série A,Matchweek 1,Sun,Away,L,1,4,Sport Recife,46,4116,,4-4-2,4-2-3-1,Wilton Sampaio,Match Report,
2015-05-17,11:00,Série A,Matchweek 2,Sun,Home,D,0,0,Vasco da Gama,47,11004,,4-1-2-1-2◆,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2015-05-23,21:00,Série A,Matchweek 3,Sat,Away,L,0,1,Grêmio,38,8336,,4-1-2-1-2◆,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2015-05-31,18:30,Série A,Matchweek 4,Sun,Home,W,2,1,Cruzeiro,33,6211,,4-1-2-1-2◆,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2015-06-03,19:30,Série A,Matchweek 5,Wed,Away,L,0,1,Ath Paranaense,52,13637,,4-1-2-1-2◆,4-4-1-1,Marcelo de Lima Henrique,Match Report,
2015-06-07,19:30,Série A,Matchweek 6,Sun,Home,W,2,1,Palmeiras,32,9187,,4-1-2-1-2◆,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2015-06-14,16:00,Série A,Matchweek 7,Sun,Away,D,1,1,Avaí,42,7939,,4-1-2-1-2◆,4-1-2-1-2,Wagner Reway,Match Report,
2015-06-18,21:00,Série A,Matchweek 8,Thu,Home,D,0,0,Internacional,44,6244,,4-1-2-1-2◆,4-4-2,Wagner do Nascimento Magalhaes,Match Report,
2015-06-27,21:00,Série A,Matchweek 9,Sat,Away,L,1,2,Corinthians,48,24786,,4-3-1-2,4-1-4-1,Igor Junior Benevenuto,Match Report,
2015-07-02,19:30,Série A,Matchweek 10,Thu,Home,W,3,1,Goiás,46,5715,,4-3-1-2,4-3-1-2,Wilton Sampaio,Match Report,
2015-07-05,18:30,Série A,Matchweek 11,Sun,Away,W,2,1,Flamengo,38,31684,,4-4-2,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2015-07-08,21:00,Série A,Matchweek 12,Wed,Home,L,0,2,Joinville,51,3891,,4-3-1-2,4-2-2-2,Marcelo de Lima Henrique,Match Report,
2015-07-11,18:30,Série A,Matchweek 13,Sat,Away,L,0,3,Santos,52,8393,,4-4-2,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2015-07-19,16:00,Série A,Matchweek 14,Sun,Home,D,0,0,Coritiba,46,8016,,4-4-2,4-2-3-1,Emerson Luiz Sobral,Match Report,
2015-07-25,21:00,Série A,Matchweek 15,Sat,Away,L,0,1,Atlético Mineiro,38,16056,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2015-08-02,16:00,Série A,Matchweek 16,Sun,Home,W,3,1,Ponte Preta,44,7245,,4-4-2,4-2-3-1,Heber Roberto Lopes,Match Report,
2015-08-09,18:30,Série A,Matchweek 17,Sun,Away,D,2,2,Chapecoense,50,8728,,4-1-2-1-2◆,4-3-2-1,Ricardo Marques Ribeiro,Match Report,
2015-08-12,22:00,Série A,Matchweek 18,Wed,Home,L,0,2,São Paulo,48,10301,,4-1-2-1-2◆,4-2-3-1,Anderson Daronco,Match Report,
2015-08-16,16:00,Série A,Matchweek 19,Sun,Away,L,1,2,Fluminense,41,23130,,4-4-2,4-2-3-1,Diego Almeida Real,Match Report,
2015-08-22,21:00,Série A,Matchweek 20,Sat,Home,W,2,1,Sport Recife,45,5158,,4-4-2,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2015-08-29,18:30,Série A,Matchweek 21,Sat,Away,W,1,0,Vasco da Gama,38,14857,,4-3-2-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
2015-09-03,21:00,Série A,Matchweek 22,Thu,Home,L,0,2,Grêmio,63,10823,,4-3-1-2,4-2-3-1,Raphael Claus,Match Report,
2015-09-06,11:00,Série A,Matchweek 23,Sun,Away,L,1,5,Cruzeiro,38,39040,,4-3-1-2,4-3-3,Jailson Macêdo Freitas,Match Report,
2015-09-09,21:00,Série A,Matchweek 24,Wed,Home,D,1,1,Ath Paranaense,50,5890,,4-4-2,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2015-09-12,21:00,Série A,Matchweek 25,Sat,Away,L,0,2,Palmeiras,46,22794,,4-3-3,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2015-09-16,21:00,Série A,Matchweek 26,Wed,Home,L,0,1,Avaí,59,9618,,4-4-2,4-4-1-1,Flavio Rodrigues De Souza,Match Report,
2015-09-19,18:30,Série A,Matchweek 27,Sat,Away,D,1,1,Internacional,51,20607,,4-3-1-2,4-2-3-1,Nielson Nogueira Dias,Match Report,
2015-09-27,16:00,Série A,Matchweek 28,Sun,Home,L,1,3,Corinthians,53,9484,,4-4-2,4-1-4-1,Marcelo de Lima Henrique,Match Report,
2015-10-04,16:00,Série A,Matchweek 29,Sun,Away,W,3,2,Goiás,50,3117,,4-3-1-2,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2015-10-14,21:00,Série A,Matchweek 30,Wed,Home,W,3,0,Flamengo,40,12820,,4-4-2,4-2-3-1,Anderson Daronco,Match Report,
2015-10-17,21:00,Série A,Matchweek 31,Sat,Away,L,0,1,Joinville,54,8954,,4-2-3-1,4-2-2-2,Nielson Nogueira Dias,Match Report,
2015-10-24,18:30,Série A,Matchweek 32,Sat,Home,D,0,0,Santos,42,7336,,4-4-1-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2015-10-31,21:00,Série A,Matchweek 33,Sat,Away,D,1,1,Coritiba,39,6196,,4-4-1-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2015-11-08,17:00,Série A,Matchweek 34,Sun,Home,L,0,1,Atlético Mineiro,40,11556,,4-4-1-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2015-11-18,21:00,Série A,Matchweek 35,Wed,Away,W,1,0,Ponte Preta,39,4152,,4-2-4-0,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
2015-11-22,17:00,Série A,Matchweek 36,Sun,Home,D,0,0,Chapecoense,55,9635,,4-4-2,4-2-3-1,Anderson Daronco,Match Report,
2015-11-28,17:00,Série A,Matchweek 37,Sat,Away,L,2,3,São Paulo,34,19987,,4-2-4-0,4-2-3-1,Wagner Reway,Match Report,
2015-12-06,17:00,Série A,Matchweek 38,Sun,Home,W,1,0,Fluminense,44,16047,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
