Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-04-19,18:30,Série A,Matchweek 1,Sat,Away,L,0,3,Fluminense,,35020,,4-3-3,4-2-2-2,Ricardo Marques Ribeiro,Match Report,
2014-04-27,18:30,Série A,Matchweek 2,Sun,Home,L,0,2,Bahia,,777,,4-3-2-1,4-2-3-1,Sandro Ricci,Match Report,
2014-05-04,16:00,Série A,Matchweek 3,Sun,Away,L,0,1,Criciúma,,10216,,4-4-1-1,4-1-2-1-2,Braulio da Silva Machado,Match Report,
2014-05-11,18:30,Série A,Matchweek 4,Sun,Home,L,0,2,Santos,,7806,,4-3-3,4-3-2-1,Francisco Carlos do Nascimento,Match Report,
2014-05-18,16:00,Série A,Matchweek 5,Sun,Away,W,1,0,Corinthians,,36123,,4-4-2,4-4-2,Jailson Macêdo Freitas,Match Report,
2014-05-22,19:30,Série A,Matchweek 6,Thu,Away,L,0,1,Palmeiras,,10870,,4-1-2-1-2◆,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,
2014-05-25,16:00,Série A,Matchweek 7,Sun,Home,L,0,1,Goiás,,4729,,4-1-2-1-2◆,4-2-3-1,Nielson Nogueira Dias,Match Report,
2014-05-29,19:30,Série A,Matchweek 8,Thu,Away,D,1,1,Flamengo,,4577,,4-1-2-1-2◆,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2014-06-01,18:30,Série A,Matchweek 9,Sun,Home,L,1,3,Ath Paranaense,,4608,,4-4-2,4-2-2-2,Raphael Claus,Match Report,
2014-07-16,19:30,Série A,Matchweek 10,Wed,Away,W,2,0,Coritiba,,10383,,4-4-2,4-3-2-1,Charles Hebert Cavalcante Ferreira,Match Report,
2014-07-19,18:30,Série A,Matchweek 11,Sat,Home,L,0,1,Grêmio,,6461,,4-2-2-2,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2014-07-26,18:30,Série A,Matchweek 12,Sat,Away,L,0,5,Cruzeiro,,21190,,4-1-2-1-2◆,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,
2014-08-03,16:00,Série A,Matchweek 13,Sun,Home,W,3,0,Sport Recife,,5520,,4-4-2,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2014-08-10,18:30,Série A,Matchweek 14,Sun,Away,W,1,0,Chapecoense,,7431,,4-1-2-1-2◆,4-4-2,Igor Junior Benevenuto,Match Report,
2014-08-17,18:30,Série A,Matchweek 15,Sun,Home,D,2,2,Atlético Mineiro,,7196,,4-1-2-1-2◆,4-2-3-1,Felipe Gomes da Silva,Match Report,
2014-08-20,19:30,Série A,Matchweek 16,Wed,Home,W,1,0,Botafogo (RJ),,6823,,4-1-2-1-2◆,4-2-3-1,Fabricio Neves Correa,Match Report,
2014-08-24,16:00,Série A,Matchweek 17,Sun,Away,W,1,0,Vitória,,7112,,4-1-2-1-2◆,4-2-3-1,Marcelo de Lima Henrique,Match Report,
