Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Jean Carlos,br BRA,FW,29.0,6,273.0,46.0,8.0,3.0,3,75.0,0.0,3,16.0,15,1.67,2.0,3.0,-1.0,-0.33,-0.07,Matches
Raul Silva,br BRA,DF,24.0,3,246.0,82.0,7.2,2.7,3,82.0,2.0,0,,9,0.0,0.0,6.0,-6.0,-2.2,-2.08,Matches
Artur Barbosa de Oliveira,br BRA,DF,29.0,3,155.0,52.0,4.5,1.7,2,68.0,1.0,1,19.0,5,0.33,0.0,2.0,-2.0,-1.16,-0.94,Matches
Marcos Assunção,br BRA,MF,37.0,2,135.0,68.0,3.9,1.5,2,68.0,1.0,0,,0,0.0,0.0,4.0,-4.0,-2.67,-2.5,Matches
Vitor Júnior,br BRA,MF,27.0,7,224.0,32.0,6.5,2.5,1,51.0,0.0,6,29.0,7,0.29,2.0,7.0,-5.0,-2.01,-1.87,Matches
Yago,br BRA,MF,18.0,5,151.0,30.0,4.4,1.7,1,93.0,0.0,4,15.0,7,1.6,2.0,1.0,1.0,0.6,0.9,Matches
Ivan,br BRA,DF,32.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,0,0.0,1.0,3.0,-2.0,-2.0,-1.78,Matches
Luan Polli,br BRA,GK,20.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,24,1.0,1.0,1.0,0.0,0.0,0.27,Matches
Lúcio Maranhão,br BRA,FW,25.0,1,45.0,45.0,1.3,0.5,1,45.0,0.0,0,,1,0.0,0.0,2.0,-2.0,-4.0,-3.79,Matches
William Pottker,br BRA,"FW,MF",20.0,1,45.0,45.0,1.3,0.5,0,,0.0,1,45.0,1,0.0,0.0,3.0,-3.0,-6.0,-5.81,Matches
Jonatan,br BRA,FW,22.0,2,34.0,17.0,1.0,0.4,0,,0.0,2,16.0,3,1.5,1.0,1.0,0.0,0.0,0.27,Matches
Bruno Santos,br BRA,DF,18.0,1,1.0,1.0,0.0,0.0,0,,0.0,1,0.0,0,0.0,0.0,1.0,-1.0,-90.0,-89.76,Matches
Ciro,br BRA,FW,24.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
Denilson,br BRA,FW,25.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Bruno Fabiano Alves,br BRA,DF,22.0,0,,,,,0,,0.0,0,,11,,,,,,,Matches
Bruno Fornaroli,au AUS,FW,26.0,0,,,,,0,,0.0,0,,6,,,,,,,Matches
Alex Muralha,br BRA,GK,24.0,0,,,,,0,,0.0,0,,10,,,,,,,Matches
Neneca,br BRA,GK,33.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
Júnior Oliveira,br BRA,GK,24.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Maicon Talhetti,br BRA,MF,23.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Squad Total,,,25.2,38,3420.0,90.0,100.0,38.0,418,82.0,,114,27.0,253,1.24,37.0,47.0,-10.0,-0.26,,
Opponent Total,,,26.4,38,3420.0,90.0,100.0,38.0,418,82.0,,112,23.0,262,1.55,47.0,37.0,10.0,0.26,,
