Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Tiago Volpi,br BRA,GK,23.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,1.24,36.0,46.0,-10.0,-0.27,-0.27,Matches
Thiago Heleno,br BRA,DF,25.0,33,2892.0,88.0,84.6,32.1,33,88.0,29.0,0,,0,1.3,34.0,34.0,0.0,0.0,1.7,Matches
Marco Antônio,br BRA,MF,29.0,32,2633.0,82.0,77.0,29.3,31,85.0,25.0,1,10.0,4,1.25,32.0,33.0,-1.0,-0.03,1.0,Matches
Paulo Roberto,br BRA,MF,26.0,26,2078.0,80.0,60.8,23.1,23,86.0,19.0,3,35.0,0,1.23,22.0,32.0,-10.0,-0.43,-0.43,Matches
Marquinhos,br BRA,DF,31.0,24,2014.0,84.0,58.9,22.4,23,85.0,20.0,1,57.0,3,1.29,20.0,28.0,-8.0,-0.36,-0.23,Matches
Giovanni Augusto,br BRA,MF,24.0,24,1779.0,74.0,52.0,19.8,22,78.0,13.0,2,29.0,1,1.21,17.0,26.0,-9.0,-0.46,-0.4,Matches
Leandro Silva,br BRA,DF,25.0,23,1852.0,81.0,54.2,20.6,21,86.0,18.0,2,28.0,2,1.39,23.0,23.0,0.0,0.0,0.57,Matches
Roberto Cereceda,cl CHI,"DF,MF",29.0,18,1466.0,81.0,42.9,16.3,18,81.0,13.0,0,,2,1.61,20.0,16.0,4.0,0.25,0.89,Matches
Nirley,br BRA,DF,25.0,24,1679.0,70.0,49.1,18.7,17,87.0,15.0,7,29.0,12,1.42,20.0,25.0,-5.0,-0.27,-0.01,Matches
Marcão,br BRA,FW,28.0,21,1356.0,65.0,39.6,15.1,17,75.0,6.0,4,21.0,1,1.71,21.0,11.0,10.0,0.66,1.54,Matches
Clayton,br BRA,"FW,MF",18.0,22,1184.0,54.0,34.6,13.2,14,74.0,5.0,8,19.0,5,1.5,22.0,13.0,9.0,0.68,1.45,Matches
Luan,br BRA,MF,22.0,14,1176.0,84.0,34.4,13.1,14,84.0,10.0,0,,2,1.21,7.0,18.0,-11.0,-0.84,-0.88,Matches
França,br BRA,MF,22.0,15,996.0,66.0,29.1,11.1,13,74.0,6.0,2,18.0,2,1.07,10.0,13.0,-3.0,-0.27,-0.01,Matches
Pablo,br BRA,"FW,MF",21.0,19,1137.0,60.0,33.2,12.6,12,81.0,8.0,7,24.0,8,1.37,11.0,13.0,-2.0,-0.16,0.16,Matches
Rivaldo,br BRA,"DF,MF",28.0,16,1090.0,68.0,31.9,12.1,12,85.0,8.0,4,19.0,6,1.44,13.0,13.0,0.0,0.0,0.39,Matches
Ricardo Bueno,br BRA,FW,26.0,12,977.0,81.0,28.6,10.9,12,81.0,7.0,0,,0,1.08,7.0,12.0,-5.0,-0.46,-0.28,Matches
Everaldo Stum,br BRA,FW,22.0,24,1236.0,52.0,36.1,13.7,10,82.0,6.0,14,29.0,13,0.83,11.0,22.0,-11.0,-0.8,-0.84,Matches
Marquinhos Pedroso,br BRA,DF,20.0,12,897.0,75.0,26.2,10.0,10,86.0,9.0,2,20.0,5,1.17,10.0,13.0,-3.0,-0.3,-0.05,Matches
Jefferson,br BRA,MF,20.0,15,797.0,53.0,23.3,8.9,10,71.0,6.0,5,17.0,8,1.4,8.0,11.0,-3.0,-0.34,-0.1,Matches
Felipe Silva,br BRA,MF,23.0,14,926.0,66.0,27.1,10.3,9,80.0,4.0,5,41.0,11,1.36,14.0,8.0,6.0,0.58,1.16,Matches
Dener,br BRA,MF,18.0,10,754.0,75.0,22.0,8.4,9,82.0,7.0,1,15.0,12,1.8,9.0,6.0,3.0,0.36,0.8,Matches
Éverton Santos,br BRA,"FW,MF",27.0,6,510.0,85.0,14.9,5.7,6,85.0,3.0,0,,0,0.5,1.0,9.0,-8.0,-1.41,-1.35,Matches
Guilherme Lazaroni,br BRA,"DF,MF",21.0,6,506.0,84.0,14.8,5.6,6,84.0,4.0,0,,3,1.17,4.0,5.0,-1.0,-0.18,0.1,Matches
Nem,br BRA,MF,26.0,10,571.0,57.0,16.7,6.3,5,81.0,4.0,5,33.0,10,0.7,2.0,14.0,-12.0,-1.89,-1.95,Matches
William Cordeiro,br BRA,DF,20.0,8,553.0,69.0,16.2,6.1,5,81.0,3.0,3,50.0,12,1.13,4.0,7.0,-3.0,-0.49,-0.27,Matches
Léo Lisboa,br BRA,MF,19.0,13,425.0,33.0,12.4,4.7,4,47.0,0.0,9,26.0,17,1.31,7.0,5.0,2.0,0.42,0.78,Matches
Kléber,br BRA,DF,33.0,4,268.0,67.0,7.8,3.0,4,67.0,2.0,0,,0,1.5,2.0,6.0,-4.0,-1.34,-1.17,Matches
Mazola,br BRA,FW,24.0,10,456.0,46.0,13.3,5.1,3,85.0,1.0,7,29.0,4,0.9,8.0,6.0,2.0,0.39,0.76,Matches
Dudu,br BRA,"FW,MF",23.0,7,411.0,59.0,12.0,4.6,3,87.0,2.0,4,38.0,2,0.43,1.0,10.0,-9.0,-1.97,-1.94,Matches
