Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2016-05-15,16:00,Série A,Matchweek 1,Sun,Home,D,0,0,Ponte Preta,53.0,5458,,4-1-4-1,4-2-3-1,Emerson De Almeida Ferreira,Match Report,
2016-05-21,21:00,Série A,Matchweek 2,Sat,Away,D,2,2,Cruzeiro,30.0,12647,,4-1-4-1,4-2-3-1,Wagner Reway,Match Report,
2016-05-25,19:30,Série A,Matchweek 3,Wed,Home,D,2,2,Santos,46.0,5849,,4-4-1-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2016-05-28,18:30,Série A,Matchweek 4,Sat,Away,L,1,2,Ath Paranaense,52.0,10479,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2016-06-01,21:45,Série A,Matchweek 5,Wed,Home,W,1,0,São Paulo,37.0,5271,,4-1-4-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2016-06-05,11:00,Série A,Matchweek 6,Sun,Away,L,0,1,América (MG),50.0,2173,,4-1-4-1,4-2-3-1,Raphael Claus,Match Report,
2016-06-12,16:00,Série A,Matchweek 7,Sun,Home,W,1,0,Flamengo,37.0,10948,,4-4-1-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2016-06-15,21:00,Série A,Matchweek 8,Wed,Away,L,0,1,Santa Cruz,47.0,10019,,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2016-06-19,16:00,Série A,Matchweek 9,Sun,Home,W,3,2,Internacional,42.0,8741,,4-4-1-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
2016-06-22,21:00,Série A,Matchweek 10,Wed,Away,D,0,0,Botafogo (RJ),36.0,3012,,4-2-3-1,4-3-2-1,Emerson De Almeida Ferreira,Match Report,
2016-06-26,18:30,Série A,Matchweek 11,Sun,Home,D,0,0,Coritiba,50.0,5834,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2016-06-30,19:30,Série A,Matchweek 12,Thu,Away,L,0,4,Palmeiras,37.0,32834,,4-2-3-1,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,
2016-07-03,19:00,Série A,Matchweek 13,Sun,Home,D,1,1,Atlético Mineiro,54.0,5226,,4-4-1-1,4-2-3-1,Rafael Traci,Match Report,
2016-07-10,11:00,Série A,Matchweek 14,Sun,Away,L,1,2,Grêmio,38.0,34013,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2016-07-17,16:00,Série A,Matchweek 15,Sun,Home,D,1,1,Chapecoense,45.0,6017,,4-2-3-1,4-3-2-1,Sandro Ricci,Match Report,
2016-07-23,16:00,Série A,Matchweek 16,Sat,Away,D,1,1,Corinthians,32.0,38507,,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,
2016-07-30,18:30,Série A,Matchweek 17,Sat,Home,W,1,0,Vitória,36.0,4252,,4-2-3-1,5-4-1,Leandro Pedro Vuaden,Match Report,
2016-08-07,18:30,Série A,Matchweek 19,Sun,Home,D,1,1,Sport Recife,41.0,5075,,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2016-08-13,18:30,Série A,Matchweek 20,Sat,Away,L,0,2,Ponte Preta,57.0,3753,,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2016-08-21,18:30,Série A,Matchweek 21,Sun,Home,L,1,2,Cruzeiro,50.0,2578,,4-2-3-1,4-2-3-1,Joao Batista de Arruda,Match Report,
2016-08-24,21:45,Sudamericana,Second stage,Wed,Home,W,4,2,br Flamengo,,5400,,,,Daniel Fedorczuk,Match Report,Leg 1 of 2
2016-08-28,11:00,Série A,Matchweek 22,Sun,Away,W,1,0,Santos,27.0,11456,,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2016-08-31,21:45,Sudamericana,Second stage,Wed,Away,L,1,3,br Flamengo,,7449,,,,Wilson Lamouroux,Match Report,Leg 2 of 2; Flamengo won
2016-09-03,16:00,Série A,Matchweek 18,Sat,Away,L,2,3,Fluminense,47.0,6136,,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,
2016-09-07,16:00,Série A,Matchweek 23,Wed,Home,W,1,0,Ath Paranaense,46.0,5744,,4-4-1-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,
2016-09-11,11:00,Série A,Matchweek 24,Sun,Away,L,1,3,São Paulo,41.0,27365,,4-4-1-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2016-09-14,19:30,Série A,Matchweek 25,Wed,Home,D,2,2,América (MG),48.0,3323,,4-4-1-1,4-1-4-1,Jose Claudio Rocha Filho,Match Report,
2016-09-18,11:00,Série A,Matchweek 26,Sun,Away,L,0,2,Flamengo,35.0,29605,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
2016-09-25,11:00,Série A,Matchweek 27,Sun,Home,W,3,1,Santa Cruz,34.0,6860,,4-2-3-1,4-1-4-1,Paulo Henrique Schleinch Vollkopf,Match Report,
2016-10-01,21:00,Série A,Matchweek 28,Sat,Away,L,0,1,Internacional,59.0,30796,,4-4-1-1,4-2-3-1,Luis César De Oliveira Magalhães,Match Report,
2016-10-09,17:00,Série A,Matchweek 29,Sun,Home,L,0,1,Botafogo (RJ),51.0,12325,,4-2-3-1,4-3-1-2,Wilton Sampaio,Match Report,
