Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Lucas Esquivel,ar ARG,DF,22.0,33,2720.0,82.0,79.5,30.2,31,86.0,24,2,24.0,3,1.18,31.0,32.0,-1.0,-0.03,0.61,37.0,36.3,0.7,0.02,0.07,Matches
Erick,br BRA,"MF,DF",26.0,34,2560.0,75.0,74.9,28.4,30,82.0,20,4,29.0,2,1.12,31.0,34.0,-3.0,-0.11,0.21,34.2,31.2,3.0,0.11,0.39,Matches
Kaique Rocha,br BRA,DF,22.0,29,2486.0,86.0,72.7,27.6,28,88.0,27,1,11.0,4,1.17,28.0,30.0,-2.0,-0.07,0.31,34.1,33.2,0.9,0.03,0.09,Matches
Thiago Heleno,br BRA,DF,35.0,26,2278.0,88.0,66.6,25.3,26,88.0,24,0,,3,1.15,29.0,32.0,-3.0,-0.12,0.12,29.9,28.9,1.0,0.04,0.1,Matches
Tomás Cuello,ar ARG,"FW,MF",23.0,32,2010.0,63.0,58.8,22.3,23,73.0,6,9,38.0,0,1.13,25.0,23.0,2.0,0.09,0.6,29.2,23.2,6.1,0.27,0.64,Matches
Leonardo Godoy,ar ARG,DF,28.0,26,1639.0,63.0,47.9,18.2,21,72.0,8,5,25.0,11,1.35,22.0,19.0,3.0,0.16,0.62,23.8,21.8,2.0,0.11,0.19,Matches
Pablo,br BRA,"FW,MF",31.0,29,1703.0,59.0,49.8,18.9,20,74.0,4,9,26.0,1,1.24,21.0,21.0,0.0,0.0,0.31,22.5,20.0,2.6,0.14,0.25,Matches
Nikão,br BRA,"FW,MF",31.0,26,1624.0,62.0,47.5,18.0,19,75.0,3,7,29.0,3,1.04,22.0,18.0,4.0,0.22,0.72,23.0,21.3,1.7,0.1,0.17,Matches
Julimar,br BRA,"FW,MF",23.0,31,1665.0,54.0,48.7,18.5,17,71.0,4,14,32.0,1,1.1,21.0,26.0,-5.0,-0.27,-0.22,23.3,24.6,-1.3,-0.07,-0.15,Matches
Mycael,br BRA,GK,19.0,19,1565.0,82.0,45.8,17.4,17,90.0,17,2,18.0,14,0.85,16.0,21.0,-5.0,-0.29,-0.24,20.9,20.9,-0.1,0.0,-0.02,Matches
Fernandinho,br BRA,MF,38.0,25,1551.0,62.0,45.4,17.2,17,83.0,12,8,19.0,1,1.56,23.0,18.0,5.0,0.29,0.82,23.6,20.1,3.5,0.2,0.35,Matches
Christian,br BRA,"MF,FW",23.0,24,1507.0,63.0,44.1,16.7,17,77.0,4,7,28.0,4,0.92,12.0,22.0,-10.0,-0.6,-0.79,17.8,19.9,-2.1,-0.12,-0.23,Matches
Mateo Gamarra,py PAR,DF,23.0,19,1482.0,78.0,43.3,16.5,16,88.0,15,3,23.0,15,1.05,16.0,26.0,-10.0,-0.61,-0.79,21.4,24.1,-2.7,-0.16,-0.3,Matches
Gabriel,br BRA,MF,31.0,20,1431.0,72.0,41.8,15.9,16,84.0,9,4,21.0,13,1.0,15.0,24.0,-9.0,-0.57,-0.7,21.1,23.5,-2.4,-0.15,-0.27,Matches
Bruno Zapelli,ar ARG,"MF,FW",21.0,32,1412.0,44.0,41.3,15.7,16,66.0,2,16,22.0,4,1.13,18.0,24.0,-6.0,-0.38,-0.38,21.6,25.1,-3.5,-0.22,-0.39,Matches
Leonardo Linck,br BRA,GK,22.0,14,1223.0,87.0,35.8,13.6,14,87.0,12,0,,20,0.93,16.0,21.0,-5.0,-0.37,-0.33,18.1,18.2,-0.1,-0.01,-0.02,Matches
Agustín Canobbio,uy URU,"FW,MF",25.0,20,1215.0,61.0,35.5,13.5,14,73.0,6,6,31.0,0,0.9,11.0,15.0,-4.0,-0.3,-0.21,17.0,16.1,0.9,0.07,0.09,Matches
Felipinho,br BRA,MF,22.0,18,923.0,51.0,27.0,10.3,12,73.0,4,6,8.0,9,1.17,9.0,10.0,-1.0,-0.1,0.08,10.3,10.8,-0.5,-0.04,-0.07,Matches
Gonzalo Mastriani,uy URU,FW,30.0,21,900.0,43.0,26.3,10.0,10,74.0,1,11,14.0,5,1.0,9.0,9.0,0.0,0.0,0.21,14.1,11.9,2.3,0.23,0.3,Matches
João Machado Cruz,br BRA,"MF,FW",17.0,18,838.0,47.0,24.5,9.3,10,65.0,1,8,24.0,10,0.94,12.0,9.0,3.0,0.32,0.64,12.1,10.9,1.3,0.13,0.17,Matches
Mádson,br BRA,DF,32.0,19,975.0,51.0,28.5,10.8,9,77.0,6,10,28.0,10,1.16,8.0,10.0,-2.0,-0.18,-0.04,11.6,12.7,-1.0,-0.09,-0.14,Matches
Lucas Belezi,br BRA,DF,20.0,9,793.0,88.0,23.2,8.8,9,88.0,7,0,,16,0.89,9.0,13.0,-4.0,-0.45,-0.39,9.6,11.4,-1.8,-0.2,-0.28,Matches
Lucas Di Yorio,ar ARG,FW,27.0,20,799.0,40.0,23.4,8.9,8,78.0,4,12,15.0,8,0.8,8.0,14.0,-6.0,-0.68,-0.68,11.0,14.8,-3.8,-0.43,-0.57,Matches
Fernando,br BRA,DF,24.0,16,724.0,45.0,21.2,8.0,7,82.0,4,9,17.0,16,1.19,9.0,14.0,-5.0,-0.62,-0.59,11.2,10.6,0.6,0.07,0.08,Matches
