Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Santos,br BRA,GK,30.0,29.0,703,922,76.2,21547,15056,118,119,99.2,272,278,97.8,306,518,59.1,0,0.4,0.0,-0.4,1,9,0,0,0,Matches
Thiago Heleno,br BRA,DF,32.0,27.7,1395,1622,86.0,33517,12946,257,296,86.8,829,885,93.7,302,419,72.1,0,0.3,0.4,-0.3,4,106,4,0,95,Matches
Pedro Henrique,br BRA,DF,25.0,26.0,1149,1422,80.8,25616,10255,315,354,89.0,606,678,89.4,221,349,63.3,1,0.4,1.0,0.6,9,124,13,7,120,Matches
Marcinho,br BRA,"DF,MF",24.0,24.9,1003,1333,75.2,19082,4928,459,525,87.4,367,459,80.0,165,286,57.7,5,3.8,3.5,1.2,31,64,31,18,76,Matches
Christian,br BRA,MF,20.0,23.5,782,944,82.8,14108,3254,318,358,88.8,359,399,90.0,87,126,69.0,0,1.9,2.1,-1.9,24,111,10,0,120,Matches
Abner,br BRA,"DF,MF",20.0,21.6,945,1231,76.8,17270,5528,399,444,89.9,422,531,79.5,106,183,57.9,3,2.8,2.8,0.2,34,83,30,17,87,Matches
Nikão,br BRA,"FW,MF",28.0,22.2,792,1012,78.3,16083,3448,310,370,83.8,310,365,84.9,159,221,71.9,5,3.7,3.8,1.3,54,68,44,14,97,Matches
Zé Ivaldo,br BRA,DF,23.0,20.7,1041,1237,84.2,22528,8181,312,341,91.5,552,597,92.5,171,278,61.5,0,0.4,0.6,-0.4,8,111,5,2,106,Matches
David Terans,uy URU,"MF,FW",26.0,19.5,455,620,73.4,8729,2493,201,234,85.9,165,201,82.1,80,149,53.7,7,3.8,3.6,3.2,52,65,23,9,75,Matches
