Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Bento,br BRA,GK,23.0,33.0,952,861,951,1,0,0,952,0,0,,0,,443,2440,1530,0,0,0,0,0,316,0,Matches
Thiago Heleno,br BRA,DF,34.0,30.9,1835,303,1011,787,52,40,1835,3,0,0.0,1,33.3,986,3717,1620,2,1,0,9,0,1156,2,Matches
Erick,br BRA,MF,25.0,27.8,1444,55,303,943,219,78,1444,46,30,65.2,15,32.6,807,3609,1830,27,23,4,46,14,972,37,Matches
Vitor Bueno,br BRA,"MF,FW",28.0,23.1,1261,5,86,597,592,53,1258,55,34,61.8,19,34.5,776,5011,2222,74,57,12,46,38,903,114,Matches
Fernandinho,br BRA,MF,37.0,21.5,1387,52,273,936,196,16,1386,35,19,54.3,12,34.3,856,4212,2131,35,39,4,19,19,989,52,Matches
Agustín Canobbio,uy URU,"FW,MF",24.0,23.5,1212,25,156,479,594,98,1212,92,46,50.0,37,40.2,737,4921,2378,81,47,31,60,40,782,223,Matches
Tomás Cuello,ar ARG,"MF,FW",22.0,22.8,1270,38,215,572,501,50,1270,60,35,58.3,21,35.0,649,4349,2216,81,49,20,46,18,732,173,Matches
Vitor Roque,br BRA,FW,17.0,19.0,494,3,25,201,278,95,494,83,33,39.8,39,47.0,324,2074,912,40,27,24,41,33,340,111,Matches
Cacá,br BRA,DF,23.0,18.8,950,137,479,435,46,18,950,7,3,42.9,3,42.9,528,2827,1434,12,11,0,14,7,555,8,Matches
Lucas Esquivel,ar ARG,DF,21.0,18.3,1272,55,434,569,279,8,1272,30,9,30.0,17,56.7,590,2931,1543,28,21,1,15,15,663,47,Matches
Hugo Moura,br BRA,MF,25.0,14.7,785,28,191,529,70,5,785,14,4,28.6,9,64.3,386,1707,768,11,7,0,6,4,471,10,Matches
Pablo,br BRA,FW,30.0,15.5,626,22,74,323,237,50,626,22,7,31.8,14,63.6,362,1486,596,15,12,5,34,15,433,60,Matches
Christian,br BRA,"MF,FW",22.0,15.1,761,11,111,406,248,29,761,41,24,58.5,12,29.3,448,2114,988,23,19,3,25,8,550,71,Matches
Mádson,br BRA,"DF,MF",31.0,14.8,631,38,175,278,184,46,631,9,4,44.4,3,33.3,212,819,365,8,4,4,5,1,297,69,Matches
Bruno Zapelli,ar ARG,"MF,FW",20.0,12.7,754,4,72,386,301,34,754,52,24,46.2,25,48.1,427,2350,1183,35,27,5,26,29,527,71,Matches
Khellven,br BRA,DF,21.0,11.1,591,38,183,223,188,13,591,13,8,61.5,5,38.5,280,1464,826,18,17,3,16,4,310,51,Matches
Zé Ivaldo,br BRA,DF,25.0,11.3,669,79,322,340,14,2,669,12,8,66.7,1,8.3,344,1652,1001,9,2,0,9,3,400,2,Matches
Pedro Henrique,br BRA,DF,27.0,9.5,567,90,284,257,29,9,567,4,3,75.0,1,25.0,307,1463,928,8,4,0,1,0,360,2,Matches
Alex Santana,br BRA,MF,27.0,11.1,540,14,95,352,103,14,540,15,8,53.3,5,33.3,322,1953,1108,20,24,0,15,9,383,17,Matches
Kaique Rocha,br BRA,DF,21.0,7.2,393,80,221,161,14,10,393,5,5,100.0,0,0.0,190,868,499,2,0,0,4,0,240,0,Matches
Matheus Felipe,br BRA,DF,24.0,5.9,295,45,160,129,8,1,295,1,0,0.0,1,100.0,152,667,314,4,3,0,2,1,184,0,Matches
Willian,br BRA,"FW,MF",36.0,6.4,223,1,12,106,108,28,223,12,5,41.7,7,58.3,121,675,163,5,6,2,16,7,162,41,Matches
Fernando,br BRA,DF,23.0,5.3,373,12,99,188,87,1,373,3,1,33.3,2,66.7,199,1129,668,17,12,1,11,2,220,31,Matches
Arturo Vidal,cl CHI,MF,35.0,4.2,218,3,40,118,61,7,218,4,1,25.0,3,75.0,115,394,110,1,4,0,5,8,147,18,Matches
Rômulo,br BRA,"FW,MF",20.0,5.7,273,6,52,110,115,27,273,18,11,61.1,6,33.3,127,765,371,13,6,1,12,8,157,39,Matches
Leonardo Linck,br BRA,GK,21.0,5.0,151,134,151,1,0,0,151,0,0,,0,,67,405,235,0,0,0,1,0,43,0,Matches
David Terans,uy URU,"MF,FW",28.0,4.4,181,1,18,81,86,12,181,9,7,77.8,1,11.1,126,585,252,5,7,1,12,13,139,32,Matches
Vinicius Kaue,br BRA,"DF,MF",19.0,3.8,261,14,102,131,30,0,261,3,2,66.7,1,33.3,143,664,346,3,4,0,3,1,152,8,Matches
Pedro Henrique,br BRA,"DF,MF",20.0,4.0,251,13,94,106,55,1,251,4,1,25.0,1,25.0,106,417,209,2,5,0,9,3,135,16,Matches
Léo Cittadini,br BRA,"MF,FW",28.0,2.2,100,1,19,55,27,3,100,5,3,60.0,1,20.0,48,376,180,3,3,0,3,3,68,7,Matches
Thiago,br BRA,"FW,MF",22.0,2.5,113,1,17,50,50,3,113,12,7,58.3,4,33.3,66,427,166,4,5,2,10,1,80,17,Matches
Luciano Arriagada,cl CHI,"FW,MF",20.0,2.1,79,2,8,36,36,6,79,3,2,66.7,0,0.0,49,235,99,5,0,1,10,8,59,12,Matches
Bruno Peres,br BRA,"DF,MF",32.0,1.7,96,3,31,46,20,2,96,0,0,,0,,53,196,103,0,0,0,1,0,62,3,Matches
Marcelo Cirino,br BRA,"FW,MF",31.0,1.1,29,1,1,13,15,3,29,1,0,0.0,1,100.0,13,69,31,1,1,0,3,1,26,6,Matches
Lucas Belezi,br BRA,DF,19.0,0.5,25,3,9,14,2,1,25,0,0,,0,,14,41,26,0,0,0,0,0,16,0,Matches
Reinaldo,br BRA,FW,21.0,0.2,4,0,0,3,1,0,4,0,0,,0,,3,5,0,0,0,0,0,0,3,0,Matches
Chiqueti,br BRA,MF,17.0,0.2,11,0,1,9,1,0,11,0,0,,0,,6,13,3,0,0,0,2,1,7,0,Matches
Danielzinho,br BRA,FW,20.0,0.0,2,0,0,0,2,0,2,0,0,,0,,1,3,1,0,0,0,0,0,2,0,Matches
Dudu,br BRA,MF,17.0,0.0,2,0,0,1,1,1,2,0,0,,0,,0,0,0,0,0,0,1,0,0,0,Matches
Bryan García,ec ECU,MF,22.0,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.1,38.0,21081,2178,6475,9972,4850,764,21077,673,344,51.1,267,39.7,11383,59033,29355,592,447,124,538,314,13041,1350,
Opponent Total,,,27.6,38.0,22178,2354,6857,10338,5208,705,22171,645,303,47.0,281,43.6,12388,66072,34165,633,468,138,563,298,14178,1368,
