Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Wéverton,br BRA,GK,29.0,34,3060.0,90.0,89.5,34.0,34,90.0,34.0,0,,0,1.29,40.0,40.0,0.0,0.0,-0.5,Matches
Jonathan Moreira,br BRA,DF,30.0,29,2431.0,84.0,71.1,27.0,29,84.0,24.0,0,,0,1.31,28.0,32.0,-4.0,-0.15,-0.69,Matches
Thiago Heleno,br BRA,DF,28.0,28,2507.0,90.0,73.3,27.9,28,90.0,27.0,0,,1,1.57,37.0,28.0,9.0,0.32,1.01,Matches
Sidcley,br BRA,"DF,MF",23.0,35,2411.0,69.0,70.5,26.8,27,82.0,21.0,8,24.0,1,1.43,30.0,31.0,-1.0,-0.04,-0.3,Matches
Lucho González,ar ARG,MF,36.0,26,1700.0,65.0,49.7,18.9,26,65.0,5.0,0,,1,1.46,17.0,22.0,-5.0,-0.26,-0.63,Matches
Wanderson,br BRA,DF,25.0,25,2240.0,90.0,65.5,24.9,25,90.0,24.0,0,,11,1.68,39.0,25.0,14.0,0.56,1.48,Matches
Nikão,br BRA,"FW,MF",24.0,29,2187.0,75.0,63.9,24.3,24,84.0,17.0,5,32.0,0,1.34,27.0,22.0,5.0,0.21,0.42,Matches
Paulo André,br BRA,DF,33.0,21,1890.0,90.0,55.3,21.0,21,90.0,21.0,0,,2,0.76,10.0,22.0,-12.0,-0.57,-1.39,Matches
Esteban Pavez,cl CHI,MF,26.0,21,1804.0,86.0,52.7,20.0,21,86.0,18.0,0,,0,1.48,26.0,20.0,6.0,0.3,0.52,Matches
Matheus Rossetto,br BRA,MF,20.0,31,1775.0,57.0,51.9,19.7,19,76.0,10.0,12,28.0,3,1.35,28.0,20.0,8.0,0.41,0.73,Matches
Fabrício,br BRA,"DF,MF",30.0,20,1713.0,86.0,50.1,19.0,18,90.0,18.0,2,46.0,0,1.55,27.0,18.0,9.0,0.47,0.84,Matches
Guilherme,br BRA,"FW,MF",28.0,21,1675.0,80.0,49.0,18.6,18,89.0,17.0,3,26.0,2,1.29,26.0,23.0,3.0,0.16,0.21,Matches
Pablo,br BRA,"FW,MF",24.0,22,1364.0,62.0,39.9,15.2,16,76.0,8.0,6,25.0,9,1.05,8.0,14.0,-6.0,-0.4,-0.75,Matches
Ribamar,br BRA,FW,19.0,19,1323.0,70.0,38.7,14.7,16,79.0,8.0,3,22.0,4,1.42,23.0,15.0,8.0,0.54,0.8,Matches
Douglas Coutinho,br BRA,"FW,MF",22.0,26,1493.0,57.0,43.7,16.6,15,78.0,9.0,11,29.0,9,1.19,22.0,21.0,1.0,0.06,0.01,Matches
Otávio,br BRA,MF,22.0,13,1170.0,90.0,34.2,13.0,13,90.0,13.0,0,,0,1.31,12.0,13.0,-1.0,-0.08,-0.2,Matches
Lucas Fernandes,br BRA,"FW,MF",22.0,14,799.0,57.0,23.4,8.9,9,72.0,2.0,5,30.0,6,1.79,16.0,6.0,10.0,1.13,1.4,Matches
Eduardo Henrique,br BRA,MF,21.0,15,858.0,57.0,25.1,9.5,8,78.0,4.0,7,34.0,19,1.2,7.0,17.0,-10.0,-1.05,-1.47,Matches
Éderson,br BRA,FW,27.0,18,809.0,45.0,23.7,9.0,8,71.0,1.0,10,24.0,18,1.5,12.0,8.0,4.0,0.44,0.51,Matches
Gustavo Cascardo,br BRA,DF,19.0,10,682.0,68.0,19.9,7.6,6,85.0,5.0,4,43.0,16,1.7,15.0,8.0,7.0,0.92,1.09,Matches
Grafite,br BRA,FW,37.0,9,492.0,55.0,14.4,5.5,6,68.0,2.0,3,29.0,1,1.44,5.0,2.0,3.0,0.55,0.58,Matches
