Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Santos,br BRA,GK,29.0,33.0,7,0.21,3,4,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
Abner,br BRA,DF,19.0,31.5,85,2.7,64,16,3,0,1,1,4,0.13,4,0,0,0,0,0,Matches
Pedro Henrique,br BRA,DF,24.0,29.4,18,0.61,16,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Thiago Heleno,br BRA,DF,31.0,28.4,17,0.6,16,0,0,1,0,0,3,0.11,3,0,0,0,0,0,Matches
Léo Cittadini,br BRA,MF,25.0,26.6,62,2.33,49,0,2,5,5,1,2,0.08,1,0,0,1,0,0,Matches
Nikão,br BRA,"FW,MF",27.0,23.9,98,4.11,69,17,6,2,4,0,13,0.55,12,0,1,0,0,0,Matches
Renato Kayser,br BRA,FW,23.0,22.3,41,1.84,26,0,3,7,5,0,7,0.31,4,0,2,0,1,0,Matches
Christian,br BRA,MF,19.0,21.9,57,2.61,44,8,1,1,3,0,2,0.09,2,0,0,0,0,0,Matches
Richard,br BRA,MF,25.0,19.6,23,1.17,19,0,1,2,0,1,1,0.05,1,0,0,0,0,0,Matches
Carlos Eduardo,br BRA,"FW,MF",23.0,19.0,55,2.9,32,1,10,4,8,0,12,0.63,6,0,5,1,0,0,Matches
Jonathan Moreira,br BRA,DF,33.0,15.5,27,1.74,25,0,1,1,0,0,2,0.13,2,0,0,0,0,0,Matches
Erick,br BRA,"DF,MF",22.0,16.8,37,2.2,30,1,2,3,0,1,3,0.18,2,0,1,0,0,0,Matches
